field,ra,dec
SPLUS-n13s14,168.75,-16.21972222
SPLUS-n13s15,170.1583333,-16.21972222
SPLUS-n13s16,171.5625,-16.21972222
SPLUS-n13s17,172.9708333,-16.21972222
SPLUS-n13s18,174.375,-16.21972222
SPLUS-n13s19,175.7833333,-16.21972222
SPLUS-n13s20,177.1875,-16.21972222
SPLUS-n13s21,178.5958333,-16.21972222
SPLUS-n13s22,180.0,-16.21972222
SPLUS-n13s23,181.4083333,-16.21972222
SPLUS-n13s24,182.8125,-16.21972222
SPLUS-n13s25,184.2208333,-16.21972222
SPLUS-n13s26,185.625,-16.21972222
SPLUS-n13s27,187.0333333,-16.21972222
SPLUS-n13s28,188.4375,-16.21972222
SPLUS-n13s29,189.8458333,-16.21972222
SPLUS-n13s30,191.25,-16.21972222
SPLUS-n13s31,192.6583333,-16.21972222
SPLUS-n13s32,194.0625,-16.21972222
SPLUS-n13s33,195.4708333,-16.21972222
SPLUS-n13s34,196.875,-16.21972222
SPLUS-n13s35,198.2833333,-16.21972222
SPLUS-n13s36,199.6875,-16.21972222
SPLUS-n13s37,201.0958333,-16.21972222
SPLUS-n13s38,202.5,-16.21972222
SPLUS-n13s39,203.9083333,-16.21972222
SPLUS-n13s40,205.3125,-16.21972222
SPLUS-n13s41,206.7208333,-16.21972222
SPLUS-n13s42,208.125,-16.21972222
SPLUS-n13s43,209.5333333,-16.21972222
SPLUS-n13s45,210.9375,-16.21972222
SPLUS-n13s46,212.3458333,-16.21972222
SPLUS-n13s47,213.75,-16.21972222
SPLUS-n13s48,215.1583333,-16.21972222
SPLUS-n13s49,216.5625,-16.21972222
SPLUS-n13s50,217.9708333,-16.21972222
SPLUS-n13s51,219.375,-16.21972222
SPLUS-n13s52,220.7833333,-16.21972222
SPLUS-n13s53,222.1875,-16.21972222
SPLUS-n13s54,223.5958333,-16.21972222
SPLUS-n13s55,225.0,-16.21972222
SPLUS-n14s01,150.2375,-17.56222222
SPLUS-n14s02,151.6541667,-17.56222222
SPLUS-n14s03,153.0708333,-17.56222222
SPLUS-n14s04,154.4875,-17.56222222
SPLUS-n14s05,155.9041667,-17.56222222
SPLUS-n14s06,157.3208333,-17.56222222
SPLUS-n14s07,158.7416667,-17.56222222
SPLUS-n14s08,160.1583333,-17.56222222
SPLUS-n14s09,161.575,-17.56222222
SPLUS-n14s10,162.9916667,-17.56222222
SPLUS-n14s11,164.4083333,-17.56222222
SPLUS-n14s12,165.825,-17.56222222
SPLUS-n14s13,167.2458333,-17.56222222
SPLUS-n14s14,168.6625,-17.56222222
SPLUS-n14s15,170.0791667,-17.56222222
SPLUS-n14s16,171.4958333,-17.56222222
SPLUS-n14s17,172.9125,-17.56222222
SPLUS-n14s18,174.3291667,-17.56222222
SPLUS-n14s19,175.75,-17.56222222
SPLUS-n14s20,177.1666667,-17.56222222
SPLUS-n14s21,178.5833333,-17.56222222
SPLUS-n14s22,180.0,-17.56222222
SPLUS-n14s23,181.4166667,-17.56222222
SPLUS-n14s24,182.8333333,-17.56222222
SPLUS-n14s25,184.25,-17.56222222
SPLUS-n14s26,185.6708333,-17.56222222
SPLUS-n14s27,187.0875,-17.56222222
SPLUS-n14s28,188.5041667,-17.56222222
SPLUS-n14s29,189.9208333,-17.56222222
SPLUS-n14s30,191.3375,-17.56222222
SPLUS-n14s31,192.7541667,-17.56222222
SPLUS-n14s32,194.175,-17.56222222
SPLUS-n14s33,195.5916667,-17.56222222
SPLUS-n14s34,197.0083333,-17.56222222
SPLUS-n14s35,198.425,-17.56222222
SPLUS-n14s36,199.8416667,-17.56222222
SPLUS-n14s37,201.2583333,-17.56222222
SPLUS-n14s38,202.6791667,-17.56222222
SPLUS-n14s39,204.0958333,-17.56222222
SPLUS-n14s40,205.5125,-17.56222222
SPLUS-n14s41,206.9291667,-17.56222222
SPLUS-n14s42,208.3458333,-17.56222222
SPLUS-n14s43,209.7625,-17.56222222
SPLUS-n14s44,211.1791667,-17.56222222
SPLUS-n14s45,212.6,-17.56222222
SPLUS-n14s46,214.0166667,-17.56222222
SPLUS-n14s47,215.4333333,-17.56222222
SPLUS-n14s48,216.85,-17.56222222
SPLUS-n14s49,218.2666667,-17.56222222
SPLUS-n14s50,219.6833333,-17.56222222
SPLUS-n14s51,221.1041667,-17.56222222
SPLUS-n14s52,222.5208333,-17.56222222
SPLUS-n14s53,223.9375,-17.56222222
SPLUS-n15s01,150.0,-18.90305556
SPLUS-n15s02,151.4291667,-18.90305556
SPLUS-n15s03,152.8583333,-18.90305556
SPLUS-n15s04,154.2875,-18.90305556
SPLUS-n15s05,155.7125,-18.90305556
SPLUS-n15s06,157.1416667,-18.90305556
SPLUS-n15s07,158.5708333,-18.90305556
SPLUS-n15s08,160.0,-18.90305556
SPLUS-n15s09,161.4291667,-18.90305556
SPLUS-n15s10,162.8583333,-18.90305556
SPLUS-n15s11,164.2875,-18.90305556
SPLUS-n15s12,165.7125,-18.90305556
SPLUS-n15s13,167.1416667,-18.90305556
SPLUS-n15s14,168.5708333,-18.90305556
SPLUS-n15s15,170.0,-18.90305556
SPLUS-n15s16,171.4291667,-18.90305556
SPLUS-n15s17,172.8583333,-18.90305556
SPLUS-n15s18,174.2875,-18.90305556
SPLUS-n15s19,175.7125,-18.90305556
SPLUS-n15s20,177.1416667,-18.90305556
SPLUS-n15s21,178.5708333,-18.90305556
SPLUS-n15s22,180.0,-18.90305556
SPLUS-n15s23,181.4291667,-18.90305556
SPLUS-n15s24,182.8583333,-18.90305556
SPLUS-n15s25,184.2875,-18.90305556
SPLUS-n15s26,185.7125,-18.90305556
SPLUS-n15s27,187.1416667,-18.90305556
SPLUS-n15s28,188.5708333,-18.90305556
SPLUS-n15s29,190.0,-18.90305556
SPLUS-n15s30,191.4291667,-18.90305556
SPLUS-n15s31,192.8583333,-18.90305556
SPLUS-n15s32,194.2875,-18.90305556
SPLUS-n15s33,195.7125,-18.90305556
SPLUS-n15s34,197.1416667,-18.90305556
SPLUS-n15s35,198.5708333,-18.90305556
SPLUS-n15s36,200.0,-18.90305556
SPLUS-n15s37,201.4291667,-18.90305556
SPLUS-n15s38,202.8583333,-18.90305556
SPLUS-n15s39,204.2875,-18.90305556
SPLUS-n15s40,205.7125,-18.90305556
SPLUS-n15s41,207.1416667,-18.90305556
SPLUS-n15s42,208.5708333,-18.90305556
SPLUS-n15s43,210.0,-18.90305556
SPLUS-n15s44,211.4291667,-18.90305556
SPLUS-n15s45,212.8583333,-18.90305556
SPLUS-n15s46,214.2875,-18.90305556
SPLUS-n15s47,215.7125,-18.90305556
SPLUS-n15s48,217.1416667,-18.90305556
SPLUS-n15s49,218.5708333,-18.90305556
SPLUS-n15s50,220.0,-18.90305556
SPLUS-n15s51,221.4291667,-18.90305556
SPLUS-n15s52,222.8583333,-18.90305556
SPLUS-n15s53,224.2875,-18.90305556
SPLUS-n16s01,151.2,-20.24277778
SPLUS-n16s02,152.6416667,-20.24277778
SPLUS-n16s03,154.0791667,-20.24277778
SPLUS-n16s04,155.5208333,-20.24277778
SPLUS-n16s05,156.9583333,-20.24277778
SPLUS-n16s06,158.4,-20.24277778
SPLUS-n16s07,159.8416667,-20.24277778
SPLUS-n16s08,161.2791667,-20.24277778
SPLUS-n16s09,162.7208333,-20.24277778
SPLUS-n16s10,164.1583333,-20.24277778
SPLUS-n16s11,165.6,-20.24277778
SPLUS-n16s12,167.0416667,-20.24277778
SPLUS-n16s13,168.4791667,-20.24277778
SPLUS-n16s14,169.9208333,-20.24277778
SPLUS-n16s15,171.3583333,-20.24277778
SPLUS-n16s16,172.8,-20.24277778
SPLUS-n16s17,174.2416667,-20.24277778
SPLUS-n16s18,175.6791667,-20.24277778
SPLUS-n16s19,177.1208333,-20.24277778
SPLUS-n16s20,178.5583333,-20.24277778
SPLUS-n16s21,180.0,-20.24277778
SPLUS-n16s22,181.4416667,-20.24277778
SPLUS-n16s23,182.8791667,-20.24277778
SPLUS-n16s24,184.3208333,-20.24277778
SPLUS-n16s25,185.7583333,-20.24277778
SPLUS-n16s26,187.2,-20.24277778
SPLUS-n16s27,188.6416667,-20.24277778
SPLUS-n16s28,190.0791667,-20.24277778
SPLUS-n16s29,191.5208333,-20.24277778
SPLUS-n16s30,192.9583333,-20.24277778
SPLUS-n16s31,194.4,-20.24277778
SPLUS-n16s32,195.8416667,-20.24277778
SPLUS-n16s33,197.2791667,-20.24277778
SPLUS-n16s34,198.7208333,-20.24277778
SPLUS-n16s35,200.1583333,-20.24277778
SPLUS-n16s36,201.6,-20.24277778
SPLUS-n16s37,203.0416667,-20.24277778
SPLUS-n16s38,204.4791667,-20.24277778
SPLUS-n16s39,205.9208333,-20.24277778
SPLUS-n16s40,207.3583333,-20.24277778
SPLUS-n16s41,208.8,-20.24277778
SPLUS-n16s42,210.2416667,-20.24277778
SPLUS-n16s43,211.6791667,-20.24277778
SPLUS-n16s44,213.1208333,-20.24277778
SPLUS-n16s45,214.5583333,-20.24277778
SPLUS-n16s46,216.0,-20.24277778
SPLUS-n16s47,217.4416667,-20.24277778
SPLUS-n16s48,218.8791667,-20.24277778
SPLUS-n16s49,220.3208333,-20.24277778
SPLUS-n16s50,221.7583333,-20.24277778
SPLUS-n16s51,223.2,-20.24277778
SPLUS-n16s52,224.6416667,-20.24277778
SPLUS-n17s01,150.9666667,-21.58055556
SPLUS-n17s02,152.4208333,-21.58055556
SPLUS-n17s03,153.8708333,-21.58055556
SPLUS-n17s04,155.3208333,-21.58055556
SPLUS-n17s05,156.775,-21.58055556
SPLUS-n17s06,158.225,-21.58055556
SPLUS-n17s07,159.6791667,-21.58055556
SPLUS-n17s08,161.1291667,-21.58055556
SPLUS-n17s09,162.5791667,-21.58055556
SPLUS-n17s10,164.0333333,-21.58055556
SPLUS-n17s11,165.4833333,-21.58055556
SPLUS-n17s12,166.9375,-21.58055556
SPLUS-n17s13,168.3875,-21.58055556
SPLUS-n17s14,169.8375,-21.58055556
SPLUS-n17s15,171.2916667,-21.58055556
SPLUS-n17s16,172.7416667,-21.58055556
SPLUS-n17s17,174.1916667,-21.58055556
SPLUS-n17s18,175.6458333,-21.58055556
SPLUS-n17s19,177.0958333,-21.58055556
SPLUS-n17s20,178.55,-21.58055556
SPLUS-n17s21,180.0,-21.58055556
SPLUS-n17s22,181.45,-21.58055556
SPLUS-n17s23,182.9041667,-21.58055556
SPLUS-n17s24,184.3541667,-21.58055556
SPLUS-n17s25,185.8083333,-21.58055556
SPLUS-n17s26,187.2583333,-21.58055556
SPLUS-n17s27,188.7083333,-21.58055556
SPLUS-n17s28,190.1625,-21.58055556
SPLUS-n17s29,191.6125,-21.58055556
SPLUS-n17s30,193.0625,-21.58055556
SPLUS-n17s31,194.5166667,-21.58055556
SPLUS-n17s32,195.9666667,-21.58055556
SPLUS-n17s33,197.4208333,-21.58055556
SPLUS-n17s34,198.8708333,-21.58055556
SPLUS-n17s35,200.3208333,-21.58055556
SPLUS-n17s36,201.775,-21.58055556
SPLUS-n17s37,203.225,-21.58055556
SPLUS-n17s38,204.6791667,-21.58055556
SPLUS-n17s39,206.1291667,-21.58055556
SPLUS-n17s40,207.5791667,-21.58055556
SPLUS-n17s41,209.0333333,-21.58055556
SPLUS-n17s42,210.4833333,-21.58055556
SPLUS-n17s43,211.9375,-21.58055556
SPLUS-n17s44,213.3875,-21.58055556
SPLUS-n17s45,214.8375,-21.58055556
SPLUS-n17s46,216.2916667,-21.58055556
SPLUS-n17s47,217.7416667,-21.58055556
SPLUS-n17s48,219.1916667,-21.58055556
SPLUS-n17s49,220.6458333,-21.58055556
SPLUS-n17s50,222.0958333,-21.58055556
SPLUS-n17s51,223.55,-21.58055556
SPLUS-n17s52,225.0,-21.58055556
SPLUS-n18s01,150.7333333,-22.91722222
SPLUS-n18s02,152.1958333,-22.91722222
SPLUS-n18s03,153.6583333,-22.91722222
SPLUS-n18s04,155.1208333,-22.91722222
SPLUS-n18s05,156.5833333,-22.91722222
SPLUS-n18s06,158.05,-22.91722222
SPLUS-n18s07,159.5125,-22.91722222
SPLUS-n18s08,160.975,-22.91722222
SPLUS-n18s09,162.4375,-22.91722222
SPLUS-n18s10,163.9041667,-22.91722222
SPLUS-n18s11,165.3666667,-22.91722222
SPLUS-n18s12,166.8291667,-22.91722222
SPLUS-n18s13,168.2916667,-22.91722222
SPLUS-n18s14,169.7541667,-22.91722222
SPLUS-n18s15,171.2208333,-22.91722222
SPLUS-n18s16,172.6833333,-22.91722222
SPLUS-n18s17,174.1458333,-22.91722222
SPLUS-n18s18,175.6083333,-22.91722222
SPLUS-n18s19,177.075,-22.91722222
SPLUS-n18s20,178.5375,-22.91722222
SPLUS-n18s21,180.0,-22.91722222
SPLUS-n18s22,181.4625,-22.91722222
SPLUS-n18s23,182.925,-22.91722222
SPLUS-n18s24,184.3916667,-22.91722222
SPLUS-n18s25,185.8541667,-22.91722222
SPLUS-n18s26,187.3166667,-22.91722222
SPLUS-n18s27,188.7791667,-22.91722222
SPLUS-n18s28,190.2458333,-22.91722222
SPLUS-n18s29,191.7083333,-22.91722222
SPLUS-n18s30,193.1708333,-22.91722222
SPLUS-n18s31,194.6333333,-22.91722222
SPLUS-n18s32,196.0958333,-22.91722222
SPLUS-n18s33,197.5625,-22.91722222
SPLUS-n18s34,199.025,-22.91722222
SPLUS-n18s35,200.4875,-22.91722222
SPLUS-n18s36,201.95,-22.91722222
SPLUS-n18s37,203.4166667,-22.91722222
SPLUS-n18s38,204.8791667,-22.91722222
SPLUS-n18s39,206.3416667,-22.91722222
SPLUS-n18s40,207.8041667,-22.91722222
SPLUS-n18s41,209.2666667,-22.91722222
SPLUS-n18s42,210.7333333,-22.91722222
SPLUS-n18s43,212.1958333,-22.91722222
SPLUS-n18s44,213.6583333,-22.91722222
SPLUS-n18s45,215.1208333,-22.91722222
SPLUS-n18s46,216.5833333,-22.91722222
SPLUS-n18s47,218.05,-22.91722222
SPLUS-n18s48,219.5125,-22.91722222
SPLUS-n18s49,220.975,-22.91722222
SPLUS-n18s50,222.4375,-22.91722222
SPLUS-n18s51,223.9041667,-22.91722222
SPLUS-n19s01,165.0,-24.25361111
SPLUS-n19s02,166.475,-24.25361111
SPLUS-n19s03,167.95,-24.25361111
SPLUS-n19s04,169.425,-24.25361111
SPLUS-n19s05,170.9,-24.25361111
SPLUS-n19s06,172.375,-24.25361111
SPLUS-n19s07,173.85,-24.25361111
SPLUS-n19s08,175.325,-24.25361111
SPLUS-n19s09,176.8,-24.25361111
SPLUS-n19s10,178.275,-24.25361111
SPLUS-n19s11,179.75,-24.25361111
SPLUS-n19s12,181.225,-24.25361111
SPLUS-n19s13,182.7,-24.25361111
SPLUS-n19s14,184.175,-24.25361111
SPLUS-n19s15,185.65,-24.25361111
SPLUS-n19s16,187.125,-24.25361111
SPLUS-n19s17,188.6,-24.25361111
SPLUS-n19s18,190.075,-24.25361111
SPLUS-n19s19,191.55,-24.25361111
SPLUS-n19s20,193.025,-24.25361111
SPLUS-n19s21,194.5,-24.25361111
SPLUS-n19s22,195.975,-24.25361111
SPLUS-n19s23,197.45,-24.25361111
SPLUS-n19s24,198.925,-24.25361111
SPLUS-n19s25,200.4,-24.25361111
SPLUS-n19s26,201.875,-24.25361111
SPLUS-n19s27,203.35,-24.25361111
SPLUS-n19s28,204.825,-24.25361111
SPLUS-n19s29,206.3,-24.25361111
SPLUS-n19s30,207.775,-24.25361111
SPLUS-n19s31,209.25,-24.25361111
SPLUS-n19s32,210.725,-24.25361111
SPLUS-n19s33,212.2,-24.25361111
SPLUS-n19s34,213.675,-24.25361111
SPLUS-n19s35,215.15,-24.25361111
SPLUS-n19s36,216.625,-24.25361111
SPLUS-n19s37,218.1,-24.25361111
SPLUS-n19s38,219.575,-24.25361111
SPLUS-n19s39,221.05,-24.25361111
SPLUS-n19s40,222.525,-24.25361111
SPLUS-n19s41,224.0,-24.25361111
SPLUS-n20s01,165.0,-25.59
SPLUS-n20s02,166.4875,-25.59
SPLUS-n20s03,167.975,-25.59
SPLUS-n20s04,169.4625,-25.59
SPLUS-n20s05,170.95,-25.59
SPLUS-n20s06,172.4375,-25.59
SPLUS-n20s07,173.925,-25.59
SPLUS-n20s08,175.4125,-25.59
SPLUS-n20s09,176.9,-25.59
SPLUS-n20s10,178.3875,-25.59
SPLUS-n20s11,179.875,-25.59
SPLUS-n20s12,181.3625,-25.59
SPLUS-n20s13,182.85,-25.59
SPLUS-n20s14,184.3375,-25.59
SPLUS-n20s15,185.825,-25.59
SPLUS-n20s16,187.3125,-25.59
SPLUS-n20s17,188.8,-25.59
SPLUS-n20s18,190.2875,-25.59
SPLUS-n20s19,191.775,-25.59
SPLUS-n20s20,193.2625,-25.59
SPLUS-n20s21,194.75,-25.59
SPLUS-n20s22,196.2375,-25.59
SPLUS-n20s23,197.725,-25.59
SPLUS-n20s24,199.2125,-25.59
SPLUS-n20s25,200.7,-25.59
SPLUS-n20s26,202.1875,-25.59
SPLUS-n20s27,203.675,-25.59
SPLUS-n20s28,205.1625,-25.59
SPLUS-n20s29,206.65,-25.59
SPLUS-n20s30,208.1375,-25.59
SPLUS-n20s31,209.625,-25.59
SPLUS-n20s32,211.1125,-25.59
SPLUS-n20s33,212.6,-25.59
SPLUS-n20s34,214.0875,-25.59
SPLUS-n20s35,215.575,-25.59
SPLUS-n20s36,217.0625,-25.59
SPLUS-n20s37,218.55,-25.59
SPLUS-n20s38,220.0375,-25.59
SPLUS-n20s39,221.525,-25.59
SPLUS-n20s40,223.0125,-25.59
SPLUS-n20s41,224.5,-25.59
SPLUS-s02s01,324.6791667,-1.359166667
SPLUS-s02s02,326.0375,-1.359166667
SPLUS-s02s03,327.3958333,-1.359166667
SPLUS-s02s04,328.7541667,-1.359166667
SPLUS-s02s05,330.1125,-1.359166667
SPLUS-s02s06,331.4708333,-1.359166667
SPLUS-s02s07,332.8291667,-1.359166667
SPLUS-s02s08,334.1875,-1.359166667
SPLUS-s02s09,335.5458333,-1.359166667
SPLUS-s02s10,336.9041667,-1.359166667
SPLUS-s02s11,338.2625,-1.359166667
SPLUS-s02s12,339.6208333,-1.359166667
SPLUS-s02s13,340.9791667,-1.359166667
SPLUS-s02s14,342.3416667,-1.359166667
SPLUS-s02s15,343.7,-1.359166667
SPLUS-s02s16,345.0583333,-1.359166667
SPLUS-s02s17,346.4166667,-1.359166667
SPLUS-s02s18,347.775,-1.359166667
SPLUS-s02s19,349.1333333,-1.359166667
SPLUS-s02s20,350.4916667,-1.359166667
SPLUS-s02s21,351.85,-1.359166667
SPLUS-s02s22,353.2083333,-1.359166667
SPLUS-s02s23,354.5666667,-1.359166667
SPLUS-s02s24,355.925,-1.359166667
SPLUS-s02s25,357.2833333,-1.359166667
SPLUS-s02s26,358.6416667,-1.359166667
SPLUS-s03s01,324.6791667,-2.717222222
SPLUS-s03s02,326.0375,-2.717222222
SPLUS-s03s03,327.3958333,-2.717222222
SPLUS-s03s04,328.7541667,-2.717222222
SPLUS-s03s05,330.1125,-2.717222222
SPLUS-s04s05,330.1125,-4.073611111
SPLUS-s04s06,331.4708333,-4.073611111
SPLUS-s04s07,332.8291667,-4.073611111
SPLUS-s05s05,330.0,-5.428888889
SPLUS-s05s06,331.3625,-5.428888889
SPLUS-s05s07,332.7291667,-5.428888889
SPLUS-s06s04,328.6375,-6.7825
SPLUS-s06s05,330.0,-6.7825
SPLUS-s06s06,331.3625,-6.7825
SPLUS-s06s07,332.7291667,-6.7825
SPLUS-s07s04,328.5166667,-8.135
SPLUS-s07s05,329.8875,-8.135
SPLUS-s07s06,331.2541667,-8.135
SPLUS-s08s04,328.3958333,-9.486111111
SPLUS-s08s05,329.7708333,-9.486111111
SPLUS-s08s06,331.1458333,-9.486111111
SPLUS-s12s02,326.3833333,-14.87583333
SPLUS-s12s03,327.7833333,-14.87583333
SPLUS-s12s04,329.1833333,-14.87583333
SPLUS-s13s12,15.47083333,-16.21972222
SPLUS-s13s13,16.875,-16.21972222
SPLUS-s13s14,18.28333333,-16.21972222
SPLUS-s13s23,315.0,-16.21972222
SPLUS-s13s31,326.25,-16.21972222
SPLUS-s13s32,327.6583333,-16.21972222
SPLUS-s13s33,329.0625,-16.21972222
SPLUS-s13s46,347.3458333,-16.21972222
SPLUS-s14s12,15.59166667,-17.56222222
SPLUS-s14s13,17.00833333,-17.56222222
SPLUS-s14s14,18.425,-17.56222222
SPLUS-s14s23,316.0625,-17.56222222
SPLUS-s14s30,325.9833333,-17.56222222
SPLUS-s14s31,327.4,-17.56222222
SPLUS-s14s32,328.8208333,-17.56222222
SPLUS-s15s13,17.14166667,-18.90305556
SPLUS-s15s14,18.57083333,-18.90305556
SPLUS-s15s23,315.7125,-18.90305556
SPLUS-s15s24,317.1416667,-18.90305556
SPLUS-s16s09,11.52083333,-20.24277778
SPLUS-s16s11,14.4,-20.24277778
SPLUS-s16s12,15.84166667,-20.24277778
SPLUS-s16s13,17.27916667,-20.24277778
SPLUS-s16s14,18.72083333,-20.24277778
SPLUS-s16s22,315.3583333,-20.24277778
SPLUS-s16s23,316.8,-20.24277778
SPLUS-s16s24,318.2416667,-20.24277778
SPLUS-s16s28,324.0,-20.24277778
SPLUS-s17s11,14.51666667,-21.58055556
SPLUS-s17s12,15.96666667,-21.58055556
SPLUS-s17s13,17.42083333,-21.58055556
SPLUS-s17s14,18.87083333,-21.58055556
SPLUS-s17s22,315.0,-21.58055556
SPLUS-s17s23,316.45,-21.58055556
SPLUS-s17s24,317.9041667,-21.58055556
SPLUS-s17s25,319.3541667,-21.58055556
SPLUS-s17s30,326.6125,-21.58055556
SPLUS-s17s40,341.1291667,-21.58055556
SPLUS-s18s01,0.01666666667,-22.91722222
SPLUS-s18s02,1.4625,-22.91722222
SPLUS-s18s03,2.925,-22.91722222
SPLUS-s18s04,4.391666667,-22.91722222
SPLUS-s18s05,5.854166667,-22.91722222
SPLUS-s18s06,7.316666667,-22.91722222
SPLUS-s18s07,8.779166667,-22.91722222
SPLUS-s18s08,10.24583333,-22.91722222
SPLUS-s18s09,11.70833333,-22.91722222
SPLUS-s18s11,14.63333333,-22.91722222
SPLUS-s18s12,16.09583333,-22.91722222
SPLUS-s18s13,17.5625,-22.91722222
SPLUS-s18s14,19.025,-22.91722222
SPLUS-s18s15,20.4875,-22.91722222
SPLUS-s18s16,21.95,-22.91722222
SPLUS-s18s19,26.34166667,-22.91722222
SPLUS-s18s21,29.26666667,-22.91722222
SPLUS-s18s22,316.0958333,-22.91722222
SPLUS-s18s23,317.5625,-22.91722222
SPLUS-s18s24,319.025,-22.91722222
SPLUS-s18s25,320.4875,-22.91722222
SPLUS-s18s28,324.8791667,-22.91722222
SPLUS-s18s47,352.6833333,-22.91722222
SPLUS-s18s50,357.075,-22.91722222
SPLUS-s18s51,358.5375,-22.91722222
SPLUS-s19s01,0.01666666667,-24.25222222
SPLUS-s19s02,1.483333333,-24.25222222
SPLUS-s19s03,2.9625,-24.25222222
SPLUS-s19s04,4.445833333,-24.25222222
SPLUS-s19s05,5.925,-24.25222222
SPLUS-s19s06,7.408333333,-24.25222222
SPLUS-s19s07,8.8875,-24.25222222
SPLUS-s19s08,10.37083333,-24.25222222
SPLUS-s19s09,11.85,-24.25222222
SPLUS-s19s10,13.33333333,-24.25222222
SPLUS-s19s11,14.81666667,-24.25222222
SPLUS-s19s12,16.29583333,-24.25222222
SPLUS-s19s13,17.77916667,-24.25222222
SPLUS-s19s14,19.25833333,-24.25222222
SPLUS-s19s15,20.74166667,-24.25222222
SPLUS-s19s16,22.22083333,-24.25222222
SPLUS-s19s17,23.70416667,-24.25222222
SPLUS-s19s18,25.18333333,-24.25222222
SPLUS-s19s19,26.66666667,-24.25222222
SPLUS-s19s20,28.15,-24.25222222
SPLUS-s19s21,29.62916667,-24.25222222
SPLUS-s19s22,315.5541667,-24.25222222
SPLUS-s19s23,317.0375,-24.25222222
SPLUS-s19s24,318.5166667,-24.25222222
SPLUS-s19s25,320.0,-24.25222222
SPLUS-s19s30,327.4083333,-24.25222222
SPLUS-s19s33,331.85,-24.25222222
SPLUS-s19s34,333.3333333,-24.25222222
SPLUS-s19s38,339.2583333,-24.25222222
SPLUS-s19s41,343.7041667,-24.25222222
SPLUS-s19s49,355.5541667,-24.25222222
SPLUS-s19s50,357.0375,-24.25222222
SPLUS-s19s51,358.5166667,-24.25222222
SPLUS-s20s01,0.01666666667,-25.58527778
SPLUS-s20s02,1.495833333,-25.58527778
SPLUS-s20s03,2.9875,-25.58527778
SPLUS-s20s04,4.483333333,-25.58527778
SPLUS-s20s05,5.975,-25.58527778
SPLUS-s20s06,7.470833333,-25.58527778
SPLUS-s20s07,8.9625,-25.58527778
SPLUS-s20s08,10.45833333,-25.58527778
SPLUS-s20s09,11.95,-25.58527778
SPLUS-s20s10,13.44583333,-25.58527778
SPLUS-s20s11,14.9375,-25.58527778
SPLUS-s20s12,16.43333333,-25.58527778
SPLUS-s20s13,17.925,-25.58527778
SPLUS-s20s14,19.42083333,-25.58527778
SPLUS-s20s15,20.9125,-25.58527778
SPLUS-s20s16,22.40833333,-25.58527778
SPLUS-s20s17,23.9,-25.58527778
SPLUS-s20s18,25.39583333,-25.58527778
SPLUS-s20s19,26.8875,-25.58527778
SPLUS-s20s20,28.38333333,-25.58527778
SPLUS-s20s21,29.875,-25.58527778
SPLUS-s20s22,315.1875,-25.58527778
SPLUS-s20s23,316.6791667,-25.58527778
SPLUS-s20s24,318.175,-25.58527778
SPLUS-s20s25,319.6666667,-25.58527778
SPLUS-s20s26,321.1625,-25.58527778
SPLUS-s20s27,322.6541667,-25.58527778
SPLUS-s20s28,324.15,-25.58527778
SPLUS-s20s29,325.6416667,-25.58527778
SPLUS-s20s30,327.1375,-25.58527778
SPLUS-s20s31,328.6291667,-25.58527778
SPLUS-s20s32,330.125,-25.58527778
SPLUS-s20s33,331.6166667,-25.58527778
SPLUS-s20s34,333.1125,-25.58527778
SPLUS-s20s35,334.6041667,-25.58527778
SPLUS-s20s36,336.1,-25.58527778
SPLUS-s20s37,337.5916667,-25.58527778
SPLUS-s20s38,339.0875,-25.58527778
SPLUS-s20s39,340.5791667,-25.58527778
SPLUS-s20s40,342.075,-25.58527778
SPLUS-s20s41,343.5666667,-25.58527778
SPLUS-s20s42,345.0625,-25.58527778
SPLUS-s20s43,346.5541667,-25.58527778
SPLUS-s20s44,348.05,-25.58527778
SPLUS-s20s45,349.5416667,-25.58527778
SPLUS-s20s46,351.0375,-25.58527778
SPLUS-s20s47,352.5291667,-25.58527778
SPLUS-s20s48,354.025,-25.58527778
SPLUS-s20s49,355.5166667,-25.58527778
SPLUS-s20s50,357.0125,-25.58527778
SPLUS-s20s51,358.5041667,-25.58527778
SPLUS-s21s01,0.01666666667,-26.91722222
SPLUS-s21s02,1.5125,-26.91722222
SPLUS-s21s03,3.025,-26.91722222
SPLUS-s21s04,4.5375,-26.91722222
SPLUS-s21s05,6.05,-26.91722222
SPLUS-s21s06,7.5625,-26.91722222
SPLUS-s21s07,9.075,-26.91722222
SPLUS-s21s08,10.5875,-26.91722222
SPLUS-s21s09,12.1,-26.91722222
SPLUS-s21s10,13.6125,-26.91722222
SPLUS-s21s11,15.125,-26.91722222
SPLUS-s21s12,16.6375,-26.91722222
SPLUS-s21s13,18.15,-26.91722222
SPLUS-s21s14,19.6625,-26.91722222
SPLUS-s21s15,21.175,-26.91722222
SPLUS-s21s16,22.6875,-26.91722222
SPLUS-s21s17,24.2,-26.91722222
SPLUS-s21s18,25.7125,-26.91722222
SPLUS-s21s19,27.225,-26.91722222
SPLUS-s21s20,28.7375,-26.91722222
SPLUS-s21s21,316.1333333,-26.91722222
SPLUS-s21s22,317.6458333,-26.91722222
SPLUS-s21s23,319.1583333,-26.91722222
SPLUS-s21s24,320.6708333,-26.91722222
