,col1,id_x,ra,dec,parallax,gaia_ruwe,gaia_parallax_over_error,gaia_classprob_dsc_combmod_star,gaia_in_qso_candidates,gaia_in_galaxy_candidates,gaia_phot_bp_rp_excess_factor,err_mag_psf_u,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_g,err_mag_psf_j0515,err_mag_psf_r,err_mag_psf_j0660,err_mag_psf_i,err_mag_psf_j0861,err_mag_psf_z,mag_psf_u,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_g,mag_psf_j0515,mag_psf_r,mag_psf_j0660,mag_psf_i,mag_psf_j0861,mag_psf_z,ri,rJ0660,delta_Ha,thr,panel_label,excess,main_type,main_id,size_angle,splus_idr6_id,id_y,mu_max_u,mu_max_g,mu_max_r,mu_max_i,mu_max_z,mu_max_j0378,mu_max_j0395,mu_max_j0410,mu_max_j0430,mu_max_j0515,mu_max_j0660,mu_max_j0861,upload_ra,upload_dec,upload_splus_idr6_id,id,mu_background_g,mu_background_i,mu_background_j0378,mu_background_j0395,mu_background_j0410,mu_background_j0430,mu_background_j0515,mu_background_j0660,mu_background_j0861,mu_background_r,mu_background_u,mu_background_z,flags_det,flags_g,flags_i,flags_j0378,flags_j0395,flags_j0410,flags_j0430,flags_j0515,flags_j0660,flags_j0861,flags_r,flags_u,flags_z,r_i,r_j0660,j0515_j0660,j0660_i,j0660_j0861,u_j0378,j0378_j0410,g_r,j0395_j0410,i_j0861,j0515_r,j0430_g,gaia_source_id,flag_be_star_figueiredo,source_id,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,flag
8286,4415,b'i06MC00630CP9V',74.109085,-69.43857,0.01488774,1.0528868,0.6477619,0.9999623,0,0,1.1689221,0.0036202876,0.004947682,0.0066731153,0.00593241,0.005657806,0.0027374632,0.0050613093,0.0027108833,0.0026503215,0.003644372,0.0055690813,0.004232074,15.25563,15.213657,15.103799,15.148559,15.149048,15.279632,15.254942,15.312577,15.003267,15.46664,15.61387,15.619705,-0.1540632247924804,0.3093099594116211,0.3469652871600164,0.0329921385649981,r â¤ 18,0.3863415000000003,unknown,,,i06MC00630CP9V,i06MC00630CP9V,,,,,,,,,,,,,74.109085,-69.43857,i06MC00630CP9V,i06MC00630CP9V,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1540630000000007,0.30931,0.2516750000000005,-0.4633730000000007,-0.6106030000000011,0.0419730000000004,0.0650979999999989,-0.0329449999999997,-0.0447600000000001,-0.1472300000000004,-0.0576349999999994,-0.1305839999999989,4655267502616980736,0,4655267502616980736,13641.9609,11032.9775,18632.4805,12985.4219,11327.999,16808.2695,10022
8287,17561,b'i06MC002201WW0',74.109695,-66.32768,-0.17338915,1.0419677,-1.9642762,0.99998194,0,0,1.1616313,0.016504737,0.022314003,0.030741308,0.025658203,0.023867304,0.0076969196,0.020930042,0.007854036,0.0104875425,0.010683643,0.03380598,0.027852185,18.033169,17.768204,17.661005,17.590275,17.619085,17.74687,17.711966,17.871721,17.717234,18.128506,18.258446,18.223772,-0.256784439086914,0.1544876098632812,0.2288500370338805,0.1114635300183699,r â¤ 18,0.2828794999999999,EclBin,OGLE LMC-ECL-27733,0.0,i06MC002201WW0,i06MC002201WW0,,,,,,,,,,,,,74.109695,-66.32768,i06MC002201WW0,i06MC002201WW0,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2567850000000007,0.1544869999999996,-0.0052680000000009,-0.4112720000000003,-0.541211999999998,0.2649650000000001,0.1779290000000024,-0.1248509999999996,0.070730000000001,-0.1299399999999977,-0.1597550000000005,-0.1277850000000029,4662156836292502912,0,4662156836292502912,9426.5918,6687.52002,12334.3887,12276.5908,9065.6123,17281.5996,10022
8288,6338,b'i06MC00380CL3J',74.109825,-68.12784,-0.09234395,1.4083396,-3.739171,0.99997556,0,0,1.1816113,0.0023070788,0.0032532995,0.0045538745,0.0040405192,0.0038964225,0.0018342896,0.0035158996,0.0017950108,0.0020386493,0.0020380921,0.0037747985,0.00285535,14.282704,14.402279,14.390016,14.451095,14.480899,14.60413,14.537215,14.613301,14.555857,14.7131815,14.867517,14.854395,-0.0998802185058593,0.0574445724487304,0.0757377751247329,0.0230755709131619,r â¤ 18,0.107384249999999,unknown,,,i06MC00380CL3J,i06MC00380CL3J,,,,,,,,,,,,,74.109825,-68.12784,i06MC00380CL3J,i06MC00380CL3J,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.0998804999999993,0.0574440000000002,-0.0186419999999998,-0.1573244999999996,-0.3116599999999998,-0.1195749999999993,-0.0488160000000004,-0.0091710000000002,-0.0610790000000012,-0.1543355000000001,-0.0760860000000001,-0.1232309999999987,4661536402489937536,0,4661536402489937536,26501.9453,18920.0273,37650.8086,31897.2598,21182.0605,39232.5,10022
8291,4209,b'i06MC0063089JY',74.1122,-69.773674,0.0077955094,0.9425704,0.33384457,0.99990994,0,0,1.1526,,0.0049213804,0.0063717077,0.0056542195,0.005421379,0.002656691,0.0050207,0.0028028642,0.0031529341,0.0038672022,0.0060300776,0.0045701545,,15.198261,14.999566,15.021278,15.037872,15.21764,15.21495,15.370287,15.314309,15.543445,15.730315,15.728867,-0.1731576919555664,0.0559778213500976,0.1004564962462436,0.0364065666608366,r â¤ 18,0.142557,unknown,,,i06MC0063089JY,i06MC0063089JY,,,,,,,,,,,,,74.1122,-69.773674,i06MC0063089JY,i06MC0063089JY,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1731580000000008,0.0559779999999996,-0.0993589999999997,-0.2291360000000004,-0.4160059999999994,,0.1769829999999999,-0.1526469999999999,-0.0217120000000008,-0.1868699999999989,-0.1553369999999994,-0.1797679999999992,4655160094056628736,0,4655160094056628736,14900.8867,11893.6768,19516.9961,14956.0,12047.4678,21437.0859,10022
8298,1302,b'i06MC003009HHW',74.11756,-66.787384,-0.03938952,0.9279611,-1.1044455,0.99996966,0,0,1.1435152,0.014551206,0.010394854,0.0125216395,0.010925066,0.010046687,0.0038218894,0.009725408,0.004116783,0.0058427765,0.005045582,0.012493823,0.010201019,17.221266,16.255064,16.047598,16.022036,16.061728,16.18744,16.238476,16.43256,16.329073,16.721348,16.742197,16.772203,-0.288787841796875,0.1034870147705078,0.1892857561746609,0.0601337292380798,r â¤ 18,0.2478809999999995,unknown,,,i06MC003009HHW,i06MC003009HHW,,,,,,,,,,,,,74.11756,-66.787384,i06MC003009HHW,i06MC003009HHW,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2887880000000002,0.1034869999999976,-0.0905970000000024,-0.3922749999999979,-0.4131239999999998,0.9662019999999992,0.2330280000000009,-0.24512,0.0255620000000007,-0.0208490000000018,-0.1940840000000001,-0.125712,4661766166062862208,0,4661766166062862208,13316.8682,10854.9453,17310.8555,13431.6377,11334.5264,16060.8398,10022
8299,17596,b'i06MC002202EWC',74.11798,-66.27342,0.013468485,1.0391228,0.59772396,0.9999668,0,0,1.1796561,0.009282251,0.008537534,0.0099032,0.0073465225,0.0067164684,0.002106421,0.0053089834,0.0017866108,0.0026838512,0.0018521051,0.0046428107,0.0034012122,17.094263,16.189556,15.849402,15.564773,15.532708,15.437144,15.360637,15.244322,15.196813,15.252992,15.23657,15.214189,-0.0086698532104492,0.0475091934204101,0.0332086619760441,0.0268216961212609,r â¤ 18,0.0518440000000008,unknown,,,i06MC002202EWC,i06MC002202EWC,,,,,,,,,,,,,74.11798,-66.27342,i06MC002202EWC,i06MC002202EWC,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.0086700000000004,0.0475089999999998,0.1638239999999999,-0.0561790000000002,-0.0397569999999998,0.904707000000002,0.624782999999999,0.1928219999999996,0.2846289999999989,0.0164220000000003,0.1163150000000001,0.0955639999999995,4662180475785174144,0,4662180475785174144,14382.2734,11410.0029,18823.8398,13190.6318,10499.4014,17438.7012,10021
8300,866,b'i06MC003001F9J',74.118126,-67.702515,-0.0073063294,1.0268893,-0.19989233,0.99998116,0,0,1.1630222,0.008667554,0.011039188,0.013852205,0.011927208,0.010911439,0.00416609,0.010269988,0.0041431407,0.0053731245,0.004747673,0.013114734,0.010524283,16.63322,16.353567,16.209522,16.187609,16.199726,16.348553,16.307861,16.459015,16.176455,16.61945,16.77554,16.773693,-0.1604347229003906,0.2825603485107422,0.3224925108557873,0.0571909984670777,r â¤ 18,0.3627775,unknown,,,i06MC003001F9J,i06MC003001F9J,,,,,,,,,,,,,74.118126,-67.702515,i06MC003001F9J,i06MC003001F9J,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1604349999999996,0.2825600000000001,0.1314059999999983,-0.4429949999999998,-0.5990849999999988,0.2796529999999997,0.1659580000000033,-0.1104620000000018,0.0219130000000014,-0.1560899999999989,-0.1511540000000018,-0.1488270000000007,4661572823816447744,0,4661572823816447744,12230.5127,8996.05859,15724.6982,10672.0752,10224.1123,11079.3232,10022
8304,6332,b'i06MC00380C4SQ',74.12102,-68.15982,-0.014711484,1.0437284,-0.2751324,0.9999633,0,0,1.1992114,0.011226221,0.015128592,0.020331325,0.017487254,0.016840544,0.0078110914,0.014801534,0.00801348,0.007695828,0.009802752,0.01889136,0.015898742,17.257376,17.288332,17.1769,17.195076,17.216692,17.288258,17.23829,17.277079,16.99288,17.404142,17.578135,17.532183,-0.1270637512207031,0.2841987609863281,0.3122059126733926,0.0959708889643823,r â¤ 18,0.3477305000000008,unknown,,,i06MC00380C4SQ,i06MC00380C4SQ,,,,,,,,,,,,,74.12102,-68.15982,i06MC00380C4SQ,i06MC00380C4SQ,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1270629999999997,0.284199000000001,0.2454099999999996,-0.4112620000000007,-0.5852550000000001,-0.0309559999999997,0.0932560000000002,0.0111789999999984,-0.0181760000000004,-0.1739929999999994,-0.0387890000000012,-0.0715660000000006,4661524514017776000,0,4661524514017776000,9523.1709,7029.20361,12902.9121,11184.9209,6187.19531,11992.3662,10122
8307,4276,b'i06MC00630AQSZ',74.12445,-69.58651,-0.03853785,0.9855004,-1.7591941,3.769259e-06,0,0,1.1653789,0.003365689,0.004355886,0.0058253277,0.0051843952,0.0049896785,0.002440995,0.004595129,0.0025791198,0.0028746254,0.0036090354,0.005529176,0.0042689573,15.125986,14.977239,14.853267,14.892812,14.905146,15.060046,15.059461,15.228366,15.166986,15.4512415,15.594157,15.637969,-0.2228755950927734,0.0613794326782226,0.1236246422289327,0.0333975023211723,r â¤ 18,0.1728177500000001,Variable*,MACHO  17.2591.244,0.0,i06MC00630AQSZ,i06MC00630AQSZ,,,,,,,,,,,,,74.12445,-69.58651,i06MC00630AQSZ,i06MC00630AQSZ,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2228755000000006,0.0613799999999997,-0.1075249999999989,-0.2842555000000004,-0.4271709999999995,0.1487469999999984,0.0844270000000015,-0.1683199999999995,-0.0395449999999986,-0.142915499999999,-0.1689049999999987,-0.1548999999999996,4655171776369183232,0,4655171776369183232,20333.25,15952.418,27674.6582,22693.8438,17895.7598,27384.0156,10022
8308,4290,b'i06MC00630BEEX',74.12447,-69.544044,0.032227773,0.80751985,2.3313174,0.9988956,0,0,1.1559658,0.0015896513,0.0018474298,0.0024401383,0.0021430214,0.0020512945,0.0009822468,0.0018399176,0.0009952526,0.0011909525,0.0014230935,0.002035831,0.0014835203,13.627306,13.244279,13.105239,13.120037,13.123184,13.263622,13.237408,13.383425,13.439776,13.6442,13.686916,13.681879,-0.2607755661010742,-0.0563516616821289,0.0194369820409294,0.0133721947886665,r â¤ 18,0.0740365,Star,UCAC4 103-006076,0.0,i06MC00630BEEX,i06MC00630BEEX,,,,,,,,,,,,,74.12447,-69.544044,i06MC00630BEEX,i06MC00630BEEX,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2607749999999988,-0.0563509999999993,-0.2023679999999998,-0.2044239999999995,-0.2471399999999999,0.3830270000000002,0.1242420000000006,-0.1198030000000009,-0.0147980000000007,-0.0427160000000004,-0.1460170000000005,-0.1404379999999996,4655172154325876096,0,4655172154325876096,13555.9775,12046.4619,16014.6934,14416.2461,12050.1426,19220.9863,10022
8309,8203,b'i06MC008608FAV',74.12626,-70.85387,-0.03950594,1.0091962,-2.17956,4.9933235e-05,0,0,1.1664416,0.0021013212,0.0029188406,0.0040514097,0.003647125,0.0034804358,0.0016564722,0.0031119713,0.0016365722,0.0017743743,0.0018451111,0.0034949463,0.0025505463,14.14772,14.241782,14.180468,14.211105,14.221433,14.391315,14.364936,14.469194,14.350154,14.6137705,14.78679,14.79504,-0.1445760726928711,0.1190404891967773,0.1533056132978935,0.0205578626881644,r â¤ 18,0.1913282499999997,EmLine*,UCAC2   1445709,0.0,i06MC008608FAV,i06MC008608FAV,,,,,,,,,,,,,74.12626,-70.85387,i06MC008608FAV,i06MC008608FAV,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1445764999999994,0.11904,0.0147820000000002,-0.2636164999999995,-0.436636,-0.0940620000000009,0.0306770000000007,-0.0778789999999993,-0.0306370000000004,-0.1730195000000005,-0.1042579999999997,-0.1698820000000012,4654694382135992448,0,4654694382135992448,23457.3438,18461.5059,31197.4121,23540.623,20125.8809,27513.582,10022
8310,8227,b'i06MC008609HTP',74.126526,-70.794525,-0.0014553564,1.0204948,-0.06825191,0.9997148,0,0,1.1586767,,0.0015533718,0.0020284315,0.0017781567,0.001705394,0.0008017925,0.0014832396,0.000835113,0.0009267338,0.00090853136,0.0015960033,0.0011407721,,12.935317,12.749755,12.725852,12.735116,12.890616,12.841938,13.106854,13.024301,13.19742,13.233068,13.224744,-0.0905656814575195,0.0825538635253906,0.0975185459940171,0.0105851557893285,r â¤ 18,0.1278360000000002,Star,SK -70   20,0.0,i06MC008609HTP,i06MC008609HTP,,,,,,,,,,,,,74.126526,-70.794525,i06MC008609HTP,i06MC008609HTP,,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,-0.090565999999999,0.0825530000000007,-0.1823629999999987,-0.1731189999999998,-0.2087669999999999,,0.2094649999999998,-0.2162380000000006,0.0239030000000006,-0.0356480000000001,-0.2649159999999995,-0.1554999999999999,4654718090358290176,0,4654718090358290176,16988.1445,13454.3555,23086.5,17475.9355,13773.7676,21017.7227,10022
8312,17584,b'i06MC002202E60',74.12741,-66.2906,-0.021211827,0.96973926,-0.82978487,0.9999864,0,0,1.1557359,0.003970531,0.0050374353,0.006618987,0.0057673273,0.0055304784,0.0019450315,0.005194263,0.0020152226,0.0029595543,0.0023757527,0.006408376,0.004914153,15.569675,15.244456,15.125538,15.127592,15.17069,15.280295,15.31454,15.475902,15.378267,15.713551,15.800937,15.825262,-0.2376489639282226,0.0976343154907226,0.1651587414366882,0.029996716516756,r â¤ 18,0.2164595000000009,unknown,,,i06MC002202E60,i06MC002202E60,,,,,,,,,,,,,74.12741,-66.2906,i06MC002202E60,i06MC002202E60,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2376490000000011,0.0976350000000003,-0.063727,-0.3352840000000014,-0.4226700000000001,0.3252190000000006,0.1168639999999996,-0.1956069999999989,-0.0020539999999993,-0.0873859999999986,-0.1613620000000004,-0.1096050000000001,4662180372705929600,0,4662180372705929600,16455.0078,12953.7207,20106.1816,17550.9648,10805.9873,20108.041,10122
8314,17614,b'i06MC002202M0S',74.12841,-66.24658,-0.005558871,1.0927774,-0.12904961,1.949842e-06,0,0,1.154859,0.0063860244,0.009310958,0.012680736,0.011073079,0.010402462,0.0035006015,0.009393958,0.0035288704,0.0051507894,0.0042650057,0.012090715,0.009948207,16.451351,16.347126,16.279911,16.274866,16.299862,16.389149,16.399542,16.521309,16.454058,16.732431,16.82398,16.885513,-0.2111225128173828,0.0672512054443359,0.1252964884018546,0.0523963936651487,r â¤ 18,0.1728119999999968,unknown,,,i06MC002202M0S,i06MC002202M0S,,,,,,,,,,,,,74.12841,-66.24658,i06MC002202M0S,i06MC002202M0S,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2111219999999996,0.0672509999999988,-0.0545159999999995,-0.2783729999999984,-0.369921999999999,0.1042249999999995,0.0722599999999999,-0.1321599999999989,0.005044999999999,-0.0915490000000005,-0.1217669999999984,-0.0892869999999987,4662181644016305792,0,4662181644016305792,10751.6904,8035.91504,14510.5215,10670.3906,6124.65381,12440.3232,10022
8315,1373,b'i06MC00300AAP0',74.1287,-66.682915,-0.0031832615,0.90579057,-0.15475705,4.9933235e-05,0,0,1.1443499,0.0031335969,0.0041460777,0.005441292,0.0047807517,0.0044904114,0.0016478015,0.0043527777,0.0017402712,0.0026733142,0.002023233,0.005341545,0.0041260337,14.764,14.700303,14.589996,14.625808,14.678233,14.807295,14.864567,15.017574,14.983477,15.240465,15.3993,15.417707,-0.2228908538818359,0.034097671508789,0.0963483337392696,0.0266348475402254,r â¤ 18,0.1455424999999994,unknown,,,i06MC00300AAP0,i06MC00300AAP0,,,,,,,,,,,,,74.1287,-66.682915,i06MC00300AAP0,i06MC00300AAP0,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2228910000000006,0.0340969999999991,-0.1189100000000014,-0.2569879999999997,-0.4158229999999996,0.0636969999999994,0.0744950000000006,-0.2102789999999998,-0.0358119999999999,-0.1588349999999998,-0.1530070000000005,-0.1290619999999993,4662142164683210368,0,4662142164683210368,31814.666,16702.4531,48095.0391,14212.5977,12193.5967,16990.5957,11022
8316,6289,b'i06MC003809XN0',74.12959,-68.33887,-0.097642735,1.024526,-2.775275,0.9998911,0,0,1.1727229,0.007386617,0.0091651315,0.011791852,0.010440119,0.009868448,0.004642731,0.008778463,0.0046550888,0.005007226,0.005499947,0.010211175,0.008210201,16.538671,16.410572,16.229439,16.25143,16.279215,16.35367,16.287527,16.377684,16.247929,16.505291,16.645226,16.611113,-0.1276073455810547,0.1297550201416015,0.1579564235454884,0.0584449610655391,r â¤ 18,0.1935585000000017,unknown,,,i06MC003809XN0,i06MC003809XN0,,,,,,,,,,,,,74.12959,-68.33887,i06MC003809XN0,i06MC003809XN0,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1276070000000011,0.1297549999999994,0.0395980000000015,-0.2573620000000005,-0.3972970000000018,0.1280990000000024,0.1591419999999992,-0.0240139999999975,-0.0219909999999998,-0.1399350000000012,-0.0901569999999978,-0.0744550000000003,4661521387281756544,0,4661521387281756544,16300.7617,13194.6729,20605.8125,10637.2188,10164.6865,11126.0166,10022
8317,6415,b'i06MC00380G31I',74.13008,-67.823326,-0.037866574,0.9713352,-1.9885207,0.9999455,0,0,1.1699039,0.0031103245,0.004343921,0.00595806,0.005268504,0.0050636623,0.0023416907,0.0044905413,0.002285075,0.0024295284,0.002618336,0.004841277,0.0037239841,14.791814,14.916476,14.849572,14.93817,14.94316,15.093766,15.010077,15.032742,14.869966,15.148325,15.302452,15.3000965,-0.1155834197998046,0.1627759933471679,0.1866806850919378,0.0284719102663258,r â¤ 18,0.2205674999999995,unknown,,,i06MC00380G31I,i06MC00380G31I,,,,,,,,,,,,,74.13008,-67.823326,i06MC00380G31I,i06MC00380G31I,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1155829999999991,0.1627760000000009,0.1401110000000009,-0.278359,-0.4324860000000008,-0.1246619999999989,-0.0216940000000001,0.0610239999999997,-0.0885979999999992,-0.1541270000000008,-0.0226649999999999,-0.1506059999999998,4661570349915369984,0,4661570349915369984,20096.3496,15533.9111,24259.4805,24436.8203,18829.0664,37131.2188,10022
8321,4125,b'i06MC006305EV9',74.13616,-69.98914,-0.036652457,1.0329397,-1.6023421,0.99995816,0,0,1.1959842,0.003747884,0.0052651246,0.0072288997,0.0065035354,0.0062396917,0.0029790073,0.0056051183,0.0029039104,0.0027959456,0.003893022,0.0060850107,0.0046521,15.2439995,15.323018,15.238672,15.27009,15.300296,15.4315815,15.4081,15.436113,15.076212,15.548153,15.734297,15.742233,-0.112039566040039,0.3599014282226562,0.3825397350907384,0.0351109404962022,r â¤ 18,0.4159209999999991,unknown,,,i06MC006305EV9,i06MC006305EV9,,,,,,,,,,,,,74.13616,-69.98914,i06MC006305EV9,i06MC006305EV9,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1120399999999985,0.3599010000000007,0.3318879999999993,-0.4719409999999993,-0.6580849999999998,-0.0790185000000001,0.0529279999999996,-0.0045315000000005,-0.0314180000000003,-0.1861440000000005,-0.0280130000000013,-0.1312855000000006,4655132636285062912,0,4655132636285062912,20782.9141,15699.96,25320.709,19496.1484,16397.377,23879.5664,10022
8323,4115,b'i06MC0063055JB',74.13935,-70.000626,-0.1321895,0.9394305,-2.7423675,0.99995226,0,0,1.1394892,0.010797653,0.013496769,0.016890448,0.014624577,0.014068757,0.0071727927,0.013492462,0.008020947,0.008446429,0.011284964,0.017828247,0.014847657,17.200544,17.085989,16.829725,16.783405,16.825855,17.016829,17.022963,17.17209,17.049551,17.382662,17.517256,17.53508,-0.2105712890625,0.1225395202636718,0.1803878251644829,0.1012420239043147,r â¤ 18,0.2278249999999992,unknown,,,i06MC0063055JB,i06MC0063055JB,,,,,,,,,,,,,74.13935,-70.000626,i06MC0063055JB,i06MC0063055JB,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2105719999999991,0.1225389999999997,-0.0265880000000002,-0.3331109999999988,-0.4677049999999987,0.1145549999999993,0.3025840000000031,-0.1552609999999994,0.0463200000000014,-0.1345939999999998,-0.149127,-0.1909740000000006,4655132640622006016,0,4655132640622006016,16008.4629,11109.0664,23132.0547,15059.8799,11631.1377,18721.7754,10022
8324,8247,b'i06MC00860A2WX',74.14122,-70.71032,-0.022654727,1.0543729,-0.34347928,0.99999225,0,0,1.1459059,0.010000665,0.01122182,0.01472827,0.012855085,0.0127307875,0.0059768357,0.011522304,0.006363851,0.007037117,0.008363764,0.015969591,0.012443347,17.16179,16.872513,16.69356,16.668762,16.745872,16.87569,16.952461,17.07698,17.003061,17.345236,17.434725,17.438076,-0.2682552337646484,0.0739192962646484,0.1523807754526857,0.0816328834956013,r â¤ 18,0.2080470000000005,unknown,,,i06MC00860A2WX,i06MC00860A2WX,,,,,,,,,,,,,74.14122,-70.71032,i06MC00860A2WX,i06MC00860A2WX,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2682560000000009,0.073919,-0.0505999999999993,-0.342175000000001,-0.4316640000000014,0.2892769999999984,0.2037510000000004,-0.2012900000000002,0.0247980000000005,-0.0894890000000003,-0.1245189999999993,-0.1298180000000002,4654723102564397056,0,4654723102564397056,9009.8125,7029.19141,11464.1182,18730.2637,12000.6133,19855.625,10122
8329,4294,b'i06MC00630BKG7',74.14573,-69.52597,0.00071366905,0.9396634,0.020284137,0.99999785,0,0,1.1615292,0.0053505716,0.0072832247,0.009671182,0.008652778,0.0082824305,0.0040981057,0.0076181414,0.0042812307,0.004648593,0.0057892445,0.008931331,0.007104081,15.985205,15.940575,15.820088,15.864828,15.874221,16.027634,16.022655,16.13268,16.048782,16.301462,16.43912,16.478107,-0.1687812805175781,0.0838985443115234,0.1268133224910063,0.0545871479634458,r â¤ 18,0.1682890000000014,unknown,,,i06MC00630BKG7,i06MC00630BKG7,,,,,,,,,,,,,74.14573,-69.52597,i06MC00630BKG7,i06MC00630BKG7,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1687820000000002,0.0838980000000013,-0.0261269999999989,-0.2526800000000015,-0.3903379999999998,0.0446299999999997,0.0757470000000015,-0.1050460000000015,-0.0447399999999991,-0.1376579999999982,-0.1100250000000002,-0.1534129999999987,4655172532282994688,0,4655172532282994688,12307.7822,9301.68066,19262.9199,10909.3438,8876.84473,12759.8877,10022
8332,17774,b'i06MC002206398',74.1485,-65.82852,-0.017008673,1.0107093,-0.33168593,0.99999976,0,0,1.1410125,0.009717566,0.01422722,0.017861655,0.01577867,0.014858987,0.0049587283,0.014156632,0.005536572,0.008163321,0.007339793,0.022933709,0.019014433,17.115782,17.032959,16.829834,16.879604,16.927582,17.02516,17.119122,17.3065,17.244242,17.599905,17.758516,17.763435,-0.293405532836914,0.0622577667236328,0.1497066253433192,0.0831719787432767,r â¤ 18,0.2089604999999998,unknown,,,i06MC002206398,i06MC002206398,,,,,,,,,,,,,74.1485,-65.82852,i06MC002206398,i06MC002206398,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2934049999999999,0.0622579999999999,-0.125119999999999,-0.3556629999999998,-0.5142740000000003,0.0828229999999976,0.1533550000000012,-0.2813400000000001,-0.0497699999999987,-0.1586110000000005,-0.1873779999999989,-0.0975779999999986,4662298948162898560,0,4662298948162898560,10452.5107,8288.70117,13127.9824,12182.9844,7774.82178,15830.166,10122
8333,5932,b'i06MC0038063IG',74.14981,-68.64367,-0.15816405,0.93412757,-2.5219326,1.4723563e-06,0,0,1.1460803,0.013365956,0.01712441,0.022442916,0.019635402,0.018629016,0.008981937,0.017584339,0.010316886,0.011114864,0.013437147,0.027175976,0.025049709,17.665789,17.527311,17.358223,17.352705,17.35722,17.523046,17.504446,17.681635,17.58068,17.873856,18.079882,18.114729,-0.1922206878662109,0.1009540557861328,0.1522448316780028,0.1306296550850516,r â¤ 18,0.1970655000000007,unknown,,,i06MC0038063IG,i06MC0038063IG,,,,,,,,,,,,,74.14981,-68.64367,i06MC0038063IG,i06MC0038063IG,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1922209999999999,0.100954999999999,-0.0762339999999994,-0.293175999999999,-0.4992020000000003,0.1384779999999992,0.1746060000000007,-0.1585889999999992,0.0055179999999985,-0.2060260000000013,-0.1771889999999985,-0.1658259999999991,4655503171702270720,0,4655503171702270720,13151.875,9491.02246,19044.082,11632.2627,9461.21387,15604.2861,10022
8334,17567,b'i06MC002201ZWK',74.15063,-66.31544,-0.029141465,0.99378127,-0.77150494,1.949842e-06,0,0,1.1662793,0.0061309757,0.008796636,0.012093765,0.010603878,0.010007722,0.0034119298,0.00908316,0.0033524176,0.0045821196,0.004106708,0.011844661,0.009340732,16.37158,16.252893,16.187765,16.195686,16.227318,16.334663,16.333881,16.42564,16.253525,16.658897,16.788094,16.78668,-0.2332572937011718,0.1721153259277343,0.2380704024772664,0.0478820432121946,r â¤ 18,0.2887434999999989,unknown,,,i06MC002201ZWK,i06MC002201ZWK,,,,,,,,,,,,,74.15063,-66.31544,i06MC002201ZWK,i06MC002201ZWK,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2332569999999982,0.1721150000000015,0.0803560000000018,-0.4053719999999998,-0.5345690000000012,0.1186870000000013,0.0572070000000017,-0.0909770000000023,-0.0079209999999996,-0.1291970000000013,-0.0917589999999997,-0.1073449999999986,4662180269626686208,0,4662180269626686208,14800.0352,11342.9268,20017.123,14174.6367,12094.4365,17048.0645,10022
