,col1,id_x,ra,dec,parallax,gaia_ruwe,gaia_parallax_over_error,gaia_classprob_dsc_combmod_star,gaia_in_qso_candidates,gaia_in_galaxy_candidates,gaia_phot_bp_rp_excess_factor,err_mag_psf_u,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_g,err_mag_psf_j0515,err_mag_psf_r,err_mag_psf_j0660,err_mag_psf_i,err_mag_psf_j0861,err_mag_psf_z,mag_psf_u,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_g,mag_psf_j0515,mag_psf_r,mag_psf_j0660,mag_psf_i,mag_psf_j0861,mag_psf_z,ri,rJ0660,delta_Ha,thr,panel_label,excess,main_type,main_id,size_angle,splus_idr6_id,id_y,mu_max_u,mu_max_g,mu_max_r,mu_max_i,mu_max_z,mu_max_j0378,mu_max_j0395,mu_max_j0410,mu_max_j0430,mu_max_j0515,mu_max_j0660,mu_max_j0861,upload_ra,upload_dec,upload_splus_idr6_id,id,mu_background_g,mu_background_i,mu_background_j0378,mu_background_j0395,mu_background_j0410,mu_background_j0430,mu_background_j0515,mu_background_j0660,mu_background_j0861,mu_background_r,mu_background_u,mu_background_z,flags_det,flags_g,flags_i,flags_j0378,flags_j0395,flags_j0410,flags_j0430,flags_j0515,flags_j0660,flags_j0861,flags_r,flags_u,flags_z,r_i,r_j0660,j0515_j0660,j0660_i,j0660_j0861,u_j0378,j0378_j0410,g_r,j0395_j0410,i_j0861,j0515_r,j0430_g,gaia_source_id,flag_be_star_figueiredo,source_id,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,flag
5637,14637,b'i06MC011702KCD',25.900877,-73.0642,-0.049314395,1.0637811,-1.0469297,0.9999996,0,0,1.1649395,0.00786051,0.010590486,0.014617009,0.012751198,0.012441738,0.005449186,0.010828823,0.0053592003,0.0056223944,0.0065966076,0.013767329,0.010956977,16.543564,16.597128,16.538603,16.580017,16.638273,16.783945,16.75993,16.810799,16.58744,16.986141,17.168144,17.207935,-0.1753425598144531,0.223358154296875,0.2686175847776527,0.0667205189816048,r â¤ 18,0.3110299999999988,unknown,,,i06MC011702KCD,i06MC011702KCD,18.67748727607727,18.42223145294189,18.482775352478026,18.72148039627076,18.80301336669922,18.36321846580505,18.492596450805664,18.532726779937743,18.70417544555664,18.44235289001465,18.25807644081116,18.647052621841432,25.900877,-73.0642,i06MC011702KCD,i06MC011702KCD,,,,,,,,25.78225566101074,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.1753420000000005,0.2233589999999985,0.1724899999999998,-0.3987009999999991,-0.5807040000000008,-0.0535640000000015,0.0171109999999998,-0.0268540000000001,-0.0414140000000031,-0.1820030000000017,-0.0508689999999987,-0.1456719999999975,4686618874028790784,0,4686618874028790784,14107.5127,10564.2344,19823.291,10712.6699,10146.8135,11135.1377,10022
5644,8782,b'i06MC011800TJF',25.93628,-73.782394,-0.04481415,0.9948497,-2.2450583,0.9999989,0,0,1.1571937,0.0029354503,0.0040168776,0.005127798,0.0046801763,0.0045690923,0.0021429884,0.004140864,0.002130372,0.002455805,0.0026542707,0.004853962,0.0037365458,14.872617,14.875577,14.741475,14.761283,14.809491,14.918518,14.931114,15.118009,15.070689,15.337445,15.497188,15.523697,-0.2194366455078125,0.0473194122314453,0.1083357240788895,0.0277689388840568,r â¤ 18,0.1570380000000018,unknown,,,i06MC011800TJF,i06MC011800TJF,16.311344787597655,16.121628681182862,15.959191829681398,16.07807138824463,16.350056968688964,16.094608016967772,16.021905323028566,15.963701183319092,16.015662200927736,16.104196544647216,15.94713790512085,16.32758257293701,25.93628,-73.782394,i06MC011800TJF,i06MC011800TJF,28.235735336303712,,26.451570220947264,,,,26.90710591888428,,,,27.153475925445555,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2194359999999999,0.0473200000000009,-0.1395749999999989,-0.2667560000000009,-0.4264989999999997,-0.0029599999999998,0.1142939999999992,-0.199491,-0.0198080000000011,-0.1597429999999988,-0.1868949999999998,-0.1090270000000011,4638511873059421312,0,4638511873059421312,25767.1953,20021.9531,32312.9336,26302.0039,20145.1367,31890.2305,10022
5645,14478,b'i06MC011700SZX',25.93672,-73.78231,-0.04481415,0.9948497,-2.2450583,0.9999989,0,0,1.1571937,0.003252139,0.004044212,0.0054428824,0.0048952354,0.004740711,0.00219471,0.004283844,0.0021818695,0.0025674442,0.002677012,0.0051614665,0.003920181,14.997338,14.784993,14.675273,14.705204,14.760043,14.876669,14.894129,15.071748,15.015963,15.2996645,15.441683,15.476468,-0.2279167175292968,0.0557851791381835,0.1198318177680571,0.028705797821338,r â¤ 18,0.1697432499999998,unknown,,,i06MC011700SZX,i06MC011700SZX,17.089561281204222,16.662619262695312,16.786870861053465,17.063011157989504,17.247659191131593,16.70364811706543,16.816509553909302,16.764810821533203,16.90749094772339,16.696445369720458,16.785318428039552,17.119259830474853,25.93672,-73.78231,i06MC011700SZX,i06MC011700SZX,,27.134901750564577,26.88456681060791,27.516210147857667,27.266294261932373,,27.11697473526001,27.605510765075685,23.568862076759338,,28.161272106170653,29.755754455566407,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2279165000000009,0.0557850000000001,-0.1218339999999997,-0.2837015000000011,-0.4257200000000001,0.2123449999999991,0.0797889999999998,-0.1950789999999997,-0.0299309999999994,-0.1420184999999989,-0.1776189999999999,-0.1166260000000001,4638511873059421312,0,4638511873059421312,25767.1953,20021.9531,32312.9336,26302.0039,20145.1367,31890.2305,10022
5649,21139,b'i06MC013701FDM',25.977505,-74.53947,-0.12973537,0.98977983,-2.1947978,0.99999785,0,0,1.2366189,0.008954308,0.012020611,0.017163953,0.015020822,0.014248568,0.006335349,0.012563604,0.0064627626,0.007692092,0.009105652,0.020979643,0.016406827,16.99581,17.03692,17.04399,16.92871,16.915682,17.089653,17.101274,17.337332,17.261755,17.628965,17.69712,17.817385,-0.2916336059570312,0.0755767822265625,0.1623924484079051,0.0864802725897221,r â¤ 18,0.2213934999999978,unknown,,,i06MC013701FDM,i06MC013701FDM,18.898921998977663,18.97299891281128,18.84244599533081,19.20341019821167,19.41300050544739,18.85368875312805,19.32635786676407,19.119163597106933,18.9785663471222,18.82193395233154,19.363101613044737,19.621090013504027,25.977505,-74.53947,i06MC013701FDM,i06MC013701FDM,26.27723723220825,25.62812977027893,25.77617434310913,25.61367555999756,25.990275943756103,30.274239479064946,29.29856034851074,26.068493854522703,26.43089850616455,26.34922781181336,26.03852728271485,,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.2916330000000009,0.0755769999999991,-0.1604810000000007,-0.36721,-0.4353650000000009,-0.0411099999999997,0.1082099999999997,-0.2476790000000015,0.115280000000002,-0.0681550000000008,-0.2360579999999998,-0.1739709999999981,4638426729625981952,0,4638426729625981952,17860.0293,11004.7998,28373.1074,12243.0361,10112.1201,15203.3496,10022
5650,21124,b'i06MC0137014IJ',25.997173,-74.699844,-0.041845392,0.94975185,-2.8153424,0.99998116,0,0,1.1667393,0.001833658,0.0024575563,0.0039760144,0.003100853,0.0029864674,0.0013876881,0.0026871336,0.0012808945,0.0012995006,0.0015106966,0.002931191,0.0021107225,13.893391,13.930316,14.33988,13.939897,13.917331,14.04761,14.054714,14.137488,13.78609,14.335056,14.49264,14.506991,-0.1975679397583007,0.3513984680175781,0.4046000673765063,0.0156569901146277,r â¤ 18,0.4501819999999998,unknown,,,i06MC0137014IJ,i06MC0137014IJ,15.808116706848146,15.912782787323,15.590228744506836,15.844256378173828,15.99368463897705,15.74510433959961,16.17468078994751,16.11925709915161,15.912577236175537,15.70670779800415,15.70218700027466,16.323615390777586,25.997173,-74.699844,i06MC0137014IJ,i06MC0137014IJ,26.11385357284546,25.80211207962036,25.75339892196656,25.57007654571533,26.326477653503417,25.95215138244629,26.10873015975952,25.23042958831787,,26.56096000289917,26.02278974914551,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1975680000000004,0.3513979999999996,0.2686240000000008,-0.5489660000000001,-0.70655,-0.0369250000000001,-0.0095810000000007,-0.0898779999999987,0.3999830000000006,-0.1575839999999999,-0.0827739999999987,-0.1302789999999998,4638233834056622976,0,4638233834056622976,34181.707,27323.1934,47455.6289,45866.5039,35653.8359,52384.6406,10022
5651,21117,b'i06MC013700W04',26.026043,-74.815834,-0.029542249,0.9579264,-0.44324002,0.9999993,0,0,1.1346716,0.012337593,0.01619372,0.022810895,0.020822,0.019132026,0.0085406825,0.017323175,0.009030589,0.010779474,0.013397905,0.038075462,0.02638525,17.578564,17.548199,17.50031,17.466576,17.407833,17.591764,17.620117,17.88013,17.796806,18.16562,18.432568,18.3775,-0.2854900360107422,0.0833244323730468,0.1679447133618108,0.1216117152064299,r â¤ 18,0.2260689999999989,unknown,,,i06MC013700W04,i06MC013700W04,19.43732198047638,19.392702728271484,19.28279301452637,19.661199235916136,19.865299116134643,19.308197201251986,19.640249303340912,19.576654118537903,19.2869301776886,19.224525346755986,19.857378540992737,20.19479854774475,26.026043,-74.815834,i06MC013700W04,i06MC013700W04,26.943297534942623,26.83876123428345,26.42114532089233,26.04431497192383,27.78920320892334,26.50559172439576,26.566448822021485,26.06018155670166,,,27.67796250152588,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2854899999999993,0.083324000000001,-0.1766889999999996,-0.3688140000000004,-0.6357619999999997,0.0303649999999997,0.0816230000000004,-0.2883659999999999,0.033733999999999,-0.2669479999999993,-0.2600130000000007,-0.1839310000000011,4637845495997887616,0,4637845495997887616,10524.7568,7893.82324,15129.8604,10772.8682,8353.04395,13766.5898,10022
5652,21125,b'i06MC01370168N',26.063843,-74.681694,-0.09225057,0.9150392,-2.9753172,4.9933235e-05,0,0,1.1608577,0.004917103,0.006990854,0.01060381,0.009177112,0.008775542,0.003968272,0.00782019,0.0037918834,0.004366054,0.004676549,0.010545957,0.007681886,15.888363,16.030777,16.222334,16.068724,16.05021,16.189342,16.20338,16.32706,16.210567,16.49774,16.69795,16.723839,-0.1706790924072265,0.1164932250976562,0.1600861803235893,0.0493604689192376,r â¤ 18,0.201832999999997,unknown,,,i06MC01370168N,i06MC01370168N,17.75729118347168,18.031863807678224,17.731498023986816,17.96551661682129,18.154625835418702,17.81744983482361,18.21943541431427,18.214537746429443,18.013729583740233,17.81871231651306,18.06729382133484,18.497704345703124,26.063843,-74.681694,i06MC01370168N,i06MC01370168N,26.184807657241823,25.839216997146607,25.91991188812256,25.751490196228023,26.275100357055663,26.62512255859375,26.38898833847045,25.162708221435548,30.06367858123779,26.72790076446533,26.16386161804199,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1706800000000008,0.1164929999999984,-0.0071870000000018,-0.2871729999999992,-0.4873829999999977,-0.1424140000000004,-0.037946999999999,-0.1377179999999995,0.1536100000000004,-0.2002099999999984,-0.1236800000000002,-0.139132,4638233971495575040,0,4638233971495575040,25695.3164,20298.7695,41022.9336,21443.1094,16560.3418,33122.9609,10022
5655,8853,b'i06MC011801WU5',26.141005,-73.2473,-0.036944017,0.9368109,-1.8492029,0.9999993,0,0,1.1710069,0.0027659202,0.00406911,0.005620644,0.0051629315,0.004995145,0.0023217127,0.0044648955,0.0021844502,0.002222639,0.0026009183,0.004922909,0.0037789478,14.758791,14.952899,14.928974,14.960656,15.010529,15.105483,15.113649,15.163365,14.88018,15.33659,15.555209,15.577437,-0.1732244491577148,0.2831850051879883,0.32768753555813,0.0267553454347642,r â¤ 18,0.3697975000000006,unknown,,,i06MC011801WU5,i06MC011801WU5,16.210799598693846,16.18552640533447,16.016876781463623,15.984285160064696,16.368241539001463,16.13412043762207,16.10379573059082,16.099187881469728,16.078935340881348,16.230207584381102,15.754665416717527,16.344170650482177,26.141005,-73.2473,i06MC011801WU5,i06MC011801WU5,30.354767833709715,28.3640139541626,26.68829867553711,26.106467926025392,25.34311536026001,,,26.252890628814697,,,26.255238914489745,,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.1732249999999986,0.2831850000000013,0.2334690000000012,-0.45641,-0.6750290000000003,-0.1941079999999999,-0.0077569999999997,-0.0578820000000011,-0.0316819999999999,-0.2186190000000003,-0.049716,-0.0949539999999995,4686601316202507008,0,4686601316202507008,21652.6914,16372.1846,27772.1016,41519.5508,30146.1758,46955.5703,10022
5656,21112,b'i06MC013700GEB',26.16736,-75.085846,-0.0023689128,0.9798615,-0.057312686,0.99987066,0,0,1.145454,0.008348628,0.010056864,0.014292828,0.01234236,0.011960461,0.005361532,0.01071096,0.0052138716,0.005899917,0.00695184,0.01660008,0.01191958,16.85693,16.740852,16.761497,16.609295,16.607338,16.721504,16.752312,16.892021,16.719202,17.115501,17.300913,17.292276,-0.223480224609375,0.1728191375732422,0.2352804095598565,0.0677105282800915,r â¤ 18,0.284558999999998,unknown,,,i06MC013700GEB,i06MC013700GEB,18.71402587032318,18.56869514465332,18.301137157440184,18.614169471740723,18.81419716262817,18.55811541366577,18.912482758522035,18.753152038574218,18.59013331413269,18.44324891281128,18.634756690979003,19.06899500465393,26.16736,-75.085846,i06MC013700GEB,i06MC013700GEB,26.140484886169432,26.77084647941589,26.5710362701416,25.373423477172853,26.34310736846924,25.81276166915893,25.71960656356812,28.199819690704345,28.973668342590333,,26.25148870086669,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.2234799999999985,0.1728190000000005,0.0331100000000006,-0.396298999999999,-0.5817110000000021,0.1160779999999981,0.1315570000000008,-0.1705170000000002,0.152201999999999,-0.185412000000003,-0.1397089999999998,-0.1141660000000008,4637791108827022720,0,4637791108827022720,12381.9277,9235.21387,15099.4463,10799.0908,9677.45508,11601.1914,10022
5658,21122,b'i06MC0137012HK',26.19767,-74.71674,0.0063729254,1.0465174,0.18144105,0.99999785,0,0,1.1587445,0.005879141,0.008048649,0.011517556,0.0100667495,0.009641085,0.0043566194,0.008550531,0.00409493,0.0043725763,0.005098251,0.011859492,0.008491533,16.226385,16.285273,16.357178,16.22862,16.215328,16.355993,16.362673,16.463037,16.200499,16.638687,16.86423,16.864752,-0.1756496429443359,0.2625389099121094,0.3079080755732675,0.0514420936800304,r â¤ 18,0.3503630000000015,unknown,,,i06MC0137012HK,i06MC0137012HK,18.057096897125245,18.10241362762451,17.79562873458862,18.052812076568603,18.27363995361328,18.026475715637208,18.451692925453187,18.3570029335022,18.13236219024658,17.95781668281555,18.03744762992859,18.70079580116272,26.19767,-74.71674,i06MC0137012HK,i06MC0137012HK,26.50873801422119,26.269553161621094,26.04770832061768,25.500755058288576,27.566430767059327,26.277782264709472,27.38189157104492,25.740308700561524,,26.98960132217407,26.79189389801025,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1756500000000009,0.2625379999999992,0.1621740000000002,-0.4381880000000002,-0.6637309999999985,-0.0588879999999996,0.0566530000000007,-0.1070439999999983,0.1285580000000017,-0.2255429999999982,-0.100363999999999,-0.140665000000002,4638233249941072768,0,4638233249941072768,12253.1699,9087.94238,17695.5195,10300.9014,7942.35254,12748.5889,10022
5661,21118,b'i06MC01370112A',26.267185,-74.738365,-0.015606417,1.1076423,-0.5100428,4.9933235e-05,0,0,1.162532,0.0044995933,0.006150377,0.008859283,0.0076053008,0.00737719,0.0033794816,0.0065756785,0.0032080037,0.0034659244,0.0039629396,0.008656933,0.006320048,15.737605,15.795109,15.90683,15.726883,15.727512,15.870342,15.865098,15.999561,15.76643,16.196335,16.38432,16.413939,-0.1967735290527343,0.2331314086914062,0.2860491279097852,0.0404957655292913,r â¤ 18,0.3315180000000026,unknown,,,i06MC01370112A,i06MC01370112A,17.645743070602418,17.758673713684082,17.48293561553955,17.75355527496338,17.967537605285646,17.655293201446533,18.02133366012573,17.87021957397461,17.76512619781494,17.587193881988526,17.72444535446167,18.240406736373902,26.267185,-74.738365,i06MC01370112A,i06MC01370112A,26.26171307373047,26.35365865325928,26.07391950988769,25.873818840026857,27.626661643981933,26.006505935668944,26.423094665527344,25.78392506790161,,27.170622535705565,26.630272327423096,,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.1967740000000013,0.2331310000000002,0.0986679999999999,-0.4299050000000015,-0.6178899999999992,-0.0575039999999997,0.0682259999999992,-0.129218999999999,0.1799469999999985,-0.1879849999999976,-0.1344630000000002,-0.14283,4638221430190983040,0,4638221430190983040,19046.0645,14068.957,32254.1348,14261.2031,11431.5811,19202.0273,10122
