Names,RAJ2000_2008,DEJ2000_2008,Type_2008,amaj_2008,amin,PA,Com,SimbadName_2008,RAJ2000_2020,DEJ2000_2020,Type_2020,amaj_2020,bmin,l_logAge,logAge,r_logAge,[M/H],r_[M/H],PapI,B18,SimbadName_2020
"NGC1894,SL344,ESO56SC89,BRHT8a,",05 15 52,-69 28 08,C,1.4,1.2,60,mT & LOGLE278,NGC 1894,,,,,,,,,,,,,
"NGC1897,SL355,ESO56SC92,KMHK722",05 17 31,-67 26 59,C,1.1,1.0,170,,NGC 1897,,,,,,,,,,,,,
"NGC1898,SL350,ESO56SC90,LOGLE292",05 16 41,-69 39 23,C,1.6,1.6,,Globular Cluster,NGC 1898,,,,,,,,,,,,,
"NGC1900,SL376,LW184,ESO85SC68,",05 19 09,-63 01 25,C,1.8,1.6,100,& KMHK746,NGC 1900,,,,,,,,,,,,,
"NGC1902,SL367,ESO85SC66,KMHK734",05 18 18,-66 37 38,C,1.7,1.7,,,NGC 1902,,,,,,,,,,,,,
"NGC1903,SL356,ESO56SC93,BRHT9a,",05 17 22,-69 20 16,C,1.9,1.9,,"mT,sup? DEML130 & LOGLE309",NGC 1903,,,,,,,,,,,,,
"NGC1905,SL369,ESO85SC67,KMHK739",05 18 23,-67 16 41,C,0.95,0.95,,,NGC 1905,,,,,,,,,,,,,
"NGC1911,ESO85SC70,KMHK763",05 19 25,-66 40 59,C,0.6,0.6,,,NGC 1911,,,,,,,,,,,,,
"NGC1913,SL373,ESO56SC97,BRHT10a,",05 18 19,-69 32 15,C,1.3,1.1,150,mT & LOGLE330,NGC 1913,,,,,,,,,,,,,
"NGC1915,ESO85SC71,KMHK761",05 19 28,-66 44 21,C,0.6,0.55,140,,NGC 1915,,,,,,,,,,,,,
"NGC1916,SL361,ESO56SC98,LOGLE336",05 18 38,-69 24 23,C,2.1,2.1,,sup DEML130  Globular Cluster,NGC 1916,,,,,,,,,,,,,
"NGC1917,SL379,ESO56SC100,",05 19 02,-69 00 04,C,1.7,1.7,,& LOGLE343,NGC 1917,,,,,,,,,,,,,
"NGC1921e,SL381,ESO56SC102,",05 19 24,-69 47 17,CN,1.0,0.9,20,"mP,in DEML133 & BRHT49a,LOGLE348",NGC 1921e,,,,,,,,,,,,,
"NGC1921w,BRHT49b",05 19 17,-69 47 20,CN,0.65,0.6,,"mP,inc LMC-N121,in DEML133 DC LMC-N121",NGC 1921w,,,,,,,,,,,,,
"NGC1922,SL391,LOGLE354",05 19 49,-69 29 50,C,1.0,0.9,30,,NGC 1922,,,,,,,,,,,,,
"NGC1926,SL403,ESO56SC105,BH11C2,",05 20 35,-69 31 33,C,1.4,1.2,120,mP & LOGLE379,NGC 1926,,,,,,,,,,,,,
"NGC1928,SL405,HS243,ESO56SC106,",05 20 57,-69 28 40,C,1.3,1.3,,mP & LOGLE382 Globular Cluster,NGC 1928,,,,,,,,,,,,,
"NGC1932,SL420,ESO85SC77,KMHK825",05 22 27,-66 09 09,C,1.3,1.3,,sup DEML154,NGC 1932,,,,,,,,,,,,,
"NGC1938,SL413,ESO56SC108w,",05 21 24,-69 56 28,C,0.9,0.8,90,"mT & BRHT11a,LOGLE394",NGC 1938,,,,,,,,,,,,,
"NGC1939,SL414,ESO56SC108e,",05 21 26,-69 56 59,C,1.4,1.3,80,"mT & BRHT11b,LOGLE395 Globular Cluster",NGC 1939,,,,,,,,,,,,,
"NGC1940,SL427,ESO85SC78,KMHK834,",05 22 43,-67 11 10,C,1.2,1.2,,& GKK-O249,NGC 1940,,,,,,,,,,,,,
"NGC1942,SL445,LW203,ESO85SC81,",05 24 43,-63 56 27,C,1.9,1.9,,& KMHK856,NGC 1942,,,,,,,,,,,,,
"NGC1943,SL430,ESO56SC114,",05 22 30,-70 09 17,C,1.1,1.0,140,"mT,sup?LMC-N130   & LOGLE411",NGC 1943,,,,,,,,,,,,,
"NGC1944,SL426,LW194,ESO33SC17,",05 21 57,-72 29 39,C,2.7,2.7,,& KMHK836,NGC 1944,,,,,,,,,,,,,
"NGC1946,SL454,ESO85SC84,KMHK874",05 25 15,-66 23 36,C,1.0,0.9,130,in NGC1945,NGC 1946,,,,,,,,,,,,,
"NGC1950,SL450,ESO56SC116,",05 24 33,-69 54 04,C,1.7,1.7,,"mQ,in BSDL1626 & LOGLE436",NGC 1950,,,,,,,,,,,,,
"NGC1951,SL464,ESO85SC86,KMHK886",05 26 05,-66 35 50,C,1.7,1.5,20,"mP,in BSDL1677",NGC 1951,,,,,,,,,,,,,
"NGC1953,SL459,ESO56SC118",05 25 27,-68 50 18,C,1.2,1.2,,sup Shapley-II,NGC 1953,,,,,,,,,,,,,
"NGC1958,SL462,ESO56SC119,",05 25 31,-69 50 10,C,1.5,1.5,,"mP,in BSDL1626 & LOGLE457",NGC 1958,,,,,,,,,,,,,
"NGC1959,SL466,ESO56SC120,",05 25 36,-69 55 36,C,1.6,1.6,,in BSDL1626 & LOGLE459,NGC 1959,,,,,,,,,,,,,
"NGC1966,ESO56SC125,BH13C2",05 26 45,-68 48 41,DCN,1.1,1.0,30,"mP,in SL476 DC LMC-N144A",NGC 1966,,,,,,,,,,,,,
"NGC1967,SL478,ESO56SC126",05 26 43,-69 06 05,C,0.95,0.9,100,in DEML198,NGC 1967,,,,,,,,,,,,,
"NGC1969,SL479,ESO56SC124,",05 26 34,-69 50 27,C,1.2,1.2,,"m6,in LH59  & LOGLE477",NGC 1969,,,,,,,,,,,,,
"NGC1971,SL481,ESO56SC128,",05 26 46,-69 51 03,C,1.1,0.95,,"m6,in LH59 & BRHT12a,LOGLE480",NGC 1971,,,,,,,,,,,,,
"NGC1972,SL480,ESO56SC129,",05 26 49,-69 50 17,C,0.9,0.8,100,"m6,in LH59  & BRHT12b,LOGLE481",NGC 1972,,,,,,,,,,,,,
"NGC1978,SL501,ESO85SC90,KMHK944",05 28 45,-66 14 10,C,4.0,2.7,160,sup Shapley-III,NGC 1978,,,,,,,,,,,,,
"NGC1984,SL488,ESO56SC132",05 27 40,-69 08 03,C,1.5,1.2,60,"mT,in DEML210",NGC 1984,,,,,,,,,,,,,
"NGC1986,SL489,ESO56SC134,",05 27 38,-69 58 00,C,2.8,2.4,140,"& LOGLE496,GKK-O142",NGC 1986,,,,,,,,,,,,,
"NGC1987,SL486,ESO56SC131,KMHK926",05 27 17,-70 44 08,C,1.7,1.7,,sup DEML208,NGC 1987,,,,,,,,,,,,,
"NGC1994,SL499,ESO56SC136",05 28 21,-69 08 30,C,1.6,1.5,170,"mP,in DEML210",NGC 1994,,,,,,,,,,,,,
"NGC1997,SL520,LW226,ESO86SC1,",05 30 34,-63 12 12,C,1.8,1.8,,& KMHK978,NGC 1997,,,,,,,,,,,,,
"NGC2000,SL493,ESO56SC135,KMHK932",05 27 30,-71 52 48,C,1.6,1.5,150,in BSDL1881,NGC 2000,,,,,,,,,,,,,
"NGC2002,SL517,ESO56SC3,KMHK982",05 30 21,-66 53 02,C,1.9,1.7,20,in LH77,NGC 2002,,,,,,,,,,,,,
"NGC2003,SL526,ESO86SC6,KMHK998",05 30 54,-66 27 59,C,1.7,1.4,70,"mP,in Shapley-III",NGC 2003,,,,,,,,,,,,,
"NGC2004,SL523,ESO86SC4,KMHK991",05 30 40,-67 17 13,C,3.0,2.8,90,in BSDL2062,NGC 2004,,,,,,,,,,,,,
"NGC2005,SL518,ESO56SC138,",05 30 10,-69 45 10,C,1.6,1.6,,"mP, Globular Cluster & LOGLE538",NGC 2005,,,,,,,,,,,,,
"NGC2006,SL537,ESO86SC8,BRHT13a,",05 31 19,-66 58 22,C,1.6,1.4,140,"mP,in GKK-A145,in LH77 & KMHK1005",NGC 2006,,,,,,,,,,,,,
"NGC2009,SL534,ESO56SC140,",05 30 59,-69 11 03,C,1.4,1.2,10,in BSDL2059 & KMK88-64,NGC 2009,,,,,,,,,,,,,
"NGC2010,SL531,ESO56SC139,",05 30 35,-70 49 11,C,1.9,1.7,170,"& KMHK1001,GKK-O98",NGC 2010,,,,,,,,,,,,,
"NGC2011,SL559,ESO56SC144,",05 32 19,-67 31 16,C,1.0,1.0,,"mP,in LH75 & BRHT14a,KMHK1039",NGC 2011,,,,,,,,,,,,,
"NGC2016,SL547,ESO56SC142,",05 31 35,-69 56 43,C,1.8,1.8,,LOGLE559,NGC 2016,,,,,,,,,,,,,
"NGC2019,SL554,ESO56SC145,",05 31 56,-70 09 33,C,1.5,1.5,,"mP, Globular Cluster & LOGLE565",NGC 2019,,,,,,,,,,,,,
"NGC2021,SL570,ESO56SC150,",05 33 30,-67 27 10,C,0.9,0.9,,in LH79 & KMHK1067,NGC 2021,,,,,,,,,,,,,
"NGC2025,SL571,ESO56SC149,",05 32 33,-71 43 01,C,1.9,1.9,,in BSDL2261 & KMHK1057,NGC 2025,,,,,,,,,,,,,
"NGC2028,SL575,ESO56SC152,",05 33 48,-69 57 04,C,1.1,1.0,60,in LH80   & LOGLE594,NGC 2028,,,,,,,,,,,,,
"NGC2031,SL577,ESO56SC153,",05 33 41,-70 59 12,C,3.3,2.8,150,"mP & KMHK1084,GKK-O96",NGC 2031,,,,,,,,,,,,,
"NGC2036,SL587,ESO56SC155,",05 34 32,-70 03 57,C,1.6,1.6,,& LOGLE603,NGC 2036,,,,,,,,,,,,,
"NGC2038,SL590,ESO56SC158,",05 34 42,-70 33 43,C,1.6,1.5,120,"& KMHK1110,LOGLE607,GKK-O118",NGC 2038,,,,,,,,,,,,,
"NGC2041,SL605,ESO86SC15,KMHK1132",05 36 28,-66 59 26,C,2.6,2.6,,,NGC 2041,,,,,,,,,,,,,
"NGC2043,ESO56SC168,LOGLE627",05 35 57,-70 04 23,C,0.65,0.55,120,,NGC 2043,,,,,,,,,,,,,
"NGC2046,SL597,ESO56SC162,",05 35 39,-70 14 23,C,1.1,1.0,110,"mP & KMHK1125,LOGLE622,GKK-O114",NGC 2046,,,,,,,,,,,,,
"NGC2047,SL600,ESO56SC167",05 35 54,-70 11 29,C,0.95,0.9,90,in GKK-A87 & LOGLE626,NGC 2047,,,,,,,,,,,,,
"NGC2051,SL608,ESO56SC169,",05 36 07,-71 00 42,C,1.5,1.5,,& KMHK1135,NGC 2051,,,,,,,,,,,,,
"NGC2053,SL623,ESO86SC17,",05 37 40,-67 24 48,C,1.5,1.3,10,"& KMHK1154,GKK-O231",NGC 2053,,,,,,,,,,,,,
"NGC2056,SL611,ESO56SC172,",05 36 34,-70 40 18,C,1.5,1.5,,& KMHK1140,NGC 2056,,,,,,,,,,,,,
"NGC2057,SL616,ESO56SC174,",05 36 56,-70 16 10,C,1.3,1.2,20,"& KMHK1145,LOGLE634",NGC 2057,,,,,,,,,,,,,
"NGC2058,SL614,ESO56SC173,",05 36 55,-70 09 44,C,2.1,2.1,,"mP,in BSDL2588 & LOGLE633",NGC 2058,,,,,,,,,,,,,
"NGC2059,SL613,ESO56SC175,",05 37 01,-70 07 37,C,1.1,1.0,170,"in BSDL2588 & LOGLE636,GKK-O113",NGC 2059,,,,,,,,,,,,,
"NGC2059A,LOGLE632",05 36 54,-70 06 21,C,0.9,0.8,20,in BSDL2588,OGLE-CL LMC 632,,,,,,,,,,,,,
"NGC2062,SL640,ESO86SC20,KMHK1194",05 40 02,-66 52 34,C,1.2,1.1,20,in DEML257,NGC 2062,,,,,,,,,,,,,
"NGC2065,SL626,ESO57SC2,KMHK1160,",05 37 38,-70 14 00,C,2.3,2.3,,"mP,in BSDL2608 & LOGLE648",NGC 2065,,,,,,,,,,,,,
"NGC2066,SL627,ESO57SC3,LOGLE651",05 37 42,-70 09 54,C,1.0,0.9,140,"mT,in BSDL2608",NGC 2066,,,,,,,,,,,,,
"NGC2072,SL630,ESO57SC4,KMHK1170,",05 38 24,-70 14 01,C,1.0,0.9,110,in BSDL2608 & LOGLE656,NGC 2072,,,,,,,,,,,,,
"NGC2088,SL652,ESO57SC20,KMHK1227",05 40 59,-68 27 53,C,1.5,1.4,10,"in GKK-A120,in DEML268",NGC 2088,,,,,,,,,,,,,
"NGC2091,SL653,ESO57SC21,KMHK1229",05 40 58,-69 26 11,C,1.3,1.2,80,"in GKK-O163,in LH106",NGC 2091,,,,,,,,,,,,,
"NGC2092,ESO57SC22,KMHK1235",05 41 22,-69 13 26,C,1.0,0.9,90,in LH111,NGC 2092,,,,,,,,,,,,,
"NGC2093,SL657,ESO56SC23,",05 41 49,-68 55 15,CA,1.5,1.3,170,"in LH109 & KMHK1245,GKK-O160",NGC 2093,,,,,,,,,,,,,
"NGC2095,SL669,ESO86SC24,BRHT20a,",05 42 52,-67 19 17,C,1.5,1.4,140,"mP,in LH112 & KMHK1272",NGC 2095,,,,,,,,,,,,,
"NGC2096,SL664,ESO57SC27,",05 42 17,-68 27 30,C,1.1,0.9,160,"& KMHK1259,GKK-O191",NGC 2096,,,,,,,,,,,,,
"NGC2097,SL682,LW282,ESO56SC28,",05 44 16,-62 47 06,C,1.9,1.9,,& KMHK1294,NGC 2097,,,,,,,,,,,,,
"NGC2098,SL667,ESO57SC28,BM4,",05 42 30,-68 16 29,C,2.2,2.0,140,"& KMHK1263,GKK-O192",NGC 2098,,,,,,,,,,,,,
"NGC2100,SL662,ESO57SC25,KMHK1257",05 42 08,-69 12 42,C,2.5,2.5,,in BSDL2839,NGC 2100,,,,,,,,,,,,,
"NGC2102,SL665,ESO57SC29,",05 42 20,-69 29 17,C,0.85,0.85,,"in BSDL2858 & KMHK1264,GKK-O165",NGC 2102,,,,,,,,,,,,,
"NGC2105,SL687,ESO86SC29,",05 44 20,-66 55 04,C,1.7,1.5,160,"& KMHK1306,GKK-O228",NGC 2105,,,,,,,,,,,,,
"NGC2107,SL679,ESO57SC32,",05 43 13,-70 38 23,C,1.7,1.7,,"& KMHK1291,LOGLE700",NGC 2107,,,,,,,,,,,,,
"NGC2108,SL686,ESO57SC33,KMHK1304",05 43 56,-69 10 50,C,1.8,1.8,,,NGC 2108,,,,,,,,,,,,,
"NGC2109,SL688,ESO57SC34,BM28,",05 44 22,-68 32 48,C,1.6,1.6,,in GKK-A118 & KMHK1314,NGC 2109,,,,,,,,,,,,,
"NGC2111,SL699,ESO57SC35,BRHT21a,",05 44 33,-70 59 35,C,1.5,1.4,60,"m5 & KMHK1328,LOGLE715,GKK-O89",NGC 2111,,,,,,,,,,,,,
"NGC2114,SL706,ESO57SC37,BM64,",05 46 12,-68 02 55,C,1.4,1.2,30,& KMHK1351,NGC 2114,,,,,,,,,,,,,
"NGC2116,SL715,ESO57SC38,BM79,",05 47 14,-68 30 23,C,1.2,1.1,160,"mP & KMHK1370,GKK-O181",NGC 2116,,,,,,,,,,,,,
"NGC2117,SL718,ESO86SC33,BM87,",05 47 46,-67 27 03,C,2.0,1.8,90,"& KMHK1377,GKK-O224",NGC 2117,,,,,,,,,,,,,
"NGC2118,SL717,ESO57SC39,KMHK1380",05 47 39,-69 07 54,C,1.6,1.6,,,NGC 2118,,,,,,,,,,,,,
"NGC2120,SL742,LW316,ESO86SC34,",05 50 34,-63 40 31,C,2.2,2.2,,& KMHK1426,NGC 2120,,,,,,,,,,,,,
"NGC2121,SL725,LW303,ESO57SC40,",05 48 12,-71 28 50,C,2.7,2.2,30,& KMHK1398,NGC 2121,,,,,,,,,,,,,
"NGC2123,SL755,LW324,ESO86SC36,",05 51 43,-65 19 17,C,1.5,1.5,,& KMHK1458,NGC 2123,,,,,,,,,,,,,
"NGC2125,SL750,ESO57SC44,KMHK1451",05 50 53,-69 28 43,C,1.1,1.1,,,NGC 2125,,,,,,,,,,,,,
"NGC2127,SL751,ESO57SC45,",05 51 22,-69 21 39,C,1.5,1.5,,"& KMHK1462,GKK-O124",NGC 2127,,,,,,,,,,,,,
"NGC2130,SL758,ESO86SC37,",05 52 23,-67 20 02,C,1.4,1.3,160,"& KMHK1476,GKK-O227",NGC 2130,,,,,,,,,,,,,
"NGC2133,SL757,ESO57SC46,KMHK1471",05 51 28,-71 10 29,C,1.6,1.6,,,NGC 2133,,,,,,,,,,,,,
"NGC2134,SL760,ESO57SC47,",05 51 56,-71 05 51,C,2.8,2.8,,"& KMHK1480,GKK-O90",NGC 2134,,,,,,,,,,,,,
"NGC2135,SL765,ESO86SC39,BM151,",05 53 35,-67 25 40,C,1.5,1.5,,"mP & KMHK1496,GKK-O225",NGC 2135,,,,,,,,,,,,,
"NGC2136,SL762,ESO57SC48,BRHT22a,",05 52 59,-69 29 33,C,2.8,2.5,140,mP & KMHK1490,NGC 2136,,,,,,,,,,,,,
"NGC2137,SL764,ESO57SC49,BRHT22b,",05 53 12,-69 28 57,C,1.1,1.0,30,"mP & KMHK1495,GKK-O122",NGC 2137,,,,,,,,,,,,,
"NGC2138,SL777,LW330,ESO86SC40,",05 54 48,-65 50 12,C,1.2,1.2,,& KMHK1516,NGC 2138,,,,,,,,,,,,,
"NGC2140,SL773,ESO57SC51,BM159,",05 54 17,-68 36 01,C,1.5,1.5,,mP & KMHK1511,NGC 2140,,,,,,,,,,,,,
"NGC2145,SL780,ESO57SC52,",05 54 22,-70 54 04,C,1.5,1.5,,"& KMHK1520,GKK-O85",NGC 2145,,,,,,,,,,,,,
"NGC2147,SL784,ESO57SC54,KMHK1531",05 55 45,-68 12 09,CN,0.95,0.95,,sup? LMC-N75B,NGC 2147,,,,,,,,,,,,,
"NGC2151,SL786,ESO57SC57,KMHK1541",05 56 20,-69 01 03,C,1.3,1.3,,,NGC 2151,,,,,,,,,,,,,
"NGC2153,SL792,LW341,ESO86SC43,",05 57 51,-66 24 02,C,1.5,1.5,,& KMHK1555,NGC 2153,,,,,,,,,,,,,
"NGC2154,SL793,LW339,ESO86SC42,",05 57 38,-67 15 43,C,2.4,2.4,,& KMHK1551,NGC 2154,,,,,,,,,,,,,
"NGC2155,SL803,LW347,ESO86SC45,",05 58 33,-65 28 37,C,2.4,2.4,,& KMHK1563,NGC 2155,,,,,,,,,,,,,
"NGC2156,SL796,ESO57SC59,BM185,",05 57 45,-68 27 38,C,2.1,2.1,,& KMHK1560,NGC 2156,,,,,,,,,,,,,
"NGC2157,SL794,ESO57SC58,KMHK1558",05 57 34,-69 11 48,C,2.8,2.8,,,NGC 2157,,,,,,,,,,,,,
"NGC2159,SL799,ESO57SC60,BM187,",05 57 57,-68 37 26,C,1.9,1.9,,& KMHK1561,NGC 2159,,,,,,,,,,,,,
"NGC2160,SL801,ESO57SC61,BM188,",05 58 12,-68 17 24,C,1.4,1.4,,& KMHK1564,NGC 2160,,,,,,,,,,,,,
"NGC2161,SL789,LW337,ESO33SC31,",05 55 42,-74 21 14,C,2.3,2.3,,& KMHK1544,NGC 2161,,,,,,,,,,,,,
"NGC2162,SL814,LW351,ESO86SC47,",06 00 31,-63 43 17,C,3.0,3.0,,& KMHK1579,NGC 2162,,,,,,,,,,,,,
"NGC2164,SL808,ESO57SC62,BM191,",05 58 54,-68 31 04,C,2.8,2.8,,& KMHK1574,NGC 2164,,,,,,,,,,,,,
"NGC2166,SL811,ESO57SC64,BM194,",05 59 33,-67 56 30,C,1.4,1.4,,& KMHK1576,NGC 2166,,,,,,,,,,,,,
"NGC2171,SL809,KMHK1571",05 58 26,-70 39 15,C,1.0,0.85,,,NGC 2171,,,,,,,,,,,,,
"NGC2172,SL812,ESO57SC65,BM195,",06 00 05,-68 38 13,C,1.7,1.7,,& KMHK1580,NGC 2172,,,,,,,,,,,,,
"NGC2173,SL807,LW348,ESO33SC34,",05 57 58,-72 58 43,C,2.6,2.6,,& KMHK1570,NGC 2173,,,,,,,,,,,,,
"NGC2176,SL815,LW356,ESO86SC50,",06 01 19,-66 51 14,C,1.1,1.0,20,& KMHK1589,NGC 2176,,,,,,,,,,,,,
"NGC2177,SL816,LW355,ESO57SC66,",06 01 16,-67 44 02,C,1.5,1.4,160,"& BM204,KMHK1590",NGC 2177,,,,,,,,,,,,,
"NGC2181,SL825,LW366,ESO86SC54,",06 02 43,-65 15 53,C,1.5,1.5,,& KMHK1602,NGC 2181,,,,,,,,,,,,,
"NGC2190,SL819,LW357,ESO33SC36,",06 01 02,-74 43 33,C,2.2,2.2,,& KMHK1601,NGC 2190,,,,,,,,,,,,,
"NGC2193,SL839,LW387,ESO86SC57,",06 06 17,-65 05 55,C,1.7,1.7,,& KMHK1633,NGC 2193,,,,,,,,,,,,,
"NGC2197,SL838,LW385,ESO86SC58,",06 06 07,-67 05 52,C,1.8,1.6,80,& KMHK1636,NGC 2197,,,,,,,,,,,,,
"NGC220,K18,L22,ESO29SC3,SOGLE8",00 40 31,-73 24 10,C,1.2,1.2,,"mT,in H-A3",NGC 220,,,,,,,,,,,,,
"NGC220,K18,L22,ESO29SC3,SOGLE8,RZ27,",,,,,,,,,00 40 30.5,-73 24 07,C,1.2,1.2,,8.03,"GGK10,CVH+06,PU99",,,1.0,B18,NGC220
"NGC2203,SL836,LW380,ESO34SC04,",06 04 42,-75 26 16,C,3.2,3.2,,& KMHK1639,NGC 2203,,,,,,,,,,,,,
"NGC2209,SL849,LW408,ESO34SC06,",06 08 34,-73 50 28,C,2.9,2.9,,& KMHK1669,NGC 2209,,,,,,,,,,,,,
"NGC2210,SL858,LW423,ESO57SC71,",06 11 31,-69 07 18,C,3.3,3.3,,& KMHK1682 Globular Cluster,NGC 2210,,,,,,,,,,,,,
"NGC2213,SL857,LW419,ESO57SC70,",06 10 42,-71 31 44,C,2.1,2.1,,& KMHK1681,NGC 2213,,,,,,,,,,,,,
"NGC2214e,SL860e,LW426e,",06 12 58,-68 15 30,C,2.4,2.4,,"mP & ESO57SC74e,BM260e,KMHK1688e",NGC 2214,,,,,,,,,,,,,
"NGC2214w,SL860w,LW426w,",06 12 53,-68 15 35,C,3.1,3.1,,"mP & ESO57SC74w,BM260w,KMHK1688w",NGC 2214,,,,,,,,,,,,,
"NGC222,K19,L24,ESO29SC4,SOGLE9",00 40 44,-73 23 00,C,1.2,1.2,,"mT,in H-A3",NGC 222,,,,,,,,,,,,,
"NGC222,K19,L24,ESO29SC4,SOGLE9,RZ25,",,,,,,,,,00 40 44.5,-73 23 03,C,1.2,1.2,,8.03,"GGK10,CVH+06,PU99",,,1.0,B18,NGC222
"NGC2231,SL884,LW466,ESO87SC06,",06 20 44,-67 31 05,C,2.1,2.1,,"& BM277,KMHK1737",NGC 2231,,,,,,,,,,,,,
"NGC2241,SL888,LW471,ESO57SC79,",06 22 53,-68 55 30,C,1.6,1.6,,& KMHK1743,NGC 2241,,,,,,,,,,,,,
"NGC2249,SL893,LW479,ESO57SC82,",06 25 49,-68 55 12,C,2.3,2.3,,& KMHK1755,NGC 2249,,,,,,,,,,,,,
"NGC2257,SL895,LW481,ESO87SC24,",06 30 12,-64 19 34,C,4.0,4.0,,& KMHK1756 Globular Cluster,NGC 2257,,,,,,,,,,,,,
"NGC231,K20,L25,ESO29SC5,SOGLE11",00 41 06,-73 21 07,C,1.8,1.8,,"mP,in H-A3",NGC 231,,,,,,,,,,,,,
"NGC231,K20,L25,ESO29SC5,SOGLE11,RZ29,",,,,,,,,,00 41 06.8,-73 21 04,C,1.8,1.8,,7.87,"GGK10,CVH+06,PU99",,,1.0,B18,NGC231
"NGC241,K22w,L29W,ESO29SC6w,",00 43 33,-73 26 25,C,0.95,0.95,,mP & SOGLE17,NGC 241,,,,,,,,,,,,,
"NGC241,K22w,L29W,ESO29SC6w,SOGLE17,RZ36",,,,,,,,,00 43 32.0,-73 26 23,C,0.95,0.95,,8.2,"GGK10,CVH+06,PU99,MPS14",-0.1,PPV17,1.0,B18,NGC241
"NGC242,K22e,L29e,ESO29SC6e,BH1,",00 43 38,-73 26 37,C,0.75,0.75,,mP & SOGLE18,NGC 242,,,,,,,,,,,,,
"NGC242,K22e,L29e,ESO29SC6e,BH1,SOGLE18",,,,,,,,,00 43 36.6,-73 26 40,C,0.75,0.75,,7.83,"CVH+06,PU99,MPS14",-0.28,PPV17,1.0,B18,NGC242
"NGC248,DEMS16,ESO29EN8,SOGLE26",,,,,,,,,00 45 24.0,-73 22 44,NA,1.2,0.8,,,,,,3.0,B18,NGC248
"NGC249,ESO29EN9",,,,,,,,,00 45 30.6,-73 04 46,NA,1.4,1.2,,,,,,5.0,B18,NGC249
"NGC256,K23,L30,ESO29SC11,SOGLE32",00 45 54,-73 30 24,C,0.9,0.9,,,NGC 256,,,,,,,,,,,,,
"NGC256,K23,L30,ESO29SC11,SOGLE32,RZ44",,,,,,,,,00 45 54.1,-73 30 24,C,0.9,0.9,,7.93,"GGK10,CVH+06,PU99",-0.1,PPV17,1.0,B18,NGC256
"NGC261,ESO29EN12",,,,,,,,,00 46 33.8,-73 05 59,NA,1.3,1.1,,6.8,CVH+06,,,2.0,B18,NGC261
"NGC265,K24,L34,ESO29SC14,SOGLE39",00 47 12,-73 28 38,C,1.2,1.2,,,NGC 265,,,,,,,,,,,,,
"NGC265,K24,L34,ESO29SC14,SOGLE39,RZ50,",,,,,,,,,00 47 11.4,-73 28 37,C,1.2,1.2,,8.25,"GGK10,CVH+06,PU99",-0.28,PPV17,1.0,B18,NGC265
"NGC267,SMC-N22,DEMS37,ESO29SC15,H-A15,",,,,,,,,,00 48 02.2,-73 16 26,NA,2.0,1.7,,7.0,CVH+06,,,2.0,B18,NGC267
"NGC269,K26,L37,ESO29SC16,SOGLE46",00 48 21,-73 31 49,C,1.2,1.2,,,NGC 269,,,,,,,,,,,,,
"NGC269,K26,L37,ESO29SC16,SOGLE46,RZ56,",,,,,,,,,00 48 21.0,-73 31 49,C,1.2,1.2,,8.5,CVH+06,,,1.0,B18,NGC269
"NGC290,L42,ESO29SC19,SOGLE69",00 51 14,-73 09 41,C,1.1,1.1,,in BS51,NGC 290,,,,,,,,,,,,,
"NGC290,L42,ESO29SC19,SOGLE69,RZ68,",,,,,,,,,00 51 14.9,-73 09 40,C,1.1,1.1,,7.4,"GGK10,CVH+06,PU99",,,1.0,B18,NGC290
"NGC294,L47,ESO29SC22,SOGLE90",00 53 06,-73 22 49,C,1.7,1.7,,,NGC 294,,,,,,,,,,,,,
"NGC294,L47,ESO29SC22,SOGLE90,RZ80",,,,,,,,,00 53 06.0,-73 22 49,C,1.7,1.7,,8.52,"GGK10,CVH+06,PU99",-2.18,PPV17,1.0,B18,NGC294
"NGC299,K32,L49,ESO51SC5",00 53 25,-72 11 47,C,0.9,0.9,,att DEMS66,NGC 299,,,,,,,,,,,,,
"NGC299,K32,L49,ESO51SC5,RZ85,BMS391",,,,,,,,,00 53 25.0,-72 11 47,C,0.9,0.9,,7.4,GGK10,-0.01,PPV17,1.0,B18,NGC299
"NGC306,K33,L50,ESO29SC23",00 54 15,-72 14 29,C,1.1,1.1,,,NGC 306,,,,,,,,,,,,,
"NGC306,K33,L50,ESO29SC23,RZ87,BMS375",,,,,,,,,00 54 15.0,-72 14 29,C,1.1,1.1,,7.7,GGK10,-0.01,PPV17,1.0,B18,NGC306
"NGC330,K35,L54,ESO29SC24,",00 56 19,-72 27 50,C,2.8,2.5,120,"mP,in H-A40,sup?DEMS87 & SOGLE107",NGC 330,,,,,,,,,,,,,
"NGC330,K35,L54,ESO29SC24,SOGLE107,RZ98,",,,,,,,,,00 56 18.7,-72 27 48,C,2.8,2.5,,7.63,"GGK10,CVH+06,PU99",-0.82,DH98,1.0,B18,NGC330
"NGC339,K36,L59,ESO29SC25",00 57 42,-74 28 22,C,2.9,2.9,,Old IAC,NGC 339,,,,,,,,,,,,,
"NGC339,K36,L59,ESO29SC25,RZ104,BIS270",,,,,,,,,00 57 47.5,-74 28 17,C,2.9,2.9,,9.78,"GGS+08,PGC+14",-1.19,DH98,0.0,B18,NGC339
"NGC346,K39,L60,ESO51SC10,BMS379,BUS483",,,,,,,,,00 59 05.0,-72 10 37,NC,4.5,3.5,,7.2,CVH+06,,,5.0,B18,NGC346
