Names,RAJ2000_2008,DEJ2000_2008,Type_2008,amaj_2008,amin,PA,Com,SimbadName_2008,RAJ2000_2020,DEJ2000_2020,Type_2020,amaj_2020,bmin,l_logAge,logAge,r_logAge,[M/H],r_[M/H],PapI,B18,SimbadName_2020
BMS312,,,,,,,,,00 52 37.1,-72 25 44,A,1.55,1.55,,8.15,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-312
BMS313,,,,,,,,,01 01 09.2,-72 26 00,A,0.79,0.79,,8.12,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-313
BMS314,,,,,,,,,01 08 05.9,-72 24 08,A,0.79,0.79,,7.41,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-314
BMS316,,,,,,,,,01 03 18.2,-72 24 49,A,0.79,0.79,,8.08,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-316
BMS317,,,,,,,,,01 00 46.8,-72 20 51,A,3.36,3.36,,7.47,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-317
BMS318,,,,,,,,,00 53 30.8,-72 25 17,A,0.79,0.79,,8.23,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-318
BMS319,,,,,,,,,01 07 37.7,-72 22 04,A,3.11,3.11,,8.01,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-319
BMS32,,,,,,,,,00 49 49.3,-73 31 32,A,0.92,0.92,,8.65,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-32
BMS320,,,,,,,,,00 54 02.9,-72 24 37,A,0.95,0.95,,7.8,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-320
BMS321,,,,,,,,,01 00 37.4,-72 24 29,A,2.35,2.35,,9.04,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-321
BMS322,,,,,,,,,01 01 53.3,-72 23 20,A,1.18,1.18,,7.86,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-322
BMS323,,,,,,,,,01 06 02.2,-72 19 12,A,3.05,3.05,,7.28,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-323
BMS324,,,,,,,,,00 53 23.3,-72 24 28,A,0.79,0.79,,7.95,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-324
BMS325,,,,,,,,,00 52 05.5,-72 22 48,A,1.83,1.83,,8.03,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-325
BMS326,,,,,,,,,01 00 05.7,-72 23 51,A,0.82,0.82,,8.53,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-326
BMS327,,,,,,,,,01 08 55.1,-72 22 18,A,0.79,0.79,,7.85,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-327
BMS328,,,,,,,,,00 55 04.5,-72 23 59,A,0.79,0.79,,6.99,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-328
BMS329,,,,,,,,,00 53 55.4,-72 23 38,A,0.79,0.79,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-329
BMS330,,,,,,,,,00 57 11.0,-72 23 35,A,1.12,1.12,,7.53,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-330
BMS332,,,,,,,,,01 07 05.8,-72 21 45,A,0.79,0.79,,7.48,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-332
BMS333,,,,,,,,,01 08 49.9,-72 20 34,A,0.79,0.79,,8.57,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-333
BMS334,,,,,,,,,00 52 21.6,-72 22 48,A,1.24,1.24,,8.02,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-334
BMS336,,,,,,,,,01 03 25.3,-72 20 20,A,2.42,2.42,,8.0,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-336
BMS337,,,,,,,,,01 05 07.0,-72 20 10,A,2.59,2.59,,8.22,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-337
BMS338,,,,,,,,,01 08 45.1,-72 19 33,A,0.79,0.79,,8.47,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-338
BMS339,,,,,,,,,01 06 49.6,-72 19 31,A,1.45,1.45,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-339
BMS34,,,,,,,,,00 48 31.3,-73 30 59,A,1.0,1.0,,8.36,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-34
BMS340,,,,,,,,,00 53 06.8,-72 21 01,A,1.12,1.12,,7.91,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-340
BMS341,,,,,,,,,00 58 00.5,-72 21 36,A,0.79,0.79,,8.26,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-341
BMS342,,,,,,,,,00 59 14.5,-72 20 08,A,1.28,1.28,,8.24,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-342
BMS343,,,,,,,,,00 54 35.6,-72 21 25,A,0.79,0.79,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-343
BMS344,,,,,,,,,00 55 12.6,-72 21 15,A,0.79,0.79,,7.85,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-344
BMS345,,,,,,,,,00 56 46.8,-72 20 34,A,0.83,0.83,,8.31,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-345
BMS346,,,,,,,,,00 58 03.3,-72 19 06,A,1.75,1.75,,8.18,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-346
BMS348,,,,,,,,,00 59 02.6,-72 18 40,A,1.58,1.58,,7.4,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-348
BMS349,,,,,,,,,00 53 24.9,-72 20 14,A,0.79,0.79,,8.63,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-349
BMS35,,,,,,,,,00 42 55.6,-73 30 04,A,0.97,0.97,,9.02,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-35
BMS350,,,,,,,,,00 57 37.6,-72 19 55,A,0.79,0.79,,7.5,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-350
BMS351,,,,,,,,,00 55 43.4,-72 19 54,A,0.79,0.79,,7.77,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-351
BMS354,,,,,,,,,01 08 13.9,-72 16 07,A,1.21,1.21,,8.38,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-354
BMS355,,,,,,,,,00 53 16.1,-72 19 09,A,0.79,0.79,,8.4,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-355
BMS356,,,,,,,,,00 59 02.1,-72 17 26,A,1.26,1.26,,7.73,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-356
BMS357,,,,,,,,,00 54 46.0,-72 19 03,A,0.79,0.79,,8.46,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-357
BMS358,,,,,,,,,01 03 46.4,-72 16 37,A,2.65,2.65,,8.12,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-358
BMS359,,,,,,,,,00 54 27.9,-72 18 23,A,0.79,0.79,,8.14,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-359
BMS36,,,,,,,,,00 55 54.0,-73 30 10,A,1.07,1.07,,8.21,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-36
BMS360,,,,,,,,,00 48 54.9,-72 17 39,A,0.92,0.92,,7.88,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-360
BMS361,,,,,,,,,01 01 19.0,-72 17 28,A,0.79,0.79,,8.37,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-361
BMS362,,,,,,,,,00 58 16.6,-72 16 59,A,1.1,1.1,,8.03,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-362
BMS363,,,,,,,,,01 02 28.3,-72 15 42,A,1.11,1.11,,7.69,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-363
BMS364,,,,,,,,,00 53 53.1,-72 17 09,A,0.95,0.95,,8.24,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-364
BMS366,,,,,,,,,01 05 00.2,-72 15 11,A,0.91,0.91,,7.41,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-366
BMS369,,,,,,,,,00 59 00.0,-72 15 31,A,0.99,0.99,,8.0,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-369
BMS37,,,,,,,,,00 47 23.0,-73 27 04,A,3.36,3.36,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-37
BMS370,,,,,,,,,01 08 14.9,-72 13 43,A,1.13,1.13,,8.25,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-370
BMS371,,,,,,,,,00 58 21.6,-72 15 09,A,1.06,1.06,,7.22,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-371
BMS372,,,,,,,,,00 57 08.5,-72 16 18,A,0.79,0.79,,7.81,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-372
BMS373,,,,,,,,,01 00 41.8,-72 12 56,A,1.62,1.62,,6.7,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-373
BMS374,,,,,,,,,00 56 39.3,-72 15 17,A,0.9,0.9,,7.59,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-374
BMS376,,,,,,,,,01 03 08.9,-72 14 08,A,1.32,1.32,,6.4,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-376
BMS378,,,,,,,,,00 55 20.4,-72 12 02,A,2.63,2.63,,8.85,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-378
BMS38,,,,,,,,,00 56 42.4,-73 30 42,A,0.79,0.79,,8.29,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-38
BMS380,,,,,,,,,01 02 02.1,-72 14 01,A,0.79,0.79,,7.64,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-380
BMS382,,,,,,,,,01 07 24.1,-72 12 44,A,0.79,0.79,,8.26,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-382
BMS383,,,,,,,,,01 03 17.3,-72 12 18,A,1.4,1.4,,7.5,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-383
BMS384,,,,,,,,,01 00 09.3,-72 13 59,A,0.79,0.79,,8.06,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-384
BMS385,,,,,,,,,01 01 01.1,-72 13 35,A,0.79,0.79,,8.07,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-385
BMS386,,,,,,,,,01 06 44.4,-72 12 28,A,0.79,0.79,,8.1,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-386
BMS387,,,,,,,,,00 54 06.0,-72 13 40,A,0.79,0.79,,8.28,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-387
BMS388,,,,,,,,,00 53 45.6,-72 13 44,A,0.79,0.79,,7.93,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-388
BMS389,,,,,,,,,01 05 59.3,-72 12 18,A,0.79,0.79,,8.66,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-389
BMS390,,,,,,,,,00 56 05.2,-72 12 59,A,1.22,1.22,,8.64,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-390
BMS392,,,,,,,,,00 58 13.1,-72 13 14,A,0.79,0.79,,8.49,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-392
BMS394,,,,,,,,,00 57 31.9,-72 12 37,A,1.34,1.34,,8.17,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-394
BMS395,,,,,,,,,01 02 00.6,-72 12 40,A,0.79,0.79,,7.19,BGB+18,,,1.0,B18,[BGB2018] SMC-M2-395
BMS396,,,,,,,,,00 50 01.1,-72 11 31,A,1.56,1.56,,9.28,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-396
BMS398,,,,,,,,,00 57 22.1,-72 12 37,A,0.79,0.79,,7.76,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-398
BMS399,,,,,,,,,01 04 08.3,-72 11 40,A,0.79,0.79,,6.95,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-399
BMS40,,,,,,,,,00 49 35.8,-73 29 40,A,1.08,1.08,,8.46,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-40
BMS400,,,,,,,,,01 00 37.6,-72 11 47,A,2.93,2.93,,7.18,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-400
BMS401,,,,,,,,,01 09 57.8,-72 09 26,A,0.79,0.79,,6.34,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-401
BMS403,,,,,,,,,00 59 34.0,-72 10 38,A,0.83,0.83,,8.36,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-403
BMS404,,,,,,,,,01 02 08.2,-72 10 41,A,1.37,1.37,,7.6,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-404
BMS405,,,,,,,,,01 01 22.4,-72 09 21,A,1.37,1.37,,7.85,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-405
BMS406,,,,,,,,,01 01 44.6,-72 07 35,A,3.33,3.33,,9.02,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-406
BMS407,,,,,,,,,01 03 27.1,-72 09 43,A,0.96,0.96,,8.15,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-407
BMS408,,,,,,,,,01 02 07.4,-72 09 20,A,1.92,1.92,,8.99,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-408
BMS409,,,,,,,,,00 55 11.2,-72 09 24,A,1.14,1.14,,8.76,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-409
BMS41,,,,,,,,,00 41 20.7,-73 29 11,A,0.79,0.79,,8.42,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-41
BMS411,,,,,,,,,01 02 57.9,-72 09 44,A,0.79,0.79,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-411
BMS412,,,,,,,,,00 59 24.9,-72 09 36,A,0.79,0.79,,8.23,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-412
BMS413,,,,,,,,,00 52 19.3,-72 09 55,A,0.79,0.79,,7.2,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-413
BMS414,,,,,,,,,00 57 40.0,-72 09 13,A,0.79,0.79,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-414
BMS415,,,,,,,,,01 00 28.1,-72 07 46,A,1.12,1.12,,8.92,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-415
BMS416,,,,,,,,,00 57 31.7,-72 07 11,A,1.26,1.26,,8.28,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-416
BMS417,,,,,,,,,01 03 56.0,-72 05 50,A,1.26,1.26,,7.68,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-417
BMS418,,,,,,,,,00 56 21.2,-72 07 54,A,0.79,0.79,,7.47,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-418
BMS419,,,,,,,,,01 00 47.0,-72 04 47,A,1.71,1.71,,8.09,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-419
BMS420,,,,,,,,,01 00 21.3,-72 05 29,A,2.49,2.49,,7.81,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-420
BMS421,,,,,,,,,01 09 42.6,-72 04 35,A,0.79,0.79,,8.43,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-421
BMS422,,,,,,,,,00 58 09.5,-72 05 57,A,1.08,1.08,,7.91,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-422
BMS423,,,,,,,,,01 03 11.6,-72 05 52,A,0.79,0.79,,8.02,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-423
BMS424,,,,,,,,,01 02 59.8,-72 04 07,A,0.79,0.79,,8.63,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-424
BMS425,,,,,,,,,00 54 21.5,-71 50 21,A,0.95,0.95,,7.91,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-425
BMS426,,,,,,,,,01 02 34.8,-71 49 39,A,1.42,1.42,,8.27,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-426
BMS428,,,,,,,,,00 51 55.9,-71 52 35,A,1.09,1.09,,8.8,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-428
BMS429,,,,,,,,,01 05 19.7,-71 51 40,A,1.05,1.05,,8.1,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-429
BMS43,,,,,,,,,00 50 37.5,-73 29 40,A,1.23,1.23,,8.46,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-43
BMS431,,,,,,,,,01 09 27.4,-72 01 33,A,1.37,1.37,,7.08,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-431
BMS432,,,,,,,,,01 02 55.6,-72 02 31,A,0.81,0.81,,8.15,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-432
BMS433,,,,,,,,,01 05 06.3,-71 58 21,A,1.36,1.36,,6.49,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-433
BMS434,,,,,,,,,00 58 33.8,-71 55 26,A,0.79,0.79,,8.67,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-434
BMS435,,,,,,,,,00 58 10.8,-71 56 37,A,0.79,0.79,,8.0,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-435
BMS437,,,,,,,,,01 03 25.8,-71 54 25,A,1.29,1.29,,8.67,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-437
BMS439,,,,,,,,,01 05 35.7,-72 01 57,A,0.79,0.79,,8.03,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-439
BMS440,,,,,,,,,01 01 56.1,-72 03 35,A,0.79,0.79,,8.05,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-440
BMS441,,,,,,,,,01 04 58.3,-72 02 10,A,1.3,1.3,,7.58,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-441
BMS442,,,,,,,,,01 02 17.2,-72 00 52,A,1.17,1.17,,8.09,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-442
BMS443,,,,,,,,,00 56 57.6,-72 01 52,A,1.49,1.49,,7.82,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-443
BMS444,,,,,,,,,01 06 30.9,-72 01 57,A,0.79,0.79,,8.61,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-444
BMS446,,,,,,,,,01 08 56.0,-72 01 06,A,0.79,0.79,,8.0,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-446
BMS447,,,,,,,,,01 03 43.0,-72 00 12,A,0.82,0.82,,7.16,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-447
BMS448,,,,,,,,,01 08 12.8,-71 57 30,A,2.08,2.08,,7.78,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-448
BMS449,,,,,,,,,01 03 56.7,-72 00 42,A,0.79,0.79,,8.49,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-449
BMS45,,,,,,,,,00 50 56.6,-73 30 03,A,0.79,0.79,,8.2,BGB+18,,,1.0,B18,[BGB2018] SMC-M2-45
BMS450,,,,,,,,,01 06 18.6,-72 00 09,A,0.79,0.79,,8.33,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-450
BMS452,,,,,,,,,01 03 20.1,-72 04 39,A,0.79,0.79,,7.39,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-452
BMS453,,,,,,,,,00 56 23.6,-72 01 53,A,1.86,1.86,,7.1,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-453
BMS455,,,,,,,,,01 01 13.9,-72 04 03,A,0.79,0.79,,7.66,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-455
BMS46,,,,,,,,,00 42 53.5,-73 28 37,A,1.05,1.05,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-46
BMS47,,,,,,,,,00 56 00.4,-73 27 02,A,3.36,3.36,,8.19,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-47
BMS48,,,,,,,,,00 53 28.1,-73 29 13,A,0.79,0.79,,8.31,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-48
BMS50,,,,,,,,,00 48 49.0,-73 28 38,A,0.82,0.82,,8.09,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-50
BMS51,,,,,,,,,00 56 57.8,-73 28 30,A,0.91,0.91,,8.38,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-51
BMS52,,,,,,,,,00 46 48.8,-73 28 30,A,0.79,0.79,,8.27,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-52
BMS53,,,,,,,,,00 44 47.3,-73 28 07,A,0.79,0.79,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-53
BMS54,,,,,,,,,01 00 58.3,-73 26 53,A,1.22,1.22,,8.26,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-54
BMS55,,,,,,,,,00 46 34.8,-73 28 12,A,0.81,0.81,,8.16,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-55
BMS57,,,,,,,,,00 41 28.5,-73 26 13,A,0.79,0.79,,8.55,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-57
BMS58,,,,,,,,,00 49 58.7,-73 27 20,A,0.89,0.89,,8.32,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-58
BMS59,,,,,,,,,00 50 16.3,-73 27 24,A,0.79,0.79,,8.45,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-59
BMS6,,,,,,,,,00 42 33.3,-73 39 58,A,0.79,0.79,,8.44,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-6
BMS60,,,,,,,,,00 56 58.3,-73 26 30,A,1.53,1.53,,8.0,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-60
BMS61,,,,,,,,,00 40 09.5,-73 25 45,A,0.79,0.79,,8.4,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-61
BMS62,,,,,,,,,00 42 19.1,-73 26 13,A,0.97,0.97,,8.3,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-62
BMS63,,,,,,,,,00 51 31.8,-73 27 19,A,0.79,0.79,,8.32,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-63
BMS64,,,,,,,,,00 51 54.4,-73 27 12,A,0.79,0.79,,8.4,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-64
BMS65,,,,,,,,,00 44 09.7,-73 26 20,A,0.79,0.79,,8.54,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-65
BMS67,,,,,,,,,00 48 51.1,-73 26 07,A,0.96,0.96,,7.42,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-67
BMS69,,,,,,,,,00 48 29.4,-73 26 32,A,0.79,0.79,,8.5,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-69
BMS7,,,,,,,,,00 45 46.1,-73 40 11,A,0.79,0.79,,7.95,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-7
"BMS70,BIS349",,,,,,,,,00 46 42.8,-73 25 09,A,2.92,2.92,,7.81,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-70
BMS71,,,,,,,,,00 47 37.2,-73 24 42,A,1.47,1.47,,7.97,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-71
BMS72,,,,,,,,,00 47 19.2,-73 22 40,A,1.27,1.27,,8.08,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-72
BMS74,,,,,,,,,00 44 17.6,-73 22 57,A,0.97,0.97,,8.19,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-74
BMS76,,,,,,,,,00 44 29.3,-73 21 39,A,2.18,2.18,,8.24,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-76
BMS77,,,,,,,,,00 47 34.8,-73 21 35,A,1.18,1.18,,8.26,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-77
BMS78,,,,,,,,,00 43 29.0,-73 21 37,A,0.99,0.99,,8.29,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-78
BMS8,,,,,,,,,00 42 46.1,-73 38 16,A,0.97,0.97,,8.37,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-8
BMS80,,,,,,,,,00 52 24.3,-73 22 57,A,0.79,0.79,,8.31,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-80
BMS81,,,,,,,,,00 54 56.3,-73 21 47,A,1.51,1.51,,8.14,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-81
BMS82,,,,,,,,,00 46 09.7,-73 22 03,A,0.79,0.79,,8.42,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-82
BMS83,,,,,,,,,00 50 55.3,-73 22 08,A,0.79,0.79,,8.14,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-83
BMS84,,,,,,,,,00 55 54.9,-73 22 24,A,0.79,0.79,,8.37,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-84
BMS86,,,,,,,,,00 44 51.0,-73 16 02,A,2.29,2.29,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-86
BMS88,,,,,,,,,00 52 56.0,-73 21 47,A,0.79,0.79,,8.2,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-88
BMS89,,,,,,,,,00 54 26.4,-73 21 41,A,0.79,0.79,,8.4,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-89
BMS9,,,,,,,,,00 50 01.1,-73 37 53,A,0.79,0.79,,8.25,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-9
BMS90,,,,,,,,,00 51 03.1,-73 21 07,A,0.79,0.79,,8.25,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-90
BMS91,,,,,,,,,00 39 06.0,-73 19 11,A,0.98,0.98,,8.34,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-91
BMS92,,,,,,,,,00 42 14.4,-73 19 53,A,1.39,1.39,,8.17,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-92
BMS93,,,,,,,,,00 45 00.4,-73 18 59,A,1.19,1.19,,8.32,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-93
BMS94,,,,,,,,,00 54 14.9,-73 20 50,A,0.79,0.79,,8.54,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-94
BMS95,,,,,,,,,00 55 40.4,-73 20 36,A,0.95,0.95,,8.26,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-95
BMS96,,,,,,,,,00 42 44.8,-73 19 00,A,1.14,1.14,,10.0,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-96
BMS98,,,,,,,,,01 01 48.0,-73 19 41,A,0.79,0.79,,8.44,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-98
BMS99,,,,,,,,,00 43 03.6,-73 19 14,A,0.79,0.79,,8.66,BGB+18,,,0.0,B18,[BGB2018] SMC-M2-99
BOLOGNA A,00 21 31,-71 56 07,C,0.8,0.8,,sup 47 Tucanae,NAME BOLOGNA A,,,,,,,,,,,,,
"BOLOGNA A,OGLS 321",,,,,,,,,00 21 30.9,-71 56 07,C,0.8,0.8,,,,,,1.0,B18,OGLE-CL SMC  321
"BRHT10b,H88-264,LOGLE326",05 18 11,-69 32 27,C,0.9,0.8,170,mT,BRHT10b,,,,,,,,,,,,,
"BRHT14b,KMHK1040",05 32 20,-67 31 40,C,0.8,0.7,70,"mP,in LH75",BRHT14b,,,,,,,,,,,,,
BRHT15b,05 32 17,-69 15 02,C,0.7,0.6,70,"mT,in NGC2015",BRHT15b,,,,,,,,,,,,,
"BRHT16b,KMHK1131",05 36 10,-68 55 40,C,1.1,1.0,120,"mP,in NGC2042,br*in",BRHT16b,,,,,,,,,,,,,
"BRHT17a,LOGLE238",05 13 19,-69 21 45,CA,1.06,1.06,,m6 in NGC1876,BRHT17a,,,,,,,,,,,,,
"BRHT17b,LOGLE237",05 13 13,-69 22 30,CN,0.6,0.6,,m6 in NGC1874,BRHT17b,,,,,,,,,,,,,
"BRHT18a,NKN-N160-O1",05 39 35,-69 39 19,C,0.31,0.31,,"mT,in NGC2077",BRHT18a,,,,,,,,,,,,,
"BRHT19a,NKN-N160-Y4",05 40 09,-69 40 20,C,0.29,0.29,,"mP,in NGC2085",BRHT19a,,,,,,,,,,,,,
