,Unnamed: 0,id,ra,dec,mag_psf_g,mag_psf_i,mag_psf_j0378,mag_psf_j0395,mag_psf_j0410,mag_psf_j0430,mag_psf_j0515,mag_psf_j0660,mag_psf_j0861,mag_psf_r,mag_psf_u,mag_psf_z,err_mag_psf_g,err_mag_psf_i,err_mag_psf_j0378,err_mag_psf_j0395,err_mag_psf_j0410,err_mag_psf_j0430,err_mag_psf_j0515,err_mag_psf_j0660,err_mag_psf_j0861,err_mag_psf_r,err_mag_psf_u,err_mag_psf_z,aperture_id,center_ra,center_dec,sep_arcsec,star_id
4683,4766,i06MC0115095PU,14.986347011365124,-73.14686578176777,19.25705822563172,19.46790651893616,19.76103706932068,19.703266995429992,19.167843547821043,19.37132073020935,19.27732774066925,19.45405059671402,19.79287309265137,19.31840155029297,20.66079964160919,19.7067023677826,0.03995761,0.059253167,0.12333345,0.19030593,0.098439634,0.113003805,0.07593194,0.053243164,0.14520292,0.04291946,0.20316549,0.11986173,236,15.034833957985256,-73.14830948466681,50.87040455690442,
4688,4771,i06MC01150948K,15.013354565878377,-73.15128173692399,19.18932350730896,19.53045141410828,19.647141904354097,19.478672014951705,19.184543862342835,19.071522837638856,19.35733135986328,19.539105424404145,19.9613634557724,19.36859643554688,20.35652960371971,19.763263360977174,0.038214568,0.06299701,0.112859935,0.15727536,0.099892214,0.08802334,0.08220844,0.05748962,0.16975257,0.045016557,0.15579864,0.12670311,236,15.034833957985256,-73.14830948466681,24.837490076541545,
4708,4791,i06MC01150978Y,15.0011047578974,-73.14258383013215,17.747807014465334,17.999515338897705,18.04023142910004,17.712537974357605,17.652424209594727,17.69453604888916,17.76915685081482,17.946548696517944,18.121985383987425,17.85425412750244,18.478084328651427,18.10267318916321,0.012466354,0.017373761,0.030927984,0.037890393,0.029893728,0.029828683,0.023913706,0.016024513,0.03478046,0.0133402,0.03167504,0.029439796,236,15.034833957985256,-73.14830948466681,40.79655140840647,
4713,4796,i06MC0115096L2,15.020443229141394,-73.14309180309466,18.72583967590332,19.16195189666748,18.97574843811989,18.618770510196686,18.511287158966063,18.536872465133666,18.74731027126312,18.90093786430359,19.23149754714965,18.83926077079773,19.4421570417881,19.133154289245606,0.026310218,0.045784198,0.064926885,0.077507876,0.057912588,0.0570678,0.050095126,0.033909235,0.08908833,0.029037485,0.07082991,0.07219545,236,15.034833957985256,-73.14830948466681,24.05096189363389,
4715,4798,i06MC0115096MG,15.027664890137,-73.14352354088378,18.833551467895507,19.32287585449219,19.217101079911,18.65399447107315,18.756020611763,18.650545986175537,18.9445578956604,19.17417652320862,19.411939761161804,19.002870037078857,19.472370874643325,19.3483392162323,0.02869317,0.052788474,0.07900104,0.079263225,0.07056364,0.063033715,0.059065968,0.042424366,0.10433072,0.03321161,0.07270891,0.087462105,236,15.034833957985256,-73.14830948466681,18.784168782763828,
4722,4805,i06MC0115098LE,15.013934595917773,-73.138486217645,18.208249225616456,18.61759864997864,18.36481620311737,18.076856941223145,18.09001359558105,18.0644377784729,18.187846889495848,18.4952529630661,18.736168167114258,18.402486755371093,18.63074296665192,18.71293224525452,0.017516742,0.028830133,0.039363354,0.049727414,0.041316167,0.039104097,0.03261154,0.024463506,0.05812393,0.020377776,0.035607647,0.04982989,236,15.034833957985256,-73.14830948466681,41.5522226141507,
4729,4812,i06MC0115095TK,15.060467113468532,-73.14626032978191,19.065222873687745,19.428270456314088,19.4403044257164,18.76864579343796,19.11847104549408,18.90997906398773,19.13035110378265,19.28220763015747,19.51585321331024,19.134477714538573,19.6848668512106,19.43159934806824,0.034228776,0.057581343,0.09391248,0.09058515,0.09411757,0.07733738,0.06769511,0.046028167,0.11381303,0.036822114,0.08641476,0.09419887,236,15.034833957985256,-73.14830948466681,27.75137970090817,
4734,4817,i06MC011509741,15.058230252850445,-73.14453663431651,17.181363788604735,17.56950270843506,17.2687671585083,17.021017713546755,17.04205450630188,17.020682008743286,17.203362859725953,17.40879668998718,17.73229424858093,17.334771255493163,17.825796352386476,17.658213108062743,0.00849513,0.012608733,0.01803928,0.023215136,0.019672716,0.018740019,0.016466854,0.010993452,0.025663892,0.009258621,0.019378992,0.020539025,236,15.034833957985256,-73.14830948466681,27.942678012067866,
4735,4818,i06MC0115095YY,15.068633632306645,-73.14655499808907,18.97473038673401,19.33202588272095,19.55621228647232,18.96153522849083,18.96639248943329,18.795956332206725,19.0399524345398,19.180529450416564,19.4666456451416,19.11103663825989,20.32253511404992,19.429791896820067,0.03178328,0.053020004,0.10075024,0.10043901,0.08259645,0.06949286,0.06282645,0.042384993,0.109476194,0.036091544,0.14612377,0.09370177,236,15.034833957985256,-73.14830948466681,35.83690080686523,
4740,4823,i06MC0115096AE,15.075258528725502,-73.14383672836374,18.94341012573242,19.359041568756105,19.12254202985764,18.86014209508896,18.81719772529602,18.86956027317047,18.93151000881195,19.221349750995635,19.498493598937987,19.10953729629517,19.529329483032228,19.52178673171997,0.03133122,0.05454858,0.07208733,0.09512608,0.07402414,0.074695855,0.058418162,0.044200674,0.11253012,0.036275778,0.07458881,0.10195527,236,15.034833957985256,-73.14830948466681,45.161484611131534,
4742,4825,i06MC0115096ZF,15.037864958325198,-73.14252807835832,18.53601516723633,19.057639715194703,18.725928214550017,18.25336799049377,18.421116728782653,18.35556188392639,18.564747085571287,18.776224920272828,19.099706862449647,18.72055723953247,19.163384053707123,19.161136835098265,0.02257991,0.0419433,0.05251432,0.057361975,0.053735096,0.04967064,0.043625552,0.03067587,0.079455085,0.026317945,0.055189986,0.073833965,236,15.034833957985256,-73.14830948466681,21.052146885386907,
4743,4826,i06MC0115096VG,15.050925105305057,-73.14320644991554,19.25704595184326,19.78060424041748,19.765087763786315,19.22581171810627,19.010218950271607,19.17239430713653,19.45108841896057,19.557416699409483,19.974153790950776,19.4186502494812,20.0884142831564,20.177061408042903,0.0402101,0.078755744,0.121807665,0.12632696,0.08586172,0.095404364,0.08885302,0.058375552,0.17131889,0.046840917,0.11930272,0.18433444,236,15.034833957985256,-73.14830948466681,24.891401253639216,
4746,4829,i06MC0115097X9,15.043258346630182,-73.13919899655556,18.94623712730408,19.367307302474977,19.11317711400985,18.89466492652893,18.89472405624389,18.78141246700287,19.008338561058043,19.18880636405945,19.44396576690674,19.09030726242065,19.607531389951703,19.555089204788207,0.03094465,0.05477198,0.07155471,0.096186794,0.07853865,0.06888143,0.061770577,0.042925645,0.10710215,0.03566937,0.078779005,0.105223745,236,15.034833957985256,-73.14830948466681,33.956306394132106,
4747,4830,i06MC0115098ET,15.049934392697669,-73.138738164192,18.463518898010253,18.66098272514344,18.65803224468231,18.362977190017705,18.37946347904205,18.343541845321656,18.493330707550047,18.54650249290466,18.73627052116394,18.56376753234863,19.01710863637924,18.628129451751708,0.02118652,0.029772706,0.048895113,0.062201265,0.05175202,0.048445802,0.040786404,0.025205597,0.057942156,0.022981297,0.047568675,0.04625541,236,15.034833957985256,-73.14830948466681,37.89137245340432,
4763,4846,i06MC01150995M,15.052846095952503,-73.13471089417406,18.706450408935545,19.132540103912355,18.940437927961348,18.590446932315828,18.49240190887452,18.704038558006285,18.786684099197387,19.02765149784088,19.283073399543763,18.9042984046936,19.683525028824807,19.190959899902342,0.025790466,0.044911824,0.062208507,0.07577727,0.05696076,0.065005794,0.052119926,0.037850354,0.093520366,0.030706905,0.08370109,0.076521024,236,15.034833957985256,-73.14830948466681,52.44256032497172,
4764,4847,i06MC0115099M8,15.035619027834787,-73.13415869446673,19.153975122451783,19.57922351074219,19.42339214897156,18.94940134704113,19.0253809671402,19.16670685768128,19.102541628837585,19.471274027347565,19.86263515663147,19.338081148147584,19.52247735071182,19.704228370666502,0.03661957,0.0656672,0.09261537,0.10002006,0.087106146,0.094643466,0.066343285,0.054032493,0.15548554,0.043808945,0.07342543,0.120033264,236,15.034833957985256,-73.14830948466681,50.94943823142652,
4765,4848,i06MC0115099SX,15.036067673710155,-73.1331485697964,19.174078338623048,19.75337016296387,19.58023548340797,19.01135447442532,19.15166349315644,18.92526894569397,19.23199993705749,19.366173872470856,19.80196132373809,19.306676176071168,19.927360646612943,19.882663338661192,0.03728147,0.076275274,0.10381059,0.104950435,0.09679868,0.077474214,0.07375347,0.04963963,0.14689739,0.042559594,0.10366847,0.14054427,236,15.034833957985256,-73.14830948466681,54.594491256591695,
4767,4850,i06MC0115099KI,15.04691837140794,-73.13370198630558,19.248158401489256,19.693655607223512,19.257007552430032,19.31851431548596,19.26180357837677,19.165714678764346,19.280547562599185,19.70189295125008,20.37710097837448,19.377112249374388,19.870115702062844,19.966708510398863,0.039554916,0.07258914,0.07891304,0.13683821,0.10624938,0.09458354,0.0755207,0.06570138,0.24530865,0.04504087,0.09797418,0.15208876,236,15.034833957985256,-73.14830948466681,54.07936419548367,
4828,4911,i06MC004201OOP,89.16877002278733,-68.94037867459906,18.78166743850708,19.08916129112244,19.05843154788017,18.715129155635832,18.737763768196107,18.56714898681641,18.71984213256836,18.97104025745392,19.217146936416626,18.881719425201418,19.77880376160145,19.248907093048096,0.015202829,0.023887636,0.04635456,0.05732523,0.05058728,0.039719813,0.042255547,0.035350095,0.078614034,0.016873999,0.09932738,0.078448944,250,89.13717086975244,-68.93875482644316,41.29471474063744,
4831,4914,i06MC004201STQ,89.17497708729415,-68.92941304940211,18.01850768661499,18.455475463867188,18.1743572473526,17.907437879562377,17.864070182800294,17.86148554420471,17.980912715911867,18.33208633327484,18.59145337677002,18.19753678131104,18.37469087123871,18.707495931625367,0.009349869,0.01450311,0.025398614,0.032457422,0.027132275,0.024436276,0.024912152,0.021363564,0.04698884,0.010418593,0.030913604,0.048964605,250,89.13717086975244,-68.93875482644316,59.36544317693916,
4832,4915,i06MC004201Q3X,89.16867299503025,-68.93388920683594,17.86339351272583,18.32166732788086,18.0676427602768,17.699770290374754,17.650645023345948,17.71506482696533,17.86934672164917,18.203054079055786,18.48336965179444,18.05059750366211,18.418926696777344,18.517034534454343,0.008560548,0.013149658,0.023709694,0.02834292,0.023686735,0.022365665,0.023236912,0.019536138,0.043267768,0.009537699,0.03206605,0.041607,250,89.13717086975244,-68.93875482644316,44.363720530362414,
4834,4917,i06MC004201M82,89.15099866088646,-68.9473538692081,17.5496537361145,18.005838050842286,17.733172845840453,17.414597947120665,17.347767358779908,17.428188625335693,17.536310443878175,17.887518367767335,18.155045810699463,17.74207153701782,18.107310037612915,18.202077796936035,0.007086152,0.010406652,0.019131586,0.023557492,0.019407634,0.018578054,0.0185399,0.01548519,0.033257756,0.00777453,0.025024116,0.03196718,250,89.13717086975244,-68.93875482644316,35.752041019761826,
4837,4920,i06MC004201MLP,89.15151988577038,-68.94369359074146,19.381237712860106,19.76043166160584,19.721896570920944,19.469853330373763,19.22912240600586,19.265820685386657,19.381039198875428,19.66774072408676,19.987695160865783,19.43307597923279,20.21299479484558,19.81033683204651,0.023037378,0.04177897,0.076561466,0.10242731,0.073975,0.06708728,0.07108322,0.06289409,0.1552896,0.025614843,0.14741516,0.12980291,250,89.13717086975244,-68.93875482644316,25.70293744219305,
4840,4923,i06MC004201LVP,89.13598215583944,-68.9457532975738,18.4764953994751,18.8986538066864,18.85066616034508,18.36479147148132,18.373684650421144,18.362622323989868,18.54710429573059,18.77989300251007,19.13048094844818,18.64937010192871,18.982531707286835,19.116029504776,0.012531709,0.02055529,0.04024083,0.044695318,0.03893955,0.034769315,0.037397455,0.030298177,0.07415473,0.014350821,0.05074215,0.07022242,250,89.13717086975244,-68.93875482644316,25.241372615911036,
4846,4929,i06MC004201PC9,89.13636919823819,-68.9347882350569,19.280217376708983,19.61348348999024,19.87254598236084,19.17338796329498,19.09963548755646,19.169682684898376,19.24228726196289,19.59162624835968,19.837392512321472,19.42255933570862,20.29956961750984,19.74378443145752,0.021424184,0.036841694,0.08703053,0.081323124,0.06688981,0.06232036,0.06335579,0.059127156,0.13607863,0.02538812,0.15711455,0.12243114,250,89.13717086975244,-68.93875482644316,14.317349744292644,
4856,4939,i06MC004201NED,89.09890432015222,-68.94310211920714,17.818566932678223,18.329075874328613,17.894947672843934,17.627863604545592,17.59860516166687,17.702931467056274,17.838706192016602,18.168496166229247,18.437547269821167,18.043296173095705,18.139175038337708,18.40900469207764,0.008307009,0.013155647,0.021139935,0.027115865,0.022845158,0.022216594,0.022710105,0.018958973,0.04155588,0.0094322115,0.0254559,0.037885476,250,89.13717086975244,-68.93875482644316,51.91625817068424,
4864,4947,i06MC004201S1Q,89.1073593504292,-68.92904839717109,17.819544998168944,18.21434456253052,18.038706089019776,17.64130790901184,17.62377858734131,17.699138227462768,17.75487752532959,18.11067982673645,18.34089786148072,17.989450290679933,18.40405343055725,18.403111938476563,0.008282621,0.012027147,0.02316803,0.02705724,0.02314715,0.022046544,0.021327833,0.018086733,0.038261097,0.009061946,0.03125129,0.037592996,250,89.13717086975244,-68.93875482644316,52.04941452267005,
4885,4968,i06MC0099008NZ,34.902441546737506,-72.69545395461286,18.631584228515624,19.10262054824829,18.67460546779633,18.49689377784729,18.345303676605223,18.49880500984192,18.598120849609376,18.987171245574952,19.376372705459595,18.88200717163086,18.652934350967406,19.32386733818054,0.018306492,0.023641981,0.028369874,0.037994877,0.034978658,0.036855426,0.034143496,0.02561481,0.069329135,0.018033974,0.021375315,0.04408785,256,34.89606072879171,-72.70518633292275,35.69623656414675,
4896,4991,i06MC00880HLQW,83.1862604719597,-70.42643684005722,19.251405113220216,19.46483507347107,19.982601027965547,19.5326152176857,19.23799487590789,19.21096965026856,19.153440464019777,19.40140509986877,19.80112091588974,19.238573387146,20.231557968139647,19.530938512802123,0.02367963,0.040769782,0.116451696,0.12832208,0.08261798,0.07129194,0.057767518,0.041042097,0.09886181,0.02948813,0.10804006,0.07689794,259,83.17552953763486,-70.43525698554608,34.28774855752774,
4904,4999,i06MC00880HN1S,83.16245062813466,-70.42231159867859,19.077405254364013,19.37361111831665,19.387331245660786,18.88431166625023,18.81498278522492,19.00862404060364,19.13322042274476,19.302936187267303,19.61859820175171,19.178377153396607,19.371912000656128,19.447812683105468,0.020710856,0.03768581,0.07241187,0.077598386,0.05946597,0.06137603,0.057190567,0.037974965,0.08485296,0.028061992,0.055119444,0.071565114,259,83.17552953763486,-70.43525698554608,49.19996564818835,
4905,5000,i06MC00880HLV5,83.13689846091182,-70.42593552876193,19.102272789001464,19.07765188407898,19.83675780725479,19.39967336475849,19.04229403877258,19.086186445236205,19.004231441497804,19.040014079093933,19.23111500930786,18.9093336353302,20.60525684070587,19.07539022636413,0.02099125,0.029145537,0.10175448,0.115611784,0.0706582,0.06437938,0.05154499,0.030647917,0.060846757,0.022347847,0.14522213,0.051620547,259,83.17552953763486,-70.43525698554608,57.41047681678047,
4927,5022,i06MC008604YZ3,75.36335726903513,-71.14845540290858,18.621636707305907,18.96135837936401,19.042037002563475,18.494496361732484,18.45743331336975,18.51664424324036,18.563650869369507,18.87421767616272,19.12198805618286,18.71727278137207,19.72228407907486,18.96486939239502,0.016316833,0.025626218,0.04166434,0.042771272,0.03689506,0.035810556,0.030462887,0.022791168,0.05631392,0.0174047,0.051272377,0.040576667,263,75.37168338334693,-71.13354984504083,54.527694628198326,
