cluster_Names,counts_be_stars,counts_all_stars,fraction_be_stars,Names,logAge,[M/H],amaj
BIS297                                 ,0.0,142,0.0,BIS297                                 , 9.01,     ,1.76
BIS298                                 ,0.0,264,0.0,BIS298                                 , 9.63,     ,1.57
BIS299                                 ,3.0,345,0.008695652173913044,BIS299                                 , 8.54,     ,1.57
BIS300                                 ,8.0,469,0.017057569296375266,BIS300                                 , 8.56,     ,2.36
BIS301                                 ,0.0,187,0.0,BIS301                                 , 8.40,     ,2.43
BIS302                                 ,7.0,308,0.022727272727272728,BIS302                                 , 8.52,     ,1.57
BIS305                                 ,6.0,286,0.02097902097902098,BIS305                                 , 7.85,     ,1.67
BIS306                                 ,1.0,1162,0.0008605851979345956,BIS306                                 , 9.19,     ,3.12
BIS307                                 ,0.0,31,0.0,BIS307                                 , 8.86,     ,1.57
BIS308                                 ,0.0,160,0.0,BIS308                                 , 9.32,     ,1.6
BIS309                                 ,2.0,548,0.0036496350364963502,BIS309                                 , 8.21,     ,1.57
BIS311                                 ,2.0,1396,0.0014326647564469914,BIS311                                 , 9.70,     ,3.36
BIS312                                 ,1.0,255,0.00392156862745098,BIS312                                 , 8.78,     ,1.61
BIS313                                 ,13.0,1272,0.010220125786163521,BIS313                                 , 8.50,     ,3.36
BIS314                                 ,5.0,595,0.008403361344537815,BIS314                                 , 8.69,     ,2.12
BIS316                                 ,0.0,228,0.0,BIS316                                 , 8.91,     ,1.57
BIS317                                 ,1.0,149,0.006711409395973154,BIS317                                 , 8.99,     ,1.59
BIS318                                 ,3.0,952,0.0031512605042016808,BIS318                                 , 8.79,     ,2.58
BIS319                                 ,0.0,560,0.0,BIS319                                 , 8.60,     ,2.31
BIS320                                 ,32.0,2985,0.010720268006700168,BIS320                                 , 9.81,     ,3.36
BIS322                                 ,5.0,452,0.011061946902654867,BIS322                                 , 8.60,     ,1.77
BIS323                                 ,2.0,829,0.0024125452352231603,BIS323                                 , 9.15,     ,2.48
BIS324                                 ,0.0,259,0.0,BIS324                                 , 8.77,     ,1.57
BIS325                                 ,0.0,81,0.0,BIS325                                 , 9.08,     ,1.57
BIS326                                 ,0.0,565,0.0,BIS326                                 , 8.33,     ,2.17
BIS328                                 ,0.0,66,0.0,BIS328                                 , 8.91,     ,1.56
BIS329                                 ,2.0,266,0.007518796992481203,BIS329                                 , 9.07,     ,1.56
BIS330                                 ,6.0,1365,0.004395604395604396,BIS330                                 , 8.19,     ,3.36
BIS332                                 ,0.0,38,0.0,BIS332                                 , 8.28,     ,1.64
"BIS333,BMS97                           ",2.0,570,0.0035087719298245615,"BIS333,BMS97                           ", 7.59,     ,2.93
BIS334                                 ,1.0,265,0.0037735849056603774,BIS334                                 , 8.65,     ,1.56
BIS336                                 ,1.0,112,0.008928571428571428,BIS336                                 , 8.91,     ,1.57
BIS337                                 ,0.0,292,0.0,BIS337                                 , 8.96,     ,1.92
BIS338                                 ,1.0,323,0.0030959752321981426,BIS338                                 , 9.31,     ,1.57
BIS339                                 ,0.0,286,0.0,BIS339                                 , 8.55,     ,1.57
BIS340                                 ,0.0,414,0.0,BIS340                                 , 8.49,     ,1.62
BIS341                                 ,8.0,1248,0.00641025641025641,BIS341                                 , 8.63,     ,3.36
BIS342                                 ,0.0,75,0.0,BIS342                                 , 8.20,     ,1.57
BIS343                                 ,1.0,325,0.003076923076923077,BIS343                                 , 9.06,     ,1.69
BIS344                                 ,6.0,1321,0.004542013626040878,BIS344                                 , 8.40,     ,2.4
BIS345                                 ,4.0,405,0.009876543209876543,BIS345                                 , 8.54,     ,1.57
BIS346                                 ,1.0,218,0.0045871559633027525,BIS346                                 , 8.78,     ,1.62
BIS347                                 ,14.0,1742,0.008036739380022962,BIS347                                 , 8.48,     ,3.36
BIS348                                 ,1.0,1636,0.0006112469437652812,BIS348                                 , 9.28,     ,3.36
BIS350                                 ,0.0,76,0.0,BIS350                                 , 8.08,     ,1.89
BIS351                                 ,1.0,316,0.0031645569620253164,BIS351                                 , 8.25,     ,1.76
BIS352                                 ,1.0,180,0.005555555555555556,BIS352                                 , 8.73,     ,1.56
BIS353                                 ,1.0,93,0.010752688172043012,BIS353                                 , 8.54,     ,2.19
BIS356                                 ,1.0,192,0.005208333333333333,BIS356                                 , 8.40,     ,2.92
BIS357                                 ,6.0,412,0.014563106796116505,BIS357                                 , 8.48,     ,1.57
BIS359                                 ,2.0,760,0.002631578947368421,BIS359                                 , 8.36,     ,2.33
BIS360                                 ,0.0,192,0.0,BIS360                                 , 8.84,     ,1.57
BIS361                                 ,3.0,696,0.004310344827586207,BIS361                                 , 8.72,     ,2.34
BIS362                                 ,0.0,243,0.0,BIS362                                 , 8.14,     ,1.57
BIS363                                 ,5.0,312,0.016025641025641024,BIS363                                 , 8.53,     ,1.57
BIS364                                 ,0.0,293,0.0,BIS364                                 , 9.04,     ,1.62
BIS365                                 ,0.0,185,0.0,BIS365                                 , 8.48,     ,1.57
BIS366                                 ,1.0,328,0.003048780487804878,BIS366                                 , 9.11,     ,1.82
BIS367                                 ,18.0,2415,0.007453416149068323,BIS367                                 , 8.18,     ,3.36
BIS368                                 ,3.0,759,0.003952569169960474,BIS368                                 , 7.85,     ,3.36
BIS369                                 ,0.0,36,0.0,BIS369                                 , 8.45,     ,1.57
BIS370                                 ,14.0,1231,0.011372867587327376,BIS370                                 , 8.09,     ,3.36
