cluster_Names,counts_be_stars,counts_all_stars,fraction_be_stars,Names,logAge,[M/H],amaj
BUS814                                 ,2.0,224,0.008928571428571428,BUS814                                 , 8.74,     ,1.9
BUS815                                 ,0.0,52,0.0,BUS815                                 , 8.45,     ,1.18
BUS816                                 ,0.0,153,0.0,BUS816                                 , 8.99,     ,1.37
BUS817                                 ,0.0,58,0.0,BUS817                                 , 8.27,     ,1.18
BUS818                                 ,1.0,39,0.02564102564102564,BUS818                                 , 8.20,     ,1.18
BUS820                                 ,1.0,100,0.01,BUS820                                 , 8.91,     ,1.29
BUS822                                 ,0.0,210,0.0,BUS822                                 , 8.16,     ,2.12
BUS823                                 ,14.0,665,0.021052631578947368,BUS823                                 , 8.20,     ,2.74
BUS824                                 ,1.0,107,0.009345794392523364,BUS824                                 , 8.91,     ,1.18
BUS825                                 ,6.0,757,0.007926023778071334,BUS825                                 , 8.06,     ,3.23
BUS826                                 ,7.0,282,0.024822695035460994,BUS826                                 , 8.54,     ,1.77
BUS827                                 ,1.0,69,0.014492753623188406,BUS827                                 , 8.51,     ,1.18
BUS829                                 ,1.0,243,0.00411522633744856,BUS829                                 , 8.15,     ,1.69
BUS830                                 ,3.0,173,0.017341040462427744,BUS830                                 , 7.76,     ,1.42
BUS831                                 ,0.0,82,0.0,BUS831                                 , 8.29,     ,1.18
BUS832                                 ,0.0,49,0.0,BUS832                                 , 8.54,     ,1.18
BUS833                                 ,0.0,94,0.0,BUS833                                 , 8.60,     ,1.18
BUS835                                 ,2.0,429,0.004662004662004662,BUS835                                 , 7.91,     ,1.71
BUS836                                 ,3.0,2553,0.0011750881316098707,BUS836                                 , 8.83,     ,3.36
BUS837                                 ,3.0,467,0.006423982869379015,BUS837                                 , 8.11,     ,1.94
BUS839                                 ,2.0,866,0.0023094688221709007,BUS839                                 , 8.62,     ,2.56
BUS840                                 ,0.0,739,0.0,BUS840                                 , 9.30,     ,3.36
BUS841                                 ,0.0,59,0.0,BUS841                                 , 8.51,     ,1.18
BUS843                                 ,2.0,131,0.015267175572519083,BUS843                                 , 8.30,     ,1.18
BUS844                                 ,4.0,879,0.004550625711035267,BUS844                                 , 8.43,     ,2.42
BUS846                                 ,0.0,222,0.0,BUS846                                 , 8.78,     ,1.56
BUS847                                 ,0.0,165,0.0,BUS847                                 , 8.42,     ,1.48
BUS848                                 ,2.0,55,0.03636363636363636,BUS848                                 , 8.40,     ,1.18
BUS849                                 ,6.0,1149,0.005221932114882507,BUS849                                 , 8.42,     ,3.36
BUS850                                 ,0.0,784,0.0,BUS850                                 , 8.85,     ,1.95
BUS851                                 ,2.0,53,0.03773584905660377,BUS851                                 , 8.73,     ,1.18
BUS852                                 ,0.0,56,0.0,BUS852                                 , 8.81,     ,1.18
BUS853                                 ,4.0,450,0.008888888888888889,BUS853                                 , 8.21,     ,1.99
BUS854                                 ,0.0,1264,0.0,BUS854                                 , 8.48,     ,2.95
BUS855                                 ,0.0,190,0.0,BUS855                                 , 8.46,     ,1.18
BUS857                                 ,1.0,1410,0.0007092198581560284,BUS857                                 , 8.20,     ,2.08
"BUS858,BIS419                          ",0.0,230,0.0,"BUS858,BIS419                          ", 8.90,     ,1.18
BUS859                                 ,0.0,120,0.0,BUS859                                 , 8.82,     ,1.18
BUS860                                 ,0.0,333,0.0,BUS860                                 , 8.65,     ,1.18
BUS861                                 ,1.0,211,0.004739336492890996,BUS861                                 , 8.51,     ,1.21
BUS862                                 ,0.0,141,0.0,BUS862                                 , 8.72,     ,1.62
BUS863                                 ,0.0,230,0.0,BUS863                                 , 7.98,     ,1.18
BUS864                                 ,0.0,56,0.0,BUS864                                 , 8.56,     ,1.18
BUS865                                 ,0.0,28,0.0,BUS865                                 , 8.41,     ,1.18
BUS867                                 ,0.0,144,0.0,BUS867                                 , 8.17,     ,1.41
BUS868                                 ,1.0,126,0.007936507936507936,BUS868                                 , 8.19,     ,1.52
BUS869                                 ,4.0,635,0.006299212598425197,BUS869                                 , 7.54,     ,3.36
BUS870                                 ,0.0,63,0.0,BUS870                                 , 9.22,     ,1.18
BUS871                                 ,4.0,846,0.004728132387706856,BUS871                                 , 8.94,     ,1.88
BUS873                                 ,0.0,155,0.0,BUS873                                 , 8.30,     ,1.25
BUS875                                 ,1.0,347,0.002881844380403458,BUS875                                 , 8.05,     ,1.84
BUS876                                 ,0.0,215,0.0,BUS876                                 , 8.51,     ,1.69
BUS878                                 ,0.0,29,0.0,BUS878                                 , 8.81,     ,1.18
BUS879                                 ,0.0,127,0.0,BUS879                                 , 7.58,     ,1.98
BUS880                                 ,4.0,1246,0.0032102728731942215,BUS880                                 , 8.50,     ,3.36
BUS881                                 ,2.0,85,0.023529411764705882,BUS881                                 , 8.65,     ,1.18
BUS883                                 ,0.0,92,0.0,BUS883                                 , 8.29,     ,1.18
BUS884                                 ,2.0,220,0.00909090909090909,BUS884                                 , 8.47,     ,1.72
BUS885                                 ,1.0,603,0.001658374792703151,BUS885                                 , 8.42,     ,2.1
BUS886                                 ,2.0,272,0.007352941176470588,BUS886                                 , 8.20,     ,1.77
BUS887                                 ,2.0,495,0.00404040404040404,BUS887                                 , 8.50,     ,1.75
BUS888                                 ,2.0,247,0.008097165991902834,BUS888                                 , 8.08,     ,1.21
BUS889                                 ,8.0,284,0.028169014084507043,BUS889                                 , 9.64,     ,1.79
BUS890                                 ,16.0,1094,0.014625228519195612,BUS890                                 , 7.84,     ,3.3
BUS892                                 ,4.0,258,0.015503875968992248,BUS892                                 , 8.40,     ,1.91
BUS895                                 ,1.0,283,0.0035335689045936395,BUS895                                 , 9.04,     ,2.39
BUS896                                 ,0.0,23,0.0,BUS896                                 , 8.67,     ,1.18
BUS897                                 ,2.0,324,0.006172839506172839,BUS897                                 , 8.52,     ,1.28
BUS898                                 ,2.0,336,0.005952380952380952,BUS898                                 , 8.18,     ,1.78
BUS899                                 ,1.0,363,0.0027548209366391185,BUS899                                 , 8.04,     ,1.87
BUS900                                 ,14.0,1450,0.009655172413793104,BUS900                                 , 8.44,     ,3.36
BUS901                                 ,0.0,292,0.0,BUS901                                 , 8.47,     ,2.66
BUS902                                 ,2.0,734,0.0027247956403269754,BUS902                                 , 8.12,     ,3.28
BUS903                                 ,0.0,193,0.0,BUS903                                 , 9.01,     ,1.69
BUS904                                 ,0.0,134,0.0,BUS904                                 , 8.47,     ,1.89
BUS906                                 ,0.0,37,0.0,BUS906                                 , 8.66,     ,1.18
BUS908                                 ,11.0,1256,0.00875796178343949,BUS908                                 , 8.42,     ,3.36
BUS909                                 ,0.0,30,0.0,BUS909                                 , 8.37,     ,1.18
BUS911                                 ,0.0,141,0.0,BUS911                                 , 7.08,     ,1.98
BUS912                                 ,3.0,434,0.0069124423963133645,BUS912                                 , 8.61,     ,3.26
BUS914                                 ,0.0,74,0.0,BUS914                                 , 8.44,     ,1.33
BUS915                                 ,0.0,18,0.0,BUS915                                 , 8.57,     ,1.18
BUS916                                 ,0.0,81,0.0,BUS916                                 , 8.60,     ,1.48
BUS917                                 ,1.0,72,0.013888888888888888,BUS917                                 , 8.36,     ,1.55
BUS918                                 ,7.0,787,0.008894536213468869,BUS918                                 , 8.35,     ,2.7
BUS919                                 ,17.0,1389,0.012239020878329733,BUS919                                 , 8.58,     ,3.36
BUS921                                 ,29.0,1357,0.021370670596904937,BUS921                                 , 7.96,     ,3.36
BUS922                                 ,3.0,195,0.015384615384615385,BUS922                                 , 8.78,     ,1.34
BUS923                                 ,2.0,219,0.0091324200913242,BUS923                                 , 8.22,     ,1.86
BUS924                                 ,7.0,789,0.008871989860583017,BUS924                                 , 8.08,     ,2.6
BUS925                                 ,0.0,52,0.0,BUS925                                 , 8.90,     ,1.18
BUS926                                 ,14.0,1447,0.009675190048375951,BUS926                                 , 9.33,     ,3.36
BUS927                                 ,1.0,89,0.011235955056179775,BUS927                                 , 8.70,     ,1.45
BUS928                                 ,2.0,186,0.010752688172043012,BUS928                                 , 8.36,     ,1.93
BUS929                                 ,0.0,65,0.0,BUS929                                 , 8.70,     ,1.18
BUS930                                 ,0.0,49,0.0,BUS930                                 , 8.75,     ,1.18
BUS931                                 ,0.0,18,0.0,BUS931                                 , 8.67,     ,1.18
BUS932                                 ,0.0,21,0.0,BUS932                                 , 8.23,     ,1.18
BUS933                                 ,14.0,1351,0.010362694300518135,BUS933                                 , 7.33,     ,3.36
BUS934                                 ,0.0,195,0.0,BUS934                                 , 7.72,     ,1.78
BUS935                                 ,7.0,801,0.008739076154806492,BUS935                                 , 8.78,     ,2.55
BUS937                                 ,15.0,1087,0.013799448022079117,BUS937                                 , 7.12,     ,3.21
BUS938                                 ,0.0,68,0.0,BUS938                                 , 8.54,     ,1.18
BUS939                                 ,1.0,37,0.02702702702702703,BUS939                                 , 8.50,     ,1.18
BUS940                                 ,1.0,166,0.006024096385542169,BUS940                                 , 7.77,     ,1.26
BUS941                                 ,4.0,287,0.013937282229965157,BUS941                                 , 8.36,     ,1.52
BUS942                                 ,0.0,99,0.0,BUS942                                 , 8.27,     ,1.35
BUS943                                 ,3.0,753,0.00398406374501992,BUS943                                 , 8.67,     ,3.36
BUS944                                 ,4.0,641,0.0062402496099844,BUS944                                 , 8.27,     ,2.54
BUS945                                 ,9.0,1063,0.008466603951081843,BUS945                                 , 8.33,     ,3.36
BUS946                                 ,0.0,62,0.0,BUS946                                 , 8.46,     ,1.59
BUS950                                 ,6.0,1026,0.005847953216374269,BUS950                                 , 8.26,     ,3.36
BUS951                                 ,35.0,1168,0.029965753424657533,BUS951                                 , 7.65,     ,3.24
BUS952                                 ,5.0,539,0.00927643784786642,BUS952                                 , 8.79,     ,3.36
BUS953                                 ,16.0,947,0.01689545934530095,BUS953                                 , 8.04,     ,2.99
BUS955                                 ,0.0,39,0.0,BUS955                                 , 8.41,     ,1.18
BUS956                                 ,4.0,259,0.015444015444015444,BUS956                                 , 8.45,     ,2.24
BUS957                                 ,1.0,22,0.045454545454545456,BUS957                                 , 8.40,     ,1.18
BUS958                                 ,4.0,399,0.010025062656641603,BUS958                                 , 8.26,     ,2.58
BUS960                                 ,1.0,352,0.002840909090909091,BUS960                                 , 8.30,     ,3.0
BUS961                                 ,11.0,987,0.011144883485309016,BUS961                                 , 7.83,     ,3.36
BUS962                                 ,1.0,70,0.014285714285714285,BUS962                                 , 8.50,     ,1.18
BUS963                                 ,0.0,250,0.0,BUS963                                 , 8.61,     ,1.31
BUS964                                 ,3.0,805,0.0037267080745341614,BUS964                                 , 8.52,     ,3.36
BUS965                                 ,1.0,804,0.0012437810945273632,BUS965                                 , 8.97,     ,3.36
BUS967                                 ,2.0,536,0.0037313432835820895,BUS967                                 , 8.57,     ,3.36
BUS968                                 ,1.0,115,0.008695652173913044,BUS968                                 , 8.87,     ,1.18
BUS969                                 ,0.0,29,0.0,BUS969                                 , 8.36,     ,1.18
BUS971                                 ,0.0,270,0.0,BUS971                                 , 8.65,     ,1.84
BUS972                                 ,0.0,32,0.0,BUS972                                 , 8.30,     ,1.18
BUS973                                 ,2.0,146,0.0136986301369863,BUS973                                 , 8.65,     ,1.63
BUS974                                 ,3.0,408,0.007352941176470588,BUS974                                 , 8.46,     ,2.16
BUS975                                 ,0.0,97,0.0,BUS975                                 , 8.40,     ,1.32
BUS976                                 ,5.0,724,0.006906077348066298,BUS976                                 , 8.26,     ,3.07
BUS977                                 ,0.0,255,0.0,BUS977                                 , 8.53,     ,1.97
BUS979                                 ,7.0,1208,0.005794701986754967,BUS979                                 , 8.62,     ,3.36
BUS980                                 ,4.0,826,0.004842615012106538,BUS980                                 , 8.09,     ,3.36
BUS981                                 ,0.0,190,0.0,BUS981                                 , 8.78,     ,1.91
BUS982                                 ,0.0,114,0.0,BUS982                                 , 8.57,     ,1.79
BUS983                                 ,2.0,455,0.004395604395604396,BUS983                                 , 8.00,     ,2.61
BUS984                                 ,0.0,286,0.0,BUS984                                 , 8.35,     ,2.1
BUS985                                 ,5.0,930,0.005376344086021506,BUS985                                 , 8.20,     ,3.36
BUS986                                 ,1.0,156,0.00641025641025641,BUS986                                 , 8.44,     ,1.46
BUS987                                 ,4.0,613,0.0065252854812398045,BUS987                                 , 8.17,     ,2.67
BUS988                                 ,1.0,31,0.03225806451612903,BUS988                                 , 8.55,     ,1.18
BUS989                                 ,0.0,40,0.0,BUS989                                 , 8.56,     ,1.18
BUS990                                 ,0.0,135,0.0,BUS990                                 , 8.41,     ,1.57
BUS991                                 ,1.0,75,0.013333333333333334,BUS991                                 , 8.47,     ,1.4
BUS994                                 ,0.0,28,0.0,BUS994                                 , 8.42,     ,1.18
BUS995                                 ,1.0,79,0.012658227848101266,BUS995                                 , 8.36,     ,1.18
BUS996                                 ,4.0,355,0.011267605633802818,BUS996                                 , 8.28,     ,2.09
BUS997                                 ,1.0,154,0.006493506493506494,BUS997                                 , 8.33,     ,1.55
BUS999                                 ,1.0,499,0.002004008016032064,BUS999                                 , 8.24,     ,2.41
"C1,KMHK1266                     ",0.0,232,0.0,"C1,KMHK1266                     ",,,0.65
"C10,KMHK1435                    ",0.0,170,0.0,"C10,KMHK1435                    ",,,1.1
C11                             ,0.0,16,0.0,C11                             ,,,0.4
"C3,KMHK1296                     ",0.0,100,0.0,"C3,KMHK1296                     ",,,0.6
C6                              ,0.0,7,0.0,C6                              ,,,0.4
"C7,KMHK1341                     ",0.0,88,0.0,"C7,KMHK1341                     ",,,0.85
C9                              ,0.0,98,0.0,C9                              ,,,0.5
CVH1                                   ,0.0,86,0.0,CVH1                                   ,     ,     ,1.7
CVH2                                   ,3.0,425,0.007058823529411765,CVH2                                   , 7.40,     ,2.9
CVH3                                   ,8.0,684,0.011695906432748537,CVH3                                   , 8.20,     ,1.9
"DEM66,B-OB10                           ",279.0,30010,0.009296901032989004,"DEM66,B-OB10                           ",     ,     ,18.0
DEMS10                                 ,20.0,1278,0.01564945226917058,DEMS10                                 , 7.20,     ,4.5
"DEMS100,MA1128                         ",1.0,96,0.010416666666666666,"DEMS100,MA1128                         ", 7.20,     ,1.2
DEMS101                                ,1.0,104,0.009615384615384616,DEMS101                                , 6.70,     ,1.3
"DEMS102,H-A44,B-OB15,BIS650            ",19.0,1050,0.018095238095238095,"DEMS102,H-A44,B-OB15,BIS650            ", 6.70,     ,4.0
DEMS103                                ,269.0,22061,0.012193463578260278,DEMS103                                ,     ,     ,14.0
DEMS104                                ,322.0,29167,0.011039873830013371,DEMS104                                ,     ,     ,17.0
"DEMS105,BUS947                         ",5.0,596,0.008389261744966443,"DEMS105,BUS947                         ", 8.52,     ,2.8
"DEMS107,MA1188                         ",4.0,154,0.025974025974025976,"DEMS107,MA1188                         ",     ,     ,1.2
"DEMS108,B-OB17                         ",41.0,5568,0.0073635057471264365,"DEMS108,B-OB17                         ",     ,     ,8.4
DEMS111                                ,24.0,782,0.030690537084398978,DEMS111                                ,     ,     ,2.2
"DEMS112,BUS959                         ",27.0,567,0.047619047619047616,"DEMS112,BUS959                         ", 7.50,     ,1.7
DEMS113                                ,7.0,242,0.028925619834710745,DEMS113                                ,     ,     ,1.2
DEMS114                                ,547.0,56747,0.009639276085079387,DEMS114                                , 6.70,     ,20.0
"DEMS118,H-A50                          ",15.0,1043,0.014381591562799617,"DEMS118,H-A50                          ", 6.90,     ,3.0
DEMS12                                 ,3.0,655,0.004580152671755725,DEMS12                                 ,     ,     ,2.2
DEMS121                                ,3.0,252,0.011904761904761904,DEMS121                                ,     ,     ,1.2
DEMS122                                ,6.0,271,0.02214022140221402,DEMS122                                , 7.40,     ,1.4
DEMS124                                ,471.0,35886,0.013124895502424344,DEMS124                                , 6.60,     ,19.0
DEMS125                                ,196.0,14939,0.013120021420443136,DEMS125                                , 6.80,     ,11.0
"DEMS126,BMS451                         ",5.0,687,0.00727802037845706,"DEMS126,BMS451                         ", 6.90,     ,3.9
"DEMS128,SNR J0105.4-7209               ",4.0,227,0.01762114537444934,"DEMS128,SNR J0105.4-7209               ", 7.30,     ,1.6
DEMS129                                ,6.0,303,0.019801980198019802,DEMS129                                ,     ,     ,0.55
DEMS131                                ,3.0,264,0.011363636363636364,DEMS131                                ,     ,     ,1.7
DEMS132                                ,40.0,3344,0.011961722488038277,DEMS132                                ,     ,     ,7.0
DEMS133                                ,0.0,511,0.0,DEMS133                                , 7.70,     ,1.2
DEMS134                                ,215.0,21940,0.009799453053783045,DEMS134                                ,     ,     ,14.0
DEMS136                                ,31.0,3663,0.008463008463008462,DEMS136                                ,     ,     ,8.0
DEMS137                                ,4.0,79,0.05063291139240506,DEMS137                                ,     ,     ,0.9
"DEMS138,BUS783                         ",16.0,1644,0.009732360097323601,"DEMS138,BUS783                         ", 8.40,     ,4.6
DEMS13nw                               ,0.0,77,0.0,DEMS13nw                               , 7.00,     ,1.9
"DEMS14,HA-8                            ",2.0,48,0.041666666666666664,"DEMS14,HA-8                            ", 6.80,     ,1.9
DEMS140                                ,71.0,16762,0.00423577138766257,DEMS140                                ,     ,     ,12.0
DEMS141                                ,14.0,982,0.014256619144602852,DEMS141                                , 9.04,     ,3.8
DEMS142                                ,1.0,230,0.004347826086956522,DEMS142                                ,     ,     ,2.1
DEMS143                                ,1.0,128,0.0078125,DEMS143                                ,     ,     ,1.5
"DEMS144,BUS856                         ",1.0,560,0.0017857142857142857,"DEMS144,BUS856                         ", 6.85,     ,2.3
DEMS145                                ,2.0,318,0.006289308176100629,DEMS145                                ,     ,     ,2.4
DEMS146                                ,5.0,158,0.03164556962025317,DEMS146                                ,     ,     ,0.6
DEMS15                                 ,1.0,16,0.0625,DEMS15                                 ,     ,     ,1.6
DEMS153                                ,2.0,74,0.02702702702702703,DEMS153                                ,     ,     ,1.1
DEMS154                                ,1.0,48,0.020833333333333332,DEMS154                                ,     ,     ,1.0
DEMS155                                ,3.0,153,0.0196078431372549,DEMS155                                ,     ,     ,1.8
DEMS156                                ,9.0,290,0.03103448275862069,DEMS156                                ,     ,     ,2.8
DEMS157                                ,185.0,16319,0.01133647895091611,DEMS157                                ,     ,     ,22.0
DEMS158                                ,0.0,170,0.0,DEMS158                                ,     ,     ,1.8
DEMS159                                ,3.0,80,0.0375,DEMS159                                ,     ,     ,1.5
DEMS160n                               ,5.0,166,0.030120481927710843,DEMS160n                               ,     ,     ,3.1
DEMS160s                               ,2.0,34,0.058823529411764705,DEMS160s                               ,     ,     ,1.4
DEMS161n                               ,34.0,89,0.38202247191011235,DEMS161n                               ,     ,     ,1.2
DEMS161s                               ,14.0,77,0.18181818181818182,DEMS161s                               ,     ,     ,1.1
DEMS162n                               ,2.0,166,0.012048192771084338,DEMS162n                               ,     ,     ,1.8
DEMS162s                               ,7.0,398,0.017587939698492462,DEMS162s                               ,     ,     ,3.4
DEMS163                                ,79.0,2414,0.03272576636288318,DEMS163                                ,     ,     ,10.0
DEMS165                                ,8.0,716,0.0111731843575419,DEMS165                                ,     ,     ,7.0
"DEMS167,SGshell-SMC1                   ",204.0,16105,0.012666873641726173,"DEMS167,SGshell-SMC1                   ",     ,     ,35.0
DEMS168                                ,1.0,359,0.002785515320334262,DEMS168                                ,     ,     ,7.0
DEMS169                                ,6.0,622,0.00964630225080386,DEMS169                                ,     ,     ,9.5
DEMS17                                 ,0.0,91,0.0,DEMS17                                 , 6.80,     ,1.8
DEMS170                                ,0.0,12,0.0,DEMS170                                ,     ,     ,1.2
DEMS171                                ,1.0,403,0.0024813895781637717,DEMS171                                ,     ,     ,8.4
DEMS172                                ,2.0,84,0.023809523809523808,DEMS172                                ,     ,     ,4.5
DEMS19                                 ,42.0,3276,0.01282051282051282,DEMS19                                 , 7.00,     ,6.0
"DEMS20,BIS375                          ",3.0,377,0.007957559681697613,"DEMS20,BIS375                          ", 7.80,     ,2.5
DEMS21                                 ,6.0,783,0.007662835249042145,DEMS21                                 ,     ,     ,2.2
DEMS22                                 ,1.0,80,0.0125,DEMS22                                 , 7.00,     ,1.8
"DEMS24,MA142                           ",12.0,764,0.015706806282722512,"DEMS24,MA142                           ", 6.70,     ,1.9
DEMS268                                ,7.0,636,0.0110062893081761,DEMS268                                , 8.43,     ,3.9
DEMS27                                 ,13.0,1041,0.012487992315081652,DEMS27                                 , 6.80,     ,2.4
DEMS29                                 ,125.0,12147,0.010290606734173046,DEMS29                                 , 6.80,     ,8.5
"DEMS30,MA184                           ",1.0,255,0.00392156862745098,"DEMS30,MA184                           ", 7.00,     ,1.8
DEMS31                                 ,11.0,321,0.03426791277258567,DEMS31                                 , 8.60,     ,1.6
DEMS33                                 ,6.0,1990,0.003015075376884422,DEMS33                                 ,     ,     ,3.6
"DEMS34,MA187                           ",0.0,53,0.0,"DEMS34,MA187                           ", 7.00,     ,0.65
"DEMS39,MA216                           ",3.0,62,0.04838709677419355,"DEMS39,MA216                           ", 6.90,     ,0.65
"DEMS42e,ESO29SNR17,SNR J0048.3-7319,   ",3.0,473,0.006342494714587738,"DEMS42e,ESO29SNR17,SNR J0048.3-7319,   ",     ,     ,2.0
DEMS44                                 ,65.0,7236,0.008982863460475402,DEMS44                                 , 7.00,     ,6.7
DEMS46e                                ,19.0,3794,0.005007907221929362,DEMS46e                                , 6.80,     ,3.9
DEMS46w                                ,9.0,2802,0.0032119914346895075,DEMS46w                                , 6.70,     ,4.0
"DEMS47,B-OB6w                          ",14.0,3424,0.0040887850467289715,"DEMS47,B-OB6w                          ", 6.90,     ,4.2
DEMS48                                 ,1.0,105,0.009523809523809525,DEMS48                                 ,     ,     ,0.7
DEMS49                                 ,9.0,1283,0.007014809041309431,DEMS49                                 , 6.80,     ,4.2
DEMS5                                  ,14.0,962,0.014553014553014554,DEMS5                                  , 7.00,     ,2.9
DEMS51                                 ,15.0,1898,0.007903055848261328,DEMS51                                 , 6.80,     ,4.5
"DEMS52,MA370                           ",11.0,376,0.02925531914893617,"DEMS52,MA370                           ", 6.80,     ,1.4
"DEMS53,BMS68                           ",22.0,2511,0.008761449621664676,"DEMS53,BMS68                           ", 7.00,     ,3.5
DEMS56                                 ,14.0,2959,0.004731328151402501,DEMS56                                 ,     ,     ,5.6
DEMS58                                 ,30.0,4411,0.0068011788710043075,DEMS58                                 ,     ,     ,6.0
DEMS59                                 ,5.0,370,0.013513513513513514,DEMS59                                 , 6.80,     ,1.4
DEMS6                                  ,9.0,123,0.07317073170731707,DEMS6                                  ,     ,     ,1.1
"DEMS63,B-OB8                           ",55.0,9070,0.006063947078280044,"DEMS63,B-OB8                           ", 6.80,     ,11.0
DEMS64                                 ,83.0,9841,0.0084341022253836,DEMS64                                 ,     ,     ,11.0
"DEMS65,MA523                           ",10.0,339,0.029498525073746312,"DEMS65,MA523                           ",     ,     ,2.0
DEMS67                                 ,2.0,539,0.0037105751391465678,DEMS67                                 ,     ,     ,3.0
DEMS69                                 ,26.0,3538,0.007348784624081402,DEMS69                                 , 6.80,     ,4.9
DEMS7                                  ,5.0,171,0.029239766081871343,DEMS7                                  , 7.20,     ,1.0
DEMS70n                                ,123.0,14850,0.008282828282828282,DEMS70n                                , 7.00,     ,10.0
DEMS70s                                ,68.0,8880,0.0076576576576576575,DEMS70s                                , 6.80,     ,7.0
DEMS73                                 ,3.0,303,0.009900990099009901,DEMS73                                 ,     ,     ,1.2
DEMS74                                 ,75.0,13743,0.005457323728443571,DEMS74                                 , 6.80,     ,9.0
DEMS76                                 ,4.0,497,0.008048289738430584,DEMS76                                 ,     ,     ,3.0
DEMS78                                 ,6.0,523,0.011472275334608031,DEMS78                                 , 6.80,     ,1.4
"DEMS79,BMS430,BUS948                   ",3.0,309,0.009708737864077669,"DEMS79,BMS430,BUS948                   ", 7.55,     ,1.8
DEMS80                                 ,81.0,13268,0.006104914078987037,DEMS80                                 , 7.20,     ,10.9
DEMS81                                 ,2.0,849,0.002355712603062426,DEMS81                                 ,     ,     ,2.8
DEMS83sw                               ,11.0,300,0.03666666666666667,DEMS83sw                               ,     ,     ,1.6
DEMS84                                 ,0.0,68,0.0,DEMS84                                 ,     ,     ,0.9
DEMS86                                 ,30.0,2232,0.013440860215053764,DEMS86                                 ,     ,     ,4.4
DEMS87                                 ,59.0,4859,0.012142416135007203,DEMS87                                 , 6.60,     ,8.0
DEMS88                                 ,5.0,428,0.011682242990654205,DEMS88                                 , 7.20,     ,1.6
DEMS89                                 ,16.0,3042,0.005259697567389875,DEMS89                                 , 7.00,     ,3.2
DEMS90                                 ,66.0,4389,0.015037593984962405,DEMS90                                 ,     ,     ,6.0
DEMS96                                 ,1.0,139,0.007194244604316547,DEMS96                                 ,     ,     ,1.4
DEMS97                                 ,2.0,1401,0.0014275517487508922,DEMS97                                 ,     ,     ,4.0
DEMS98                                 ,5.0,187,0.026737967914438502,DEMS98                                 , 7.20,     ,1.9
DEMS99                                 ,8.0,236,0.03389830508474576,DEMS99                                 , 7.00,     ,1.2
"ESO85SC03,KMHK80",0.0,16,0.0,"ESO85SC03,KMHK80",,,1.4
"ESO86SC27,KMHK1292,GKK-O233     ",0.0,223,0.0,"ESO86SC27,KMHK1292,GKK-O233     ",,,1.3
GKK-187                         ,0.0,144,0.0,GKK-187                         ,,,1.46
GKK-240                         ,3.0,256,0.01171875,GKK-240                         ,,,1.46
GKK-O10                         ,0.0,102,0.0,GKK-O10                         ,,,1.46
GKK-O100                        ,0.0,218,0.0,GKK-O100                        ,,,1.46
GKK-O102                        ,1.0,284,0.0035211267605633804,GKK-O102                        ,,,1.46
GKK-O103                        ,1.0,1433,0.0006978367062107466,GKK-O103                        ,,,2.92
GKK-O105                        ,0.0,227,0.0,GKK-O105                        ,,,1.46
GKK-O106                        ,9.0,1772,0.005079006772009029,GKK-O106                        ,,,2.92
GKK-O108                        ,2.0,271,0.007380073800738007,GKK-O108                        ,,,1.46
GKK-O11                         ,0.0,162,0.0,GKK-O11                         ,,,1.46
GKK-O116                        ,14.0,3498,0.004002287021154946,GKK-O116                        ,,,2.92
GKK-O117                        ,0.0,656,0.0,GKK-O117                        ,,,1.53
GKK-O119                        ,0.0,612,0.0,GKK-O119                        ,,,1.53
GKK-O125                        ,0.0,836,0.0,GKK-O125                        ,,,2.92
GKK-O131                        ,1.0,916,0.001091703056768559,GKK-O131                        ,,,2.92
GKK-O132                        ,0.0,246,0.0,GKK-O132                        ,,,1.46
GKK-O136                        ,4.0,1823,0.0021941854086670325,GKK-O136                        ,,,2.99
GKK-O138                        ,3.0,104,0.028846153846153848,GKK-O138                        ,,,0.7
GKK-O146                        ,3.0,2964,0.0010121457489878543,GKK-O146                        ,,,2.99
GKK-O147                        ,4.0,793,0.005044136191677175,GKK-O147                        ,,,2.92
GKK-O15                         ,4.0,1093,0.0036596523330283625,GKK-O15                         ,,,2.92
GKK-O150                        ,1.0,257,0.0038910505836575876,GKK-O150                        ,,,1.46
GKK-O151                        ,3.0,238,0.012605042016806723,GKK-O151                        ,,,1.46
GKK-O153                        ,1.0,350,0.002857142857142857,GKK-O153                        ,,,1.46
GKK-O155,8.0,386,0.02072538860103627,GKK-O155,,,1.46
GKK-O156                        ,2.0,753,0.0026560424966799467,GKK-O156                        ,,,2.99
GKK-O157                        ,0.0,108,0.0,GKK-O157                        ,,,1.46
GKK-O158                        ,0.0,141,0.0,GKK-O158                        ,,,1.46
GKK-O159                        ,1.0,200,0.005,GKK-O159                        ,,,1.46
GKK-O16                         ,1.0,706,0.00141643059490085,GKK-O16                         ,,,2.92
GKK-O161                        ,24.0,1296,0.018518518518518517,GKK-O161                        ,,,2.92
GKK-O167                        ,16.0,1639,0.009762050030506406,GKK-O167                        ,,,2.99
GKK-O169                        ,0.0,88,0.0,GKK-O169                        ,,,1.46
GKK-O17                         ,1.0,940,0.0010638297872340426,GKK-O17                         ,,,2.92
GKK-O18                         ,0.0,781,0.0,GKK-O18                         ,,,2.92
GKK-O184                        ,0.0,328,0.0,GKK-O184                        ,,,1.46
