ra,dec,OGLE-II,OGLE-III,OGLE-IV,Offset,RemOut
80.53333,-69.70194,LMC_SC6_397698,LMC103.3.112366,LMC503.02.93368,13,
80.63517,-69.62644,LMC_SC6_404641,LMC162.5.61,LMC503.02.110165,M,5.0
80.66158,-69.66217,LMC_SC6_404825,LMC162.5.583,LMC503.02.50497,12,
80.5875,-69.67181,LMC_SC6_405104,LMC103.4.51762,LMC503.02.111010,11,
80.53567,-69.64894,LMC_SC6_405411,LMC103.4.51557,LMC503.02.111368,A,13.0
80.13396,-69.70669,LMC_SC6_40874,LMC103.3.78287,LMC503.03.93174,A,0.0
80.11346,-69.68703,LMC_SC6_40914,LMC103.3.78338,LMC503.03.109926,2,
80.10596,-69.72097,LMC_SC6_40956,LMC103.3.78463,LMC503.03.93383,M,1.0
80.10588,-69.68508,LMC_SC6_41028,LMC103.4.15829,LMC503.03.110049,A,0.0
80.1005,-69.69344,LMC_SC6_41192,LMC103.3.78734,LMC503.03.110231,1,
80.53933,-69.59353,LMC_SC6_413269,LMC103.4.118860,LMC503.10.64861,A,18.0
80.56738,-69.59156,LMC_SC6_413387,LMC103.4.118987,LMC503.10.64945,M,0.0
80.55708,-69.51317,LMC_SC6_422485,LMC100.1.57510,LMC503.10.80494,8,
80.50133,-69.52767,LMC_SC6_423230,LMC100.1.58726,LMC503.10.81369,17,
80.5965,-69.47969,LMC_SC6_431532,LMC100.1.57447,LMC503.10.80459,11,
80.6275,-69.48969,LMC_SC6_431536,LMC161.8.15,LMC503.10.80454,A,14.0
80.50392,-69.44744,LMC_SC6_431549,LMC100.1.133871,LMC503.10.98690,M,22.0
80.62521,-69.48022,LMC_SC6_431586,LMC161.8.85,LMC503.10.80543,M,17.0
80.49892,-69.50147,LMC_SC6_431614,LMC100.1.57620,LMC503.10.80661,A,9.0
80.59004,-69.49208,LMC_SC6_431638,LMC161.8.205,LMC503.10.80690,A,15.0
80.54829,-69.49247,LMC_SC6_431773,LMC100.1.58028,LMC503.10.81013,2,
80.6345,-69.47628,LMC_SC6_431831,LMC161.8.68387,LMC503.10.82152,M,8.0
80.54775,-69.49736,LMC_SC6_432053,LMC100.1.58975,LMC503.10.81858,M,16.0
80.04996,-69.67833,LMC_SC6_43295,LMC103.4.18069,LMC503.03.112495,A,20.0
80.55821,-69.42492,LMC_SC6_440350,LMC100.1.134106,LMC503.10.98877,M,0.0
80.53767,-69.40531,LMC_SC6_440385,LMC100.1.134090,LMC503.10.98917,A,5.0
80.55358,-69.40131,LMC_SC6_440389,LMC100.1.134403,LMC503.10.98921,0,
80.11337,-69.70633,LMC_SC6_44171,LMC103.3.81413,LMC503.03.100292,M,20.0
80.53458,-69.33442,LMC_SC6_447858,LMC100.2.55738,LMC503.10.115429,A,17.0
80.51771,-69.25575,LMC_SC6_462158,LMC100.2.123366,LMC503.19.48342,A,1.0
80.59504,-69.24575,LMC_SC6_462707,LMC100.3.49604,LMC503.19.49554,M,15.0
80.64529,-69.18747,LMC_SC6_469287,LMC161.6.343,LMC503.19.13245,A,10.0
80.05817,-69.6725,LMC_SC6_48714,LMC103.4.16050,LMC503.03.110337,A,10.0
80.01025,-69.657,LMC_SC6_50359,LMC103.4.17576,LMC503.03.113221,A,29.0
80.00746,-70.00444,LMC_SC6_5608,LMC103.1.48671,LMC502.28.64397,A,34.0
80.11488,-69.59419,LMC_SC6_57379,LMC103.4.84525,LMC503.11.71777,A,21.0
80.0715,-69.60358,LMC_SC6_57436,LMC103.4.84485,LMC503.11.71750,A,9.0
80.05412,-69.58094,LMC_SC6_57487,LMC103.4.84469,LMC503.11.71700,6,
80.07713,-69.58669,LMC_SC6_57657,LMC103.4.84756,LMC503.11.72063,A,15.0
80.03221,-69.57686,LMC_SC6_57707,LMC103.4.84678,LMC503.11.72127,M,11.0
80.10412,-69.57072,LMC_SC6_57741,LMC103.4.84812,LMC503.11.72170,M,2.0
80.03196,-69.56467,LMC_SC6_57771,LMC103.4.84679,LMC503.11.71868,M,0.0
80.14333,-70.00925,LMC_SC6_5808,LMC103.1.48955,LMC502.28.64748,0,
80.07104,-69.98864,LMC_SC6_5871,LMC103.2.12878,LMC502.28.64809,A,9.0
80.07854,-69.59417,LMC_SC6_59277,LMC103.4.90288,LMC503.11.74205,A,17.0
80.08346,-69.58836,LMC_SC6_59459,LMC103.4.87265,LMC503.11.74429,A,18.0
80.09092,-69.55575,LMC_SC6_66600,LMC103.4.84788,LMC503.11.71885,8,
80.1375,-69.52136,LMC_SC6_66743,LMC100.1.19638,LMC503.11.88523,A,15.0
80.14554,-69.55628,LMC_SC6_66758,LMC103.4.85719,LMC503.11.72251,M,22.0
80.05337,-69.54628,LMC_SC6_66811,LMC100.1.19798,LMC503.11.71922,M,4.0
80.15088,-69.49231,LMC_SC6_75944,LMC100.1.19569,LMC503.11.88234,M,0.0
79.99375,-69.45844,LMC_SC6_77005,LMC100.1.96050,LMC503.11.90432,A,0.0
80.01121,-69.43322,LMC_SC6_84997,LMC100.1.95049,LMC503.11.107447,A,24.0
80.06725,-69.41817,LMC_SC6_85034,LMC100.1.95120,LMC503.11.107519,M,7.0
80.13229,-69.40683,LMC_SC6_85043,LMC100.1.95071,LMC503.11.107459,12,
80.09475,-69.43625,LMC_SC6_85083,LMC100.1.95291,LMC503.11.107611,M,12.0
80.11796,-69.43522,LMC_SC6_85084,LMC100.1.95320,LMC503.11.107614,A,9.0
80.02229,-69.43208,LMC_SC6_85092,LMC100.1.95222,LMC503.11.107626,M,3.0
80.01721,-69.42706,LMC_SC6_85104,LMC100.1.95214,LMC503.11.107639,21,
80.11808,-69.38506,LMC_SC6_86216,LMC100.2.20784,LMC503.11.109331,13,
80.01783,-69.32536,LMC_SC6_93649,LMC100.2.88460,LMC503.11.125704,A,22.0
80.11621,-69.35128,LMC_SC6_93659,LMC100.2.18911,LMC503.11.125687,0,
80.04892,-69.36978,LMC_SC6_93892,LMC100.2.19377,LMC503.11.125963,11,
79.409,-69.05814,LMC_SC7_101447,LMC100.5.33078,LMC503.22.46385,0,
79.42296,-69.04914,LMC_SC7_107999,LMC100.5.33084,LMC503.22.46458,0,
79.60783,-69.77542,LMC_SC7_126885,LMC103.6.38797,LMC503.04.92302,A,2.0
79.60812,-69.76311,LMC_SC7_126908,LMC103.6.38798,LMC503.04.92330,12,
79.628,-69.75708,LMC_SC7_126924,LMC103.6.93658,LMC503.04.92586,A,16.0
79.69779,-69.76981,LMC_SC7_128683,LMC103.6.41314,LMC503.04.94656,0,
79.68512,-69.73242,LMC_SC7_134342,LMC103.6.93381,LMC503.04.92253,7,
79.67579,-69.71453,LMC_SC7_134351,LMC103.6.93379,LMC503.04.92270,23,
79.60483,-69.69983,LMC_SC7_134449,LMC103.6.93436,LMC503.04.92470,A,12.0
79.53121,-69.74814,LMC_SC7_134493,LMC103.6.78920,LMC503.05.27056,2,
79.55971,-69.73411,LMC_SC7_134549,LMC103.6.79237,LMC503.04.92712,M,14.0
79.67175,-69.72125,LMC_SC7_134597,LMC103.6.93719,LMC503.04.92784,19,
79.48704,-69.70653,LMC_SC7_14102,LMC103.6.78766,LMC503.05.26735,M,22.0
79.51617,-69.72283,LMC_SC7_14174,LMC103.6.79185,LMC503.05.26868,A,24.0
79.69704,-69.67414,LMC_SC7_142100,LMC103.5.47190,LMC503.04.109336,A,47.0
79.66942,-69.64953,LMC_SC7_142143,LMC103.5.47238,LMC503.04.109414,9,
79.66025,-69.63919,LMC_SC7_142154,LMC103.5.47235,LMC503.04.109429,A,0.0
79.63704,-69.66222,LMC_SC7_142214,LMC103.5.47226,LMC503.04.109396,A,0.0
79.68033,-69.63872,LMC_SC7_142436,LMC103.5.47586,LMC503.04.109568,14,
79.59342,-69.65817,LMC_SC7_142765,LMC103.5.47806,LMC503.04.109821,21,
79.51779,-69.72642,LMC_SC7_14766,LMC103.6.79190,LMC503.05.27169,0,
79.51325,-69.71981,LMC_SC7_14852,LMC103.6.79833,LMC503.05.28109,14,
79.665,-69.59939,LMC_SC7_149446,LMC103.5.107564,LMC503.12.73604,15,
79.59979,-69.58458,LMC_SC7_149487,LMC103.5.107588,LMC503.12.73652,2,
79.64796,-69.60033,LMC_SC7_149542,LMC103.5.107692,LMC503.12.73716,A,0.0
79.57496,-69.59217,LMC_SC7_149550,LMC103.5.107648,LMC503.12.73729,24,
79.68071,-69.55314,LMC_SC7_157395,LMC100.8.54202,LMC503.12.73810,11,
79.58571,-69.54461,LMC_SC7_157410,LMC100.8.54135,LMC503.12.73838,A,5.0
79.63271,-69.53611,LMC_SC7_157430,LMC100.8.54164,LMC503.12.89353,A,16.0
79.56729,-69.53803,LMC_SC7_157623,LMC100.8.54292,LMC503.12.89535,7,
79.57171,-69.54486,LMC_SC7_158035,LMC100.8.54303,LMC503.12.74241,18,
79.54742,-69.54267,LMC_SC7_158052,LMC100.8.37805,LMC503.12.75425,22,
79.56071,-69.53333,LMC_SC7_158172,LMC100.8.54774,LMC503.12.89573,A,20.0
79.6525,-69.56161,LMC_SC7_158746,LMC103.5.110135,LMC503.12.77082,A,14.0
79.56088,-69.50433,LMC_SC7_165468,LMC100.8.54025,LMC503.12.89286,10,
79.6735,-69.49308,LMC_SC7_165473,LMC100.8.54063,LMC503.12.89297,0,
79.57092,-69.51583,LMC_SC7_165512,LMC100.8.54115,LMC503.12.89274,A,10.0
79.64121,-69.47906,LMC_SC7_165580,LMC100.8.129759,LMC503.12.89469,M,17.0
79.59475,-69.48414,LMC_SC7_165761,LMC100.8.54359,LMC503.12.89853,12,
79.60242,-69.48383,LMC_SC7_165769,LMC100.8.54376,LMC503.12.89858,23,
79.60258,-69.50906,LMC_SC7_166004,LMC100.8.55027,LMC503.12.90543,M,14.0
79.59296,-69.49653,LMC_SC7_167288,LMC100.8.56453,LMC503.12.93019,16,
79.61896,-69.42186,LMC_SC7_174453,LMC100.8.129218,LMC503.12.108045,A,8.0
79.59846,-69.43258,LMC_SC7_174801,LMC100.8.129660,LMC503.12.108561,15,
79.53804,-69.42122,LMC_SC7_174860,LMC100.8.110882,LMC503.13.36481,A,13.0
79.56871,-69.44181,LMC_SC7_175280,LMC100.8.130216,LMC503.12.109329,M,23.0
79.64488,-69.42406,LMC_SC7_175499,LMC100.8.129770,LMC503.12.108615,M,23.0
79.6245,-69.32014,LMC_SC7_192215,LMC100.7.122526,LMC503.12.127465,2,
79.64946,-69.33558,LMC_SC7_192246,LMC100.7.52719,LMC503.12.127616,A,7.0
79.54792,-69.27675,LMC_SC7_199665,LMC100.7.105659,LMC503.21.58948,2,
79.60171,-69.26456,LMC_SC7_199677,LMC100.7.122564,LMC503.21.58950,9,
79.61712,-69.24153,LMC_SC7_199693,LMC100.6.50490,LMC503.21.59043,A,1.0
79.66204,-69.24094,LMC_SC7_199695,LMC100.6.50504,LMC503.21.59046,A,11.0
79.68192,-69.25456,LMC_SC7_199755,LMC100.7.122739,LMC503.21.59167,A,22.0
79.58567,-69.26742,LMC_SC7_199864,LMC100.7.122666,LMC503.21.59141,A,17.0
79.59875,-69.26661,LMC_SC7_200186,LMC100.7.123489,LMC503.21.60225,A,16.0
79.59321,-69.19386,LMC_SC7_207078,LMC100.6.50572,LMC503.21.73826,A,16.0
79.59758,-69.19081,LMC_SC7_207085,LMC100.6.50481,LMC503.21.73687,A,12.0
79.53796,-69.20325,LMC_SC7_207212,LMC100.6.34598,LMC503.22.14562,A,13.0
79.66187,-69.14258,LMC_SC7_214391,LMC100.6.119378,LMC503.21.89737,7,
79.60467,-69.16664,LMC_SC7_214397,LMC100.6.119412,LMC503.21.73714,M,7.0
79.69854,-69.16189,LMC_SC7_214441,LMC100.6.119569,LMC503.21.73892,A,30.0
79.57438,-69.15814,LMC_SC7_214760,LMC100.6.120109,LMC503.21.75491,24,
79.62962,-69.15175,LMC_SC7_215510,LMC100.6.120400,LMC503.21.90325,10,
79.51871,-69.66128,LMC_SC7_21785,LMC103.5.30161,LMC503.05.43508,A,22.0
79.45479,-69.69506,LMC_SC7_21799,LMC103.6.78758,LMC503.05.43531,A,14.0
79.48713,-69.65892,LMC_SC7_21923,LMC103.5.30368,LMC503.05.43728,A,13.0
79.38937,-69.68583,LMC_SC7_22022,LMC103.5.30477,LMC503.05.43889,A,19.0
79.5995,-69.08497,LMC_SC7_221151,LMC100.5.48293,LMC503.21.89802,A,16.0
79.40104,-69.64819,LMC_SC7_22790,LMC103.5.31006,LMC503.05.45111,M,22.0
79.50304,-69.84256,LMC_SC7_229,LMC103.7.64585,LMC503.05.11482,8,
79.83962,-69.85881,LMC_SC7_239672,LMC103.2.50740,LMC503.04.13719,M,32.0
79.84858,-69.78844,LMC_SC7_246362,LMC103.3.40,LMC503.04.13803,M,31.0
79.8265,-69.78853,LMC_SC7_246605,LMC103.3.28,LMC503.04.13741,A,21.0
79.77633,-69.69764,LMC_SC7_254716,LMC103.3.62727,LMC503.04.49398,M,19.0
79.75138,-69.71642,LMC_SC7_254736,LMC103.6.93405,LMC503.04.92268,A,13.0
79.78454,-69.75342,LMC_SC7_254861,LMC103.3.62975,LMC503.04.31295,23,
79.81788,-69.70047,LMC_SC7_255057,LMC103.3.63031,LMC503.04.31565,A,1.0
79.79729,-69.69881,LMC_SC7_255063,LMC103.3.63003,LMC503.04.49697,M,11.0
79.76625,-69.67419,LMC_SC7_262765,LMC103.5.47201,LMC503.04.49408,2,
79.79721,-69.65256,LMC_SC7_262816,LMC103.4.35,LMC503.04.49486,A,10.0
79.74133,-69.65872,LMC_SC7_262885,LMC103.5.47389,LMC503.04.109404,0,
79.79338,-69.65133,LMC_SC7_262896,LMC103.4.112,LMC503.04.49621,A,8.0
79.84092,-69.65131,LMC_SC7_262897,LMC103.4.137,LMC503.04.49488,A,29.0
79.70558,-69.64406,LMC_SC7_262907,LMC103.5.47366,LMC503.04.109426,A,13.0
79.84337,-69.66056,LMC_SC7_263457,LMC103.4.341,LMC503.04.49896,32,
79.74308,-69.66289,LMC_SC7_264474,LMC103.5.50574,LMC503.04.112233,0,
79.76392,-69.63261,LMC_SC7_270397,LMC103.5.47270,LMC503.04.49506,8,
79.76612,-69.59036,LMC_SC7_270428,LMC103.5.107777,LMC503.12.161,M,4.0
79.77625,-69.63803,LMC_SC7_270437,LMC103.4.100,LMC503.04.49662,M,129.0
79.70525,-69.58967,LMC_SC7_270706,LMC103.5.107726,LMC503.12.73735,M,11.0
79.84133,-69.58553,LMC_SC7_270723,LMC103.4.67563,LMC503.12.471,12,
79.76146,-69.55514,LMC_SC7_278354,LMC103.5.108107,LMC503.12.651,0,
79.84917,-69.53994,LMC_SC7_278429,LMC100.1.491,LMC503.12.755,A,15.0
79.7725,-69.53194,LMC_SC7_278460,LMC100.1.349,LMC503.12.17844,2,
79.81508,-69.52058,LMC_SC7_278512,LMC100.1.435,LMC503.12.17917,M,19.0
79.79183,-69.49631,LMC_SC7_286541,LMC100.1.5,LMC503.12.17481,10,
79.81908,-69.51836,LMC_SC7_286553,LMC100.1.56,LMC503.12.17524,A,6.0
79.73492,-69.51267,LMC_SC7_286612,LMC100.8.54242,LMC503.12.89391,M,11.0
79.76871,-69.51142,LMC_SC7_286616,LMC100.1.123,LMC503.12.17651,A,11.0
79.72325,-69.50744,LMC_SC7_286622,LMC100.8.54233,LMC503.12.89401,12,
79.79742,-69.46897,LMC_SC7_286698,LMC100.1.75764,LMC503.12.17760,A,8.0
79.823,-69.51383,LMC_SC7_286726,LMC100.1.446,LMC503.12.17960,A,34.0
79.52112,-69.60739,LMC_SC7_30131,LMC103.5.91857,4,,
79.4905,-69.59406,LMC_SC7_30276,LMC103.5.91976,LMC503.13.176,6,
79.76342,-69.36919,LMC_SC7_303722,LMC100.2.1,LMC503.12.57455,10,
79.71329,-69.37547,LMC_SC7_303815,LMC100.7.52620,LMC503.12.127471,A,17.0
79.76587,-69.36375,LMC_SC7_303835,LMC100.2.44,LMC503.12.57492,A,26.0
79.49867,-69.60197,LMC_SC7_30988,LMC103.5.93023,LMC503.13.949,A,31.0
79.84779,-69.31403,LMC_SC7_311615,LMC100.2.71221,LMC503.12.57684,M,11.0
79.75446,-69.32814,LMC_SC7_311691,LMC100.7.123173,LMC503.12.127935,A,14.0
79.74562,-69.23767,LMC_SC7_318531,LMC100.6.50457,LMC503.21.58971,M,10.0
79.84642,-69.24753,LMC_SC7_319109,LMC100.3.1061,LMC503.21.1529,A,16.0
79.77612,-69.19894,LMC_SC7_325291,LMC100.3.27,LMC503.21.14845,M,17.0
79.70892,-69.22108,LMC_SC7_325318,LMC100.6.50670,LMC503.21.73663,5,
79.70046,-69.22503,LMC_SC7_325405,LMC100.6.51000,LMC503.21.73986,A,20.0
79.78562,-69.13256,LMC_SC7_331927,LMC100.3.62534,LMC503.21.30342,6,
79.82604,-69.11925,LMC_SC7_332024,LMC100.3.62665,LMC503.21.30449,A,11.0
79.78521,-69.06836,LMC_SC7_338162,LMC100.4.32,LMC503.21.45155,A,17.0
79.83154,-69.06072,LMC_SC7_338222,LMC100.4.138,LMC503.21.45234,A,12.0
79.70192,-69.02978,LMC_SC7_344568,LMC100.5.48273,LMC503.21.103793,7,
79.86296,-69.02981,LMC_SC7_344753,LMC100.4.446,LMC503.21.45562,M,1.0
79.83492,-68.96189,LMC_SC7_351460,LMC100.4.57301,LMC503.29.27,A,22.0
79.82221,-68.97192,LMC_SC7_351479,LMC100.4.57372,LMC503.29.71,A,39.0
79.87233,-69.81753,LMC_SC7_356732,LMC103.3.142,LMC503.04.13781,9,
79.93325,-69.80183,LMC_SC7_364122,LMC103.3.445,LMC503.04.14242,M,17.0
79.87038,-69.80139,LMC_SC7_364123,LMC103.3.368,LMC503.04.13933,M,13.0
79.97642,-69.70206,LMC_SC7_372003,LMC103.3.62805,LMC503.04.30972,1,
80.00142,-69.74417,LMC_SC7_372472,LMC103.3.78986,LMC503.03.94294,M,14.0
79.94875,-69.65336,LMC_SC7_379926,LMC103.4.20,LMC503.04.49427,A,0.0
79.92646,-69.66953,LMC_SC7_380039,LMC103.4.196,LMC503.04.49577,A,16.0
79.87296,-69.68961,LMC_SC7_380432,LMC103.3.63663,LMC503.04.49758,18,
79.41921,-69.56853,LMC_SC7_38637,LMC103.5.91812,LMC503.13.28,M,15.0
79.43917,-69.56789,LMC_SC7_38639,LMC103.5.91820,LMC503.13.97,M,3.0
79.51208,-69.56978,LMC_SC7_38667,LMC103.5.91997,LMC503.13.93,A,0.0
79.42158,-69.56836,LMC_SC7_38669,LMC103.5.91814,LMC503.13.94,M,3.0
79.43963,-69.56658,LMC_SC7_38672,LMC103.5.91821,LMC503.13.100,A,4.0
79.44467,-69.57492,LMC_SC7_38726,LMC103.5.92193,LMC503.13.236,A,31.0
79.44396,-69.57114,LMC_SC7_38737,LMC103.5.91934,LMC503.13.254,M,9.0
79.43767,-69.56728,LMC_SC7_38749,LMC103.5.91929,LMC503.13.271,0,
79.91833,-69.63394,LMC_SC7_388060,LMC103.4.63,LMC503.04.49504,A,12.0
79.92467,-69.60592,LMC_SC7_388171,LMC103.4.67406,LMC503.12.130,A,2.0
79.99988,-69.59603,LMC_SC7_388193,LMC103.4.84424,LMC503.11.71772,A,0.0
80.01571,-69.58917,LMC_SC7_388199,LMC103.4.84438,LMC503.11.71796,A,20.0
79.5195,-69.53114,LMC_SC7_38830,LMC100.8.36269,LMC503.13.17295,A,17.0
79.4375,-69.55683,LMC_SC7_38966,LMC103.5.92180,LMC503.13.703,A,24.0
79.52475,-69.54075,LMC_SC7_39018,LMC100.8.36274,LMC503.13.360,0,
79.51346,-69.57844,LMC_SC7_39117,LMC103.5.93063,LMC503.13.545,M,0.0
80.03204,-69.53331,LMC_SC7_397035,LMC100.1.19269,LMC503.11.88149,A,21.0
79.92083,-69.52139,LMC_SC7_397207,LMC100.1.271,LMC503.12.17632,3,
79.87346,-69.57056,LMC_SC7_397258,LMC103.4.67633,LMC503.12.562,A,13.0
79.46738,-69.53011,LMC_SC7_39751,LMC100.8.37439,LMC503.13.18083,M,15.0
79.93496,-69.56,LMC_SC7_398811,LMC103.4.70985,LMC503.12.3928,6,
79.91975,-69.51342,LMC_SC7_406398,LMC100.1.266,LMC503.12.17646,5,
79.94471,-69.505,LMC_SC7_406417,LMC100.1.293,LMC503.12.17667,11,
79.95167,-69.50497,LMC_SC7_407047,LMC100.1.4732,LMC503.12.18946,A,14.0
79.90567,-69.49672,LMC_SC7_407162,LMC100.1.1702,LMC503.12.19078,17,
80.00942,-69.45278,LMC_SC7_415751,LMC100.1.95208,LMC503.11.107583,A,6.0
79.96346,-69.45189,LMC_SC7_415753,LMC100.1.75922,LMC503.12.37634,3,
79.95821,-69.45119,LMC_SC7_415759,LMC100.1.75915,LMC503.12.37641,24,
79.991,-69.44794,LMC_SC7_415764,LMC100.1.95194,LMC503.11.107591,17,
79.93408,-69.43731,LMC_SC7_415779,LMC100.1.75709,LMC503.12.37562,3,
79.92771,-69.43147,LMC_SC7_415788,LMC100.1.75885,LMC503.12.37692,A,5.0
79.87392,-69.41558,LMC_SC7_415822,LMC100.1.75839,LMC503.12.37737,A,14.0
79.91779,-69.41508,LMC_SC7_415824,LMC100.1.75880,LMC503.12.37738,A,15.0
79.92704,-69.44997,LMC_SC7_415904,LMC100.1.76281,LMC503.12.37913,M,0.0
79.95383,-69.44397,LMC_SC7_415940,LMC100.1.75714,LMC503.12.37555,15,
79.95175,-69.44036,LMC_SC7_415950,LMC100.1.76338,LMC503.12.37975,15,
79.87517,-69.41036,LMC_SC7_416073,LMC100.1.75841,LMC503.12.37755,A,11.0
79.87942,-69.32197,LMC_SC7_432867,LMC100.2.71114,LMC503.12.57535,A,77.0
79.98825,-69.31961,LMC_SC7_433061,LMC100.2.88780,LMC503.11.126229,A,13.0
79.99525,-69.28367,LMC_SC7_440121,LMC100.2.88607,LMC503.20.55452,2,
79.96921,-69.239,LMC_SC7_440351,LMC100.3.571,LMC503.21.571,A,1.0
79.987,-69.11714,LMC_SC7_455753,LMC100.3.80088,LMC503.20.85897,A,9.0
79.97379,-69.10297,LMC_SC7_460143,LMC100.3.77959,LMC503.21.30475,M,5.0
79.49921,-69.50208,LMC_SC7_47341,LMC100.8.36101,LMC503.13.17231,A,0.0
79.44883,-69.47719,LMC_SC7_47372,LMC100.8.110348,LMC503.13.17261,68,
79.43892,-69.51675,LMC_SC7_47510,LMC100.8.36501,LMC503.13.17579,0,
79.51592,-69.48775,LMC_SC7_48204,LMC100.8.37645,LMC503.13.18695,19,
79.3875,-69.46772,LMC_SC7_48536,LMC100.8.111183,LMC503.13.19033,25,
79.4345,-69.51056,LMC_SC7_48942,LMC100.8.39060,LMC503.13.20263,A,12.0
79.43217,-69.86564,LMC_SC7_5,LMC103.7.64312,LMC503.05.11,A,17.0
79.46683,-69.45139,LMC_SC7_56031,LMC100.8.110376,LMC503.13.36098,2,
79.49317,-69.44769,LMC_SC7_56039,LMC100.8.110400,LMC503.13.36106,8,
79.48558,-69.44758,LMC_SC7_56040,LMC100.8.110393,LMC503.13.36107,5,
79.47896,-69.44142,LMC_SC7_56051,LMC100.8.110388,LMC503.13.36122,17,
79.38958,-69.43789,LMC_SC7_56063,LMC100.8.110299,LMC503.13.36137,A,1.0
79.48171,-69.42461,LMC_SC7_56083,LMC100.8.110390,LMC503.13.36163,4,
79.49604,-69.45475,LMC_SC7_56157,LMC100.8.110777,LMC503.13.36285,M,22.0
79.41204,-69.43469,LMC_SC7_56261,LMC100.8.110319,LMC503.13.36146,0,
79.45279,-69.45686,LMC_SC7_56481,LMC100.8.111577,LMC503.13.36755,M,15.0
79.44571,-69.44678,LMC_SC7_56630,LMC100.8.111531,LMC503.13.36921,M,36.0
79.51125,-69.81192,LMC_SC7_6481,LMC103.6.24653,LMC503.05.11229,8,
79.49025,-69.39883,LMC_SC7_64860,LMC100.7.34539,LMC503.13.36055,10,
79.44454,-69.38808,LMC_SC7_64879,LMC100.7.34640,LMC503.13.36242,A,15.0
79.40279,-69.3555,LMC_SC7_64925,LMC100.7.34618,LMC503.13.54619,M,13.0
79.49225,-69.34561,LMC_SC7_64949,LMC100.7.34679,LMC503.13.54648,5,
79.41292,-69.38389,LMC_SC7_65012,LMC100.7.34906,LMC503.13.36666,0,
79.47196,-69.36167,LMC_SC7_65106,LMC100.7.35005,LMC503.13.54819,22,
79.38983,-69.35906,LMC_SC7_65114,LMC100.7.34608,LMC503.13.54607,M,15.0
79.4885,-69.7885,LMC_SC7_6554,LMC103.6.24979,LMC503.05.11722,A,15.0
79.433,-69.77706,LMC_SC7_6755,LMC103.6.24903,LMC503.05.26937,A,12.0
79.36721,-69.81297,LMC_SC7_6846,LMC103.6.25166,LMC503.05.12353,A,16.0
79.53146,-69.33769,LMC_SC7_72491,LMC100.7.34706,LMC503.13.54670,1,
79.47488,-69.32867,LMC_SC7_72501,LMC100.7.34662,LMC503.13.54691,A,11.0
79.43079,-69.30275,LMC_SC7_72689,LMC100.7.106042,LMC503.22.278,A,3.0
79.38729,-69.33853,LMC_SC7_72796,LMC100.7.34860,LMC503.13.54964,0,
79.43038,-69.28944,LMC_SC7_73200,LMC100.7.106692,LMC503.22.824,18,
79.52758,-69.27778,LMC_SC7_79591,LMC100.7.105884,LMC503.22.168,M,7.0
79.47071,-69.272,LMC_SC7_79601,LMC100.7.105718,LMC503.22.68,11,
79.531,-69.27036,LMC_SC7_79604,LMC100.7.105887,LMC503.22.182,5,
79.41571,-69.26211,LMC_SC7_80802,LMC100.7.106617,LMC503.22.1185,9,
79.49071,-69.18642,LMC_SC7_86310,LMC100.6.34024,LMC503.22.14149,20,
79.403,-69.18078,LMC_SC7_86311,LMC100.6.34017,LMC503.22.14151,16,
79.51771,-69.21836,LMC_SC7_86322,LMC100.6.34103,LMC503.22.14173,3,
79.53429,-69.20958,LMC_SC7_86842,LMC100.6.35730,LMC503.22.15160,A,14.0
79.45346,-69.15239,LMC_SC7_93906,LMC100.6.101850,LMC503.22.30663,A,0.0
79.43454,-69.11967,LMC_SC7_93966,LMC100.6.102019,LMC503.22.30812,0,
78.79192,-69.64981,LMC_SC8_10057,LMC112.4.41736,LMC503.06.89218,8,
78.97237,-69.63919,LMC_SC8_100640,LMC103.5.283,LMC503.06.39807,A,14.0
78.86542,-69.67133,LMC_SC8_10079,LMC112.4.41941,LMC503.06.39743,0,
78.82233,-69.63397,LMC_SC8_10116,LMC112.4.41913,LMC503.06.89351,A,13.0
79.04396,-69.55919,LMC_SC8_106054,LMC103.5.62681,LMC503.14.25,7,
78.95742,-69.60058,LMC_SC8_106356,LMC103.5.63273,LMC503.14.295,0,
78.92637,-69.56083,LMC_SC8_106602,LMC103.5.63176,LMC503.14.1441,M,15.0
78.92992,-69.5435,LMC_SC8_111979,LMC100.8.51,LMC503.14.101,A,13.0
79.01804,-69.51097,LMC_SC8_111996,LMC100.8.91,LMC503.14.15277,A,24.0
78.95742,-69.53472,LMC_SC8_112038,LMC100.8.183,LMC503.14.15374,0,
78.99146,-69.51819,LMC_SC8_112067,LMC100.8.208,LMC503.14.15417,6,
78.93033,-69.55056,LMC_SC8_112110,LMC103.5.62839,LMC503.14.224,A,8.0
78.92862,-69.49972,LMC_SC8_112265,LMC100.8.161,LMC503.14.15459,0,
79.04633,-69.53558,LMC_SC8_112452,LMC100.8.581,LMC503.14.15599,11,
78.87654,-69.61867,LMC_SC8_11574,LMC112.4.42236,M,8,
79.04858,-69.47286,LMC_SC8_118548,LMC100.8.72079,LMC503.14.15228,A,11.0
78.96625,-69.47042,LMC_SC8_118551,LMC100.8.72056,LMC503.14.15233,A,13.0
78.95658,-69.47578,LMC_SC8_118584,LMC100.8.72116,LMC503.14.15332,7,
78.95742,-69.47944,LMC_SC8_118643,LMC111.1.32733,LMC503.14.15501,M,22.0
