ra,dec,OGLE-II,OGLE-III,OGLE-IV,Offset,RemOut
75.60796,-69.14744,LMC_SC15_189457,LMC127.3.72523,LMC510.06.51043,M,20.0
75.58083,-69.13875,LMC_SC15_189588,LMC127.3.72720,LMC510.06.51450,A,15.0
75.61679,-69.13006,LMC_SC15_193132,LMC127.3.72623,LMC510.06.51477,7,
75.56471,-69.12694,LMC_SC15_193177,LMC127.3.72700,LMC510.06.52146,6,
75.58554,-69.04456,LMC_SC15_196961,LMC127.4.31601,LMC510.06.51063,A,17.0
75.55596,-69.07672,LMC_SC15_196965,LMC127.4.31634,LMC510.06.51125,A,4.0
75.55379,-69.04522,LMC_SC15_196977,LMC127.4.31633,LMC510.06.51344,M,14.0
75.61825,-69.07169,LMC_SC15_197023,LMC127.4.32287,LMC510.06.52567,A,11.0
75.51229,-69.06119,LMC_SC15_197045,LMC127.4.20508,LMC510.06.51710,6,
75.50513,-69.03086,LMC_SC15_197098,LMC127.4.20504,LMC510.06.51818,A,13.0
75.04488,-69.15286,LMC_SC15_20362,LMC127.3.43006,LMC510.07.44639,11,
75.55904,-68.92994,LMC_SC15_204776,LMC126.1.18991,LMC510.14.1213,10,
75.64433,-68.82175,LMC_SC15_211448,LMC126.1.58292,LMC510.14.48142,M,15.0
75.63933,-68.82208,LMC_SC15_212499,LMC126.1.59144,LMC510.14.50120,A,0.0
75.57475,-68.7395,LMC_SC15_214970,LMC126.2.19330,LMC510.14.49345,A,13.0
75.59758,-68.69181,LMC_SC15_217968,LMC126.2.56566,LMC510.14.48711,5,
75.62279,-68.66372,LMC_SC15_220819,LMC126.2.56482,LMC510.23.28,M,15.0
75.49958,-68.63258,LMC_SC15_220855,LMC126.3.16970,LMC510.23.338,M,9.0
75.0735,-69.10331,LMC_SC15_24213,LMC127.3.43034,LMC510.07.44753,9,
75.13408,-69.49167,LMC_SC15_294,LMC127.1.7736,LMC509.32.1207,13,
75.05808,-69.46097,LMC_SC15_3026,LMC127.1.31002,LMC509.32.105,3,
74.9925,-69.48358,LMC_SC15_3075,LMC127.1.143,LMC509.32.517,A,10.0
75.11971,-69.01844,LMC_SC15_31595,LMC127.4.9872,LMC510.07.44961,8,
75.02504,-69.00964,LMC_SC15_31714,LMC127.4.43315,LMC531.17.27186,6,
75.08692,-68.94625,LMC_SC15_35195,LMC126.1.68,LMC510.15.138,3,
75.07129,-68.92997,LMC_SC15_35273,LMC126.1.63,LMC510.15.369,5,
75.00646,-68.89328,LMC_SC15_39614,LMC126.8.27243,LMC510.15.4480,38,
75.07254,-69.53778,LMC_SC15_399,LMC127.1.588,LMC509.32.2588,M,4.0
75.04529,-68.83911,LMC_SC15_42478,LMC126.1.39798,LMC510.15.571,M,8.0
75.04292,-68.66728,LMC_SC15_49277,LMC126.2.39261,LMC510.24.4,21,
75.03604,-68.71056,LMC_SC15_49285,LMC126.2.39277,LMC510.15.41067,A,18.0
75.1965,-69.51744,LMC_SC15_56164,LMC127.1.7603,LMC509.31.636,1,
75.05871,-69.42053,LMC_SC15_5854,LMC127.1.31004,LMC509.32.23294,A,2.0
74.99288,-69.43036,LMC_SC15_5876,LMC127.1.31042,LMC509.32.23280,2,
75.09933,-69.42606,LMC_SC15_5882,LMC127.1.31072,LMC509.32.23287,A,15.0
75.20208,-69.40497,LMC_SC15_62056,LMC127.1.38725,LMC509.31.30785,M,9.0
75.27917,-69.34353,LMC_SC15_65667,LMC127.2.8309,LMC509.31.30730,1,
75.23512,-69.33978,LMC_SC15_65669,LMC127.2.8305,LMC509.31.30732,5,
75.30671,-69.33442,LMC_SC15_65686,LMC127.2.8355,LMC509.31.30847,7,
75.25296,-69.29083,LMC_SC15_69627,LMC127.2.46557,LMC510.07.39,10,
75.2595,-69.08083,LMC_SC15_81795,LMC127.4.10723,LMC510.07.45479,M,29.0
75.25329,-69.04942,LMC_SC15_85532,LMC127.4.9809,LMC510.07.44411,0,
75.21,-69.05292,LMC_SC15_85762,LMC127.4.10051,LMC510.07.45625,10,
75.21779,-68.96769,LMC_SC15_89214,LMC127.4.51534,LMC510.15.4,M,28.0
75.18979,-68.94392,LMC_SC15_92804,LMC126.1.806,LMC510.15.799,18,
75.14746,-69.33167,LMC_SC15_9370,LMC127.2.8323,LMC509.32.23403,0,
75.012,-69.33928,LMC_SC15_9429,LMC127.2.225,LMC509.32.23713,17,
83.98058,-70.19175,LMC_SC16_104516,LMC170.4.114525,LMC516.10.44243,4,
83.96625,-70.14228,LMC_SC16_109926,LMC170.4.114519,LMC516.10.55937,5,
84.04496,-70.12578,LMC_SC16_110259,LMC176.8.997,LMC516.10.56527,A,16.0
84.03408,-70.06786,LMC_SC16_115336,LMC176.8.48155,LMC516.10.69432,A,1.0
84.04021,-70.10208,LMC_SC16_115376,LMC176.8.377,LMC516.10.56182,12,
83.90971,-69.99936,LMC_SC16_120178,LMC169.1.115648,A,9,
84.0245,-69.96739,LMC_SC16_123634,LMC176.7.10,LMC516.10.80808,5,
84.07204,-69.90575,LMC_SC16_127796,LMC176.7.45880,LMC516.19.34601,M,2.0
83.93254,-69.73228,LMC_SC16_140763,LMC169.3.108991,LMC516.19.56992,0,
83.93021,-69.72186,LMC_SC16_140773,LMC169.3.108989,LMC516.19.57086,A,1.0
83.99996,-69.73594,LMC_SC16_140816,LMC176.6.40076,LMC516.19.57208,10,
84.10633,-70.40628,LMC_SC16_154952,LMC177.6.178,LMC516.02.47417,A,0.0
84.21017,-70.33839,LMC_SC16_162838,LMC177.6.57669,LMC516.02.17983,10,
84.13162,-70.325,LMC_SC16_162874,LMC177.6.57717,LMC516.02.58180,1,
83.84842,-70.36717,LMC_SC16_16451,LMC170.3.43578,LMC516.03.18956,7,
84.23542,-70.27036,LMC_SC16_168024,LMC177.5.20078,LMC516.02.30399,32,
84.08892,-70.17389,LMC_SC16_172834,LMC177.5.64051,LMC516.10.44971,A,1.0
84.23337,-70.16183,LMC_SC16_172953,LMC177.5.82531,LMC516.10.480,A,33.0
84.14179,-70.11267,LMC_SC16_177875,LMC176.8.13899,LMC516.10.55887,2,
84.09592,-70.15586,LMC_SC16_177902,LMC177.5.63819,LMC516.10.44512,A,1.0
84.16812,-70.14139,LMC_SC16_177933,LMC176.8.14007,LMC516.10.11766,A,1.0
84.14154,-70.10358,LMC_SC16_177989,LMC176.8.13992,LMC516.10.55986,7,
84.16933,-70.04794,LMC_SC16_183371,LMC176.8.59062,LMC516.10.24857,M,3.0
84.11346,-70.00092,LMC_SC16_187648,LMC176.8.59007,LMC516.10.69684,1,
84.23312,-69.88772,LMC_SC16_195859,LMC176.7.62861,LMC516.19.2922,A,3.0
84.14108,-69.86325,LMC_SC16_198109,LMC176.7.59159,LMC516.19.5,M,0.0
84.16688,-69.86403,LMC_SC16_198175,LMC176.7.59370,LMC516.19.264,1,
84.07988,-69.70664,LMC_SC16_204804,LMC176.6.39828,LMC516.19.56964,22,
84.11567,-69.72619,LMC_SC16_204810,LMC176.6.50073,LMC516.19.56996,A,16.0
84.22271,-69.72747,LMC_SC16_204826,LMC176.6.50151,LMC516.19.18475,0,
84.11983,-69.71075,LMC_SC16_204899,LMC176.6.50191,LMC516.19.57091,4,
84.2465,-70.59133,LMC_SC16_207999,LMC177.8.57482,LMC515.27.60915,A,8.0
83.82796,-70.30844,LMC_SC16_21089,LMC170.3.89445,LMC516.03.30786,0,
83.84317,-70.31719,LMC_SC16_21264,LMC170.3.89462,LMC516.03.19311,A,1.0
84.33004,-70.46833,LMC_SC16_214825,LMC177.7.66477,LMC516.02.8149,6,
84.34067,-70.43772,LMC_SC16_218642,LMC177.7.66688,LMC516.02.8565,2,
83.73842,-70.58992,LMC_SC16_22,LMC170.1.56592,LMC515.28.58041,A,6.0
84.3985,-70.36067,LMC_SC16_222441,LMC177.6.15222,LMC516.01.49843,A,13.0
84.28854,-70.30283,LMC_SC16_227058,LMC177.6.75485,LMC516.02.29073,A,3.0
84.34779,-70.25203,LMC_SC16_230211,LMC177.5.17407,LMC516.02.28724,M,8.0
84.31992,-70.19661,LMC_SC16_235396,LMC177.5.81701,LMC516.10.45,M,13.0
84.39608,-70.21292,LMC_SC16_235501,LMC177.5.17601,LMC516.09.33046,5,
84.30525,-70.18281,LMC_SC16_235548,LMC177.5.81902,LMC516.10.343,1,
84.375,-70.14786,LMC_SC16_240570,LMC177.5.81959,9,,
84.25017,-70.12644,LMC_SC16_240611,LMC176.8.14049,LMC516.10.11785,2,
84.40271,-70.12025,LMC_SC16_240861,LMC176.8.28292,LMC516.09.42985,21,
84.36833,-70.02772,LMC_SC16_250114,LMC176.8.70154,LMC516.09.53049,A,26.0
84.39008,-70.0045,LMC_SC16_250138,LMC176.8.70287,LMC516.09.53074,A,1.0
83.84529,-70.60253,LMC_SC16_262,LMC170.1.57568,LMC515.28.48810,10,
84.37438,-69.79933,LMC_SC16_264044,LMC176.6.20793,LMC516.18.37005,M,27.0
84.29892,-69.79594,LMC_SC16_264064,LMC176.6.11284,LMC516.19.9487,0,
84.33029,-69.76503,LMC_SC16_264090,LMC176.6.58870,LMC516.19.18414,6,
84.38517,-69.76192,LMC_SC16_264092,LMC176.6.58916,LMC516.18.46369,7,
83.7365,-70.56053,LMC_SC16_3576,LMC170.2.24177,LMC515.28.58026,A,18.0
83.82175,-70.11653,LMC_SC16_37120,LMC169.1.47565,LMC516.11.10977,M,5.0
83.86421,-70.04981,LMC_SC16_43056,LMC169.1.115393,LMC516.11.24542,0,
83.88287,-69.98817,LMC_SC16_48130,LMC169.2.57398,LMC516.11.36785,A,24.0
83.86875,-69.90264,LMC_SC16_57511,LMC169.2.125523,LMC516.20.197,M,23.0
83.80608,-69.82978,LMC_SC16_62137,LMC169.3.47397,LMC516.20.10340,1,
83.82096,-69.78161,LMC_SC16_66431,LMC169.3.47475,LMC516.20.10461,A,16.0
83.771,-69.78467,LMC_SC16_66495,LMC169.3.47595,LMC516.20.10631,17,
83.76604,-69.73125,LMC_SC16_70655,LMC169.3.108884,LMC516.20.21093,15,
83.87862,-69.71658,LMC_SC16_70665,LMC169.3.108967,LMC516.20.21146,3,
83.86096,-69.71825,LMC_SC16_70704,LMC169.3.109085,LMC516.20.21224,M,8.0
83.83538,-69.72847,LMC_SC16_70941,LMC169.3.109293,LMC516.20.21824,A,17.0
84.05192,-70.42519,LMC_SC16_85476,LMC170.3.43396,LMC516.02.47093,2,
83.92738,-70.33908,LMC_SC16_89779,LMC170.3.104640,LMC516.02.58051,A,32.0
84.69608,-70.24881,LMC_SC17_102975,LMC177.5.51415,LMC516.01.24500,4,
84.59787,-70.23331,LMC_SC17_103243,LMC177.5.36533,A,4,
84.68725,-70.17336,LMC_SC17_107121,LMC177.5.113488,LMC516.09.10,A,29.0
84.55792,-70.07553,LMC_SC17_114065,LMC176.8.39473,LMC516.09.42822,A,19.0
84.63933,-69.99197,LMC_SC17_117860,LMC176.7.35333,LMC516.09.15900,M,2.0
84.66488,-69.81878,LMC_SC17_130287,LMC176.6.30752,LMC516.18.7454,M,3.0
84.82275,-70.73386,LMC_SC17_134336,LMC178.5.47863,LMC515.26.34405,1,
84.70742,-70.66183,LMC_SC17_137232,LMC177.8.34673,LMC515.26.42465,6,
84.76542,-70.55725,LMC_SC17_143410,LMC177.7.39708,LMC515.26.51325,9,
84.77783,-70.46347,LMC_SC17_146796,LMC177.7.93899,LMC516.01.6280,0,
84.797,-70.36283,LMC_SC17_153931,LMC177.6.43650,LMC516.01.14721,11,
84.77508,-70.38914,LMC_SC17_154013,LMC177.6.43794,LMC516.01.6272,6,
84.69642,-70.39194,LMC_SC17_154109,LMC177.6.43867,LMC516.01.6711,A,3.0
84.856,-70.29244,LMC_SC17_157912,LMC177.6.104630,LMC552.25.66302,A,9.0
84.79067,-70.32389,LMC_SC17_158005,LMC177.6.105008,LMC516.01.14978,5,
84.48508,-70.46042,LMC_SC17_15834,LMC177.7.80870,LMC516.01.40336,A,18.0
84.7765,-70.26831,LMC_SC17_161706,LMC177.5.51433,LMC516.01.24481,0,
84.77567,-70.25258,LMC_SC17_161801,LMC177.5.51681,LMC516.01.24613,4,
84.70879,-70.17156,LMC_SC17_165159,LMC177.5.113664,LMC516.09.169,A,0.0
84.71562,-70.11736,LMC_SC17_168298,LMC176.8.39552,LMC516.09.6919,0,
84.76746,-70.08364,LMC_SC17_171538,LMC176.1.38,LMC516.09.7062,6,
84.75496,-70.03042,LMC_SC17_175262,LMC176.8.82613,LMC516.09.16103,5,
84.83375,-69.87803,LMC_SC17_182649,LMC176.2.37524,LMC516.17.25302,M,6.0
84.91088,-70.74086,LMC_SC17_189164,LMC178.5.55494,LMC515.26.6177,3,
85.01875,-70.66242,LMC_SC17_191780,LMC177.1.10,LMC515.26.13341,5,
84.88167,-70.58283,LMC_SC17_194647,LMC177.7.39769,LMC515.26.21258,11,
84.50046,-70.41733,LMC_SC17_19903,LMC177.6.29718,LMC516.01.40240,A,3.0
85.00046,-70.45831,LMC_SC17_200373,LMC177.2.44997,LMC552.25.7572,A,25.0
85.02704,-70.48658,LMC_SC17_200587,LMC177.2.45321,LMC552.25.205,2,
85.04462,-70.42661,LMC_SC17_203727,LMC177.3.23,LMC552.25.7581,4,
84.87675,-70.40606,LMC_SC17_204010,LMC177.6.44123,LMC552.25.45248,1,
84.3735,-70.41808,LMC_SC17_20686,LMC177.6.16558,LMC516.02.9708,7,
85.03312,-70.37461,LMC_SC17_207548,LMC177.3.155,LMC552.25.18090,8,
84.95163,-70.36978,LMC_SC17_207689,LMC177.3.267,LMC552.25.18209,A,4.0
84.95888,-70.36464,LMC_SC17_207707,LMC177.3.274,LMC552.25.18515,6,
84.94417,-70.28658,LMC_SC17_211578,LMC177.3.50649,LMC552.25.66461,7,
84.88775,-70.15047,LMC_SC17_221191,LMC177.5.113823,LMC516.08.31024,10,
84.45033,-70.34364,LMC_SC17_24575,LMC177.6.74556,LMC516.01.49877,A,16.0
84.458,-70.37206,LMC_SC17_24651,LMC177.6.29831,LMC516.01.50032,5,
84.40771,-70.33267,LMC_SC17_29015,LMC177.6.74722,LMC516.01.49960,M,16.0
84.46196,-70.3265,LMC_SC17_29070,LMC177.6.90461,LMC516.01.50540,M,24.0
84.40183,-70.29958,LMC_SC17_29109,LMC177.6.74717,LMC516.01.60423,A,1.0
84.428,-70.25647,LMC_SC17_33334,LMC177.5.17475,LMC516.01.60369,A,10.0
84.38083,-70.68256,LMC_SC17_3540,LMC177.8.11927,LMC515.27.7377,20,
84.40225,-70.66747,LMC_SC17_3545,LMC177.8.11883,LMC515.27.16754,6,
84.38471,-70.68664,LMC_SC17_3945,LMC177.8.12900,LMC515.27.8220,8,
84.41233,-70.12353,LMC_SC17_45224,LMC176.8.28065,LMC516.09.42806,A,2.0
84.38129,-70.684,LMC_SC17_4648,LMC177.8.13796,LMC515.27.9079,12,
84.46796,-69.95633,LMC_SC17_60546,LMC176.7.26023,LMC516.09.65527,A,9.0
84.44325,-69.8325,LMC_SC17_69829,LMC176.6.22289,LMC516.18.38043,A,19.0
84.6355,-70.65719,LMC_SC17_76777,LMC177.8.70263,LMC515.26.42508,0,
84.55237,-70.61961,LMC_SC17_80259,LMC177.8.70332,LMC515.27.17021,A,21.0
84.61671,-70.58217,LMC_SC17_80474,LMC177.7.28048,LMC515.26.51557,A,6.0
84.59721,-70.40081,LMC_SC17_91087,LMC177.6.29661,LMC516.01.40069,A,10.0
84.69096,-70.39675,LMC_SC17_91213,LMC177.6.43745,LMC516.01.6387,10,
84.56071,-70.39464,LMC_SC17_94993,LMC177.6.29957,LMC516.01.40287,4,
84.55292,-70.32125,LMC_SC17_99118,LMC177.6.90276,LMC516.01.49972,12,
85.15604,-70.05283,LMC_SC18_103662,LMC176.1.43863,LMC516.08.14861,A,23.0
85.28925,-70.03931,LMC_SC18_103725,LMC176.1.52959,LMC552.32.47655,A,3.0
85.41554,-70.726,LMC_SC18_116501,LMC177.1.19456,LMC552.15.6758,7,
85.39771,-70.73992,LMC_SC18_116576,LMC178.4.40282,LMC552.15.6720,M,1.0
85.10662,-70.59322,LMC_SC18_12202,LMC177.1.40894,LMC552.16.24926,3,
85.43438,-70.64692,LMC_SC18_122049,LMC177.1.60625,LMC552.15.15509,A,0.0
85.38821,-70.63386,LMC_SC18_122057,LMC177.1.60569,LMC552.15.47506,0,
85.37088,-70.47975,LMC_SC18_127628,LMC177.2.70595,LMC552.24.36012,A,5.0
85.39054,-70.51169,LMC_SC18_127645,LMC177.2.22511,LMC552.24.36062,3,
85.39217,-70.50633,LMC_SC18_127650,LMC177.2.70630,LMC552.24.36028,7,
85.34242,-70.52358,LMC_SC18_127723,LMC177.2.11525,LMC552.24.36349,10,
85.42029,-70.42564,LMC_SC18_130463,LMC177.3.27095,LMC552.24.7430,M,4.0
85.33046,-70.40364,LMC_SC18_133813,LMC177.3.14075,LMC552.24.43920,A,15.0
85.37367,-70.30031,LMC_SC18_137422,LMC177.3.77069,LMC552.24.64293,M,8.0
85.44096,-70.34906,LMC_SC18_137430,LMC177.3.77092,LMC552.24.16899,5,
85.41133,-70.28153,LMC_SC18_141027,LMC177.3.77083,LMC552.24.64307,M,10.0
85.39058,-70.18908,LMC_SC18_144643,LMC177.4.72686,LMC552.32.32174,0,
85.05325,-70.56325,LMC_SC18_14994,LMC177.2.313,LMC552.16.24779,M,10.0
85.39929,-70.07231,LMC_SC18_152169,LMC176.1.18156,LMC552.32.39265,5,
85.39238,-70.11694,LMC_SC18_152202,LMC176.1.18556,LMC552.32.39412,12,
85.51267,-70.73958,LMC_SC18_168877,LMC178.4.40143,LMC552.15.6582,3,
85.51404,-70.69031,LMC_SC18_171706,LMC177.1.19314,LMC552.15.6606,9,
85.66771,-70.61183,LMC_SC18_174761,LMC177.1.71001,LMC552.14.53316,A,19.0
85.54071,-70.63286,LMC_SC18_174818,LMC177.1.60679,LMC552.15.15521,8,
85.04754,-70.51361,LMC_SC18_17772,LMC177.2.122,LMC552.25.68,9,
85.61304,-70.44058,LMC_SC18_183014,LMC177.2.82381,LMC552.24.7527,5,
85.51208,-70.37925,LMC_SC18_185791,LMC177.3.26976,LMC552.24.16801,M,8.0
85.59804,-70.30519,LMC_SC18_189142,LMC177.3.90230,LMC552.24.17747,A,7.0
85.57454,-70.24339,LMC_SC18_192988,LMC177.4.37659,LMC552.24.27746,A,6.0
84.99617,-70.44639,LMC_SC18_21014,LMC177.2.45131,LMC552.25.7684,A,1.0
85.05917,-70.39936,LMC_SC18_25004,LMC177.3.85,LMC552.25.7648,7,
85.12229,-70.35436,LMC_SC18_25046,LMC177.3.64229,LMC552.25.18117,5,
85.09812,-70.79822,LMC_SC18_3070,LMC178.4.57,LMC552.16.71,M,6.0
85.13738,-70.28803,LMC_SC18_33568,LMC177.3.64234,LMC552.25.29373,1,
85.02892,-70.29097,LMC_SC18_33616,LMC177.3.50735,LMC552.25.29457,19,
85.02567,-70.28014,LMC_SC18_33633,LMC177.3.50535,LMC552.25.29378,A,0.0
85.12033,-70.02997,LMC_SC18_49336,LMC176.1.43911,LMC516.08.15075,A,18.0
85.24733,-70.75511,LMC_SC18_63127,LMC178.4.33013,LMC552.15.39401,M,24.0
85.29871,-70.67067,LMC_SC18_66315,LMC177.1.10533,LMC552.15.47795,9,
85.18946,-70.59933,LMC_SC18_69371,LMC177.1.50758,LMC552.15.56274,9,
85.23288,-70.48533,LMC_SC18_74788,LMC177.2.57909,LMC552.24.36041,M,18.0
85.28208,-70.49808,LMC_SC18_74861,LMC177.2.58006,LMC552.24.36183,A,1.0
85.19142,-70.44156,LMC_SC18_77866,LMC177.2.57902,LMC552.24.43877,A,5.0
85.18979,-70.43572,LMC_SC18_77926,LMC177.2.58111,LMC552.24.44013,5,
85.28825,-70.33758,LMC_SC18_85327,LMC177.3.64489,LMC552.24.54188,A,3.0
85.26896,-70.33297,LMC_SC18_85335,LMC177.3.64467,LMC552.24.54201,5,
85.20538,-70.31753,LMC_SC18_85354,LMC177.3.64407,LMC552.24.54242,A,6.0
85.25842,-70.18453,LMC_SC18_92815,LMC177.4.61023,LMC516.08.280,0,
85.31292,-70.10556,LMC_SC18_99868,LMC176.1.17932,LMC552.32.39070,12,
85.29454,-70.07986,LMC_SC18_99913,LMC176.1.17975,LMC552.32.39130,4,
86.02175,-71.01411,LMC_SC19_102548,LMC186.6.17,LMC552.06.6898,3,
86.10146,-71.00464,LMC_SC19_102737,LMC186.6.406,LMC552.05.48736,5,
85.95846,-70.96197,LMC_SC19_105615,LMC178.3.24191,LMC552.06.15716,1,
86.00004,-70.67308,LMC_SC19_119924,LMC185.8.11733,LMC552.14.18101,A,8.0
85.9515,-70.55761,LMC_SC19_126012,LMC185.7.12135,LMC552.14.27653,A,2.0
86.22812,-71.00406,LMC_SC19_148431,LMC186.6.6907,LMC552.05.48600,A,2.0
86.17379,-70.88914,LMC_SC19_155109,LMC186.6.34021,LMC552.05.58472,10,
85.74937,-70.69811,LMC_SC19_15533,LMC177.1.29438,LMC552.14.43869,A,6.0
86.15754,-70.74192,LMC_SC19_163669,LMC186.5.35572,LMC552.13.42931,A,1.0
86.14779,-70.70097,LMC_SC19_163876,LMC185.8.12591,LMC552.13.43751,10,
86.16325,-70.64644,LMC_SC19_166723,LMC185.8.56926,LMC552.13.52449,7,
86.13217,-70.65061,LMC_SC19_166770,LMC185.8.57103,LMC552.13.52559,A,5.0
85.71937,-70.68769,LMC_SC19_18917,LMC177.1.29692,LMC552.14.44187,9,
85.74771,-70.30872,LMC_SC19_38234,LMC177.3.90078,LMC552.23.46687,A,13.0
85.74092,-70.21039,LMC_SC19_45024,LMC177.4.37550,LMC552.31.32990,10,
85.91358,-70.94858,LMC_SC19_55276,LMC178.3.24115,LMC552.06.15825,8,
85.69529,-70.90817,LMC_SC19_6307,LMC178.3.46559,LMC552.06.56249,M,6.0
85.68546,-70.88575,LMC_SC19_6315,LMC178.3.46557,LMC552.06.56258,M,6.0
85.68058,-70.90047,LMC_SC19_6331,LMC178.3.46605,LMC552.06.56293,M,7.0
85.82346,-70.74147,LMC_SC19_67089,LMC178.4.55676,LMC552.14.43874,M,11.0
85.86296,-70.6925,LMC_SC19_70460,LMC185.8.314,LMC552.14.8235,6,
85.82183,-70.65586,LMC_SC19_70504,LMC185.8.44823,LMC552.14.53582,0,
85.87229,-70.55317,LMC_SC19_77922,LMC185.7.131,LMC552.14.27846,M,9.0
85.84946,-70.33975,LMC_SC19_90120,LMC185.6.42066,LMC552.23.47174,A,47.0
85.72346,-70.86286,LMC_SC19_9260,LMC178.4.16148,LMC552.06.56240,7,
85.81492,-70.23692,LMC_SC19_92918,LMC185.5.241,LMC552.23.55285,M,3.0
85.68608,-70.82042,LMC_SC19_9371,LMC178.4.16341,LMC552.14.36279,0,
85.86967,-70.18156,LMC_SC19_95746,LMC185.5.39145,LMC552.31.33044,0,
85.93946,-70.14914,LMC_SC19_99013,LMC185.5.39206,LMC552.31.175,2,
86.43092,-70.37269,LMC_SC20_103964,LMC185.6.31516,LMC552.22.15969,M,0.0
86.27804,-70.98067,LMC_SC20_14792,LMC186.6.9006,LMC552.05.48908,4,
86.81238,-70.88328,LMC_SC20_174879,LMC186.6.48125,LMC552.04.23678,A,9.0
86.879,-70.74967,LMC_SC20_181621,LMC186.4.24424,LMC552.12.8079,A,15.0
86.91367,-70.73842,LMC_SC20_184830,LMC186.4.24166,LMC552.12.7573,A,7.0
86.775,-70.65008,LMC_SC20_188620,LMC185.1.40242,LMC552.12.54068,M,8.0
86.75925,-70.67689,LMC_SC20_188685,LMC185.1.275,LMC552.12.54274,A,16.0
86.83204,-70.54692,LMC_SC20_195543,LMC185.2.167,LMC552.12.27678,8,
86.3255,-70.83472,LMC_SC20_21115,LMC186.5.6658,LMC552.13.3,10,
86.386,-70.75653,LMC_SC20_25301,LMC186.5.43102,LMC552.13.8760,A,10.0
86.24038,-70.6805,LMC_SC20_32552,LMC185.8.22980,LMC552.13.52510,A,6.0
86.3595,-70.56039,LMC_SC20_40088,LMC185.7.23655,LMC552.13.27326,2,
86.30283,-70.42858,LMC_SC20_47300,LMC185.6.20566,LMC552.22.38230,6,
86.41733,-70.95222,LMC_SC20_69551,LMC186.6.14139,LMC552.05.15608,A,11.0
86.54179,-70.72453,LMC_SC20_83976,LMC185.8.34662,LMC552.13.9011,M,10.0
80.36462,-70.10142,LMC_SC21_140323,LMC103.1.18502,LMC502.28.8993,42,
80.56475,-70.9225,LMC_SC21_147231,LMC105.3.42481,LMC502.02.36896,M,11.0
80.61471,-70.77222,LMC_SC21_154511,LMC105.4.44829,LMC502.10.26160,A,15.0
80.53446,-70.72786,LMC_SC21_156985,LMC104.1.18883,LMC502.10.31686,A,11.0
80.5525,-70.64506,LMC_SC21_159592,LMC104.1.46075,LMC502.10.38221,A,10.0
80.52071,-70.65989,LMC_SC21_159721,LMC104.1.19111,LMC502.10.38478,M,14.0
80.50987,-70.51872,LMC_SC21_165282,LMC104.2.24145,LMC502.19.36905,A,41.0
79.96712,-70.56339,LMC_SC21_17235,LMC104.2.106,LMC502.12.18239,A,14.0
80.53308,-70.28336,LMC_SC21_178898,LMC104.3.67015,LMC502.19.61445,A,0.0
80.63129,-70.27619,LMC_SC21_178902,LMC104.4.32322,LMC502.19.61449,A,8.0
80.54675,-70.248,LMC_SC21_183185,LMC104.4.32265,LMC502.19.61427,M,34.0
80.62962,-70.15272,LMC_SC21_187858,LMC104.4.79493,LMC502.27.51567,M,18.0
80.50208,-70.17464,LMC_SC21_187918,LMC104.4.79604,LMC502.27.51669,11,
80.63504,-70.16306,LMC_SC21_188203,LMC163.5.61522,LMC502.27.52124,A,11.0
80.01442,-70.54739,LMC_SC21_20022,LMC104.2.8258,LMC502.11.42778,A,12.0
80.02933,-70.20964,LMC_SC21_36895,LMC104.4.10273,LMC502.28.44440,3,
80.086,-70.17064,LMC_SC21_40865,LMC104.4.55208,LMC502.28.44433,28,
80.05263,-70.09717,LMC_SC21_45411,LMC103.1.9521,LMC502.28.53049,12,
80.11442,-70.11972,LMC_SC21_45467,LMC103.1.9660,LMC502.28.53141,M,16.0
80.05908,-70.12731,LMC_SC21_45899,LMC103.1.9846,LMC502.28.53407,A,10.0
80.30025,-70.82206,LMC_SC21_57036,LMC105.4.12064,LMC502.11.1,A,26.0
80.22654,-70.82844,LMC_SC21_57039,LMC105.4.12071,LMC502.11.24912,M,15.0
80.17283,-70.74456,LMC_SC21_59283,LMC105.4.31587,LMC502.11.30095,10,
80.18121,-70.59297,LMC_SC21_66495,LMC104.1.32336,LMC502.11.42811,M,10.0
80.26058,-70.45611,LMC_SC21_71981,LMC104.2.48911,LMC502.20.6533,A,9.0
80.23738,-70.41464,LMC_SC21_75290,LMC104.3.18078,LMC502.20.7059,M,12.0
80.202,-70.24017,LMC_SC21_85295,LMC104.4.10260,LMC502.20.55315,23,
80.2335,-70.164,LMC_SC21_89018,LMC104.4.67296,LMC502.28.110,7,
80.21796,-70.16164,LMC_SC21_89021,LMC104.4.67291,LMC502.28.113,A,42.0
9.86404,-73.55267,SMC_SC1_101159,SMC125.8.20775,SMC713.02.15158,2,
9.74837,-73.42361,SMC_SC1_105769,SMC125.7.4292,SMC713.10.30,M,8.0
9.84204,-73.42544,SMC_SC1_105816,SMC125.7.4358,SMC713.10.252,A,9.0
9.77983,-73.34981,SMC_SC1_108209,SMC125.7.24762,SMC713.10.54,13,
9.18796,-73.55,SMC_SC1_11026,SMC130.1.9088,SMC713.03.13457,A,10.0
9.21912,-73.48242,SMC_SC1_12973,SMC130.1.9028,SMC713.03.13438,M,18.0
9.08971,-73.43628,SMC_SC1_12977,SMC130.2.9346,SMC713.11.5,A,4.0
9.08096,-73.43139,SMC_SC1_15170,SMC130.2.10411,SMC713.11.1175,A,1.0
